setting,case_id,target,delta,reference_delta,jbc_same,lgcs_same,jbc_reference_change
length_typicality_minus20,C087,3,0.03595346547753531,0.034135125545029954,True,True,0.0
length_typicality_minus20,C087,4,0.17618026177896495,0.1737382957610587,True,True,0.0
length_typicality_minus20,C088,1,0.0,0.0,True,True,0.0
length_typicality_minus20,C088,2,0.0026190254097933074,0.002471870631081785,True,True,0.0
length_typicality_minus20,C089,1,0.052197355287370684,0.051727701859978215,True,True,0.0
length_typicality_minus20,C089,2,0.0533451695919529,0.053123850804565054,True,True,0.0
length_typicality_minus20,C089,3,0.053946865613626827,0.05342471348496547,True,True,0.0
length_typicality_minus20,C089,4,0.06335605869054906,0.0647877613850878,True,True,0.0
length_typicality_minus20,C089,5,0.052197355287370684,0.051727701859978215,True,True,0.0
length_typicality_minus20,C089,6,0.0,0.0,True,True,0.0
length_typicality_minus20,C090,1,0.026451422597675522,0.028762944972545057,True,True,0.0
length_typicality_minus20,C090,2,0.026451422597675744,0.028762944972545057,True,True,0.0
length_typicality_minus20,C090,3,0.016529509433672374,0.019126013815435883,True,True,0.0
length_typicality_minus20,C090,4,0.03458583920508351,0.03794469879507201,True,True,0.0
length_typicality_minus20,C090,5,0.022337680062773035,0.02661502683119421,True,True,0.0
length_typicality_minus20,C090,6,0.008406923932778199,0.009003141604312148,True,True,0.0
length_typicality_minus20,C091,1,0.00884235813272971,0.008233376543348214,True,True,0.0
length_typicality_minus20,C091,2,0.0,0.0,True,True,0.0
length_typicality_minus20,C092,1,0.001237471402301571,0.0013369352939431867,True,True,0.0
length_typicality_minus20,C092,2,0.0,0.0,True,True,0.0
length_typicality_minus20,C093,1,0.019328752054869724,0.018345191442410202,True,True,0.0
length_typicality_minus20,C093,2,0.0006725098659490225,0.002667382339966773,True,True,0.0
length_typicality_minus20,C094,1,0.0006727121591951768,0.0007542281350780833,True,True,0.0
length_typicality_minus20,C094,2,0.0,0.0,True,True,0.0
length_typicality_minus20,C095,1,0.011011519528343339,0.010217925892782587,True,True,0.0
length_typicality_minus20,C095,2,0.003895893648965254,0.0037720354594708017,True,True,0.0
length_typicality_minus20,C096,1,0.014569425036244033,0.013946675591326896,True,True,0.0
length_typicality_minus20,C096,2,0.0076209962274735865,0.009186623910786285,True,True,0.0
length_typicality_minus20,C097,1,0.02648369073264556,0.025079420678976394,True,True,0.0
length_typicality_minus20,C097,2,0.00026810345928307555,0.00024021899912618494,True,True,0.0
length_typicality_minus20,C098,1,0.004170246547621215,0.004230745630323662,True,True,0.0
length_typicality_minus20,C098,2,2.6482480571798916e-05,0.002058527054188408,True,False,0.0
length_typicality_minus20,C099,1,0.011578021186635201,0.010882151043221766,True,True,0.0
length_typicality_minus20,C099,2,0.03923357542563721,0.040408198039692866,True,True,0.0
length_typicality_minus20,C099,3,0.015835688892180233,0.014895878494074921,True,True,0.0
length_typicality_minus20,C099,4,0.009028265559684723,0.008842066829657824,True,True,0.0
length_typicality_minus20,C100,1,0.01894487925122057,0.01805016994460562,True,True,0.0
length_typicality_minus20,C100,2,0.8977926877996169,0.9116546783290679,True,True,0.0
length_typicality_minus20,C100,3,0.02581334124064316,0.022449242608615805,False,True,-0.0015574320968236854
length_typicality_minus20,C100,4,0.0016794933521420141,0.0016361657306380728,False,False,-0.0015574320968236854
length_typicality_minus20,C101,1,0.013464468240224958,0.01283568884329922,True,True,0.0
length_typicality_minus20,C101,2,0.012176440322090087,0.011571365309410941,True,True,0.0
length_typicality_minus20,C102,1,0.010365539486601016,0.009765485918140526,True,True,0.0
length_typicality_minus20,C102,2,0.00809852498117758,0.007781107517654373,True,True,0.0
length_typicality_minus20,C102,3,0.012698015911722482,0.014056543923389508,True,True,0.0
length_typicality_minus20,C102,4,0.022238932752315588,0.02315104429488901,False,True,-0.0002860091616063709
length_typicality_minus20,C103,1,0.010517113912453357,0.010013904759101688,True,True,0.0
length_typicality_minus20,C103,2,0.006856567441734462,0.00841923057159688,True,True,0.0
length_typicality_minus20,C104,1,0.0,0.0,True,True,0.0
length_typicality_minus20,C104,2,0.019136034845679717,0.020170491181850547,True,True,0.0
length_typicality_minus20,C105,1,0.00737916287456275,0.007154141860540086,True,True,0.0
length_typicality_minus20,C105,2,0.009787530146454504,0.00924312164738783,True,True,0.0
length_typicality_minus20,C105,3,0.011045079311485573,0.01072329218828294,True,True,0.0
length_typicality_minus20,C105,4,0.02048864708309117,0.018312121238699186,False,True,-0.0012056953441264007
length_typicality_minus20,C106,1,0.014701233142533132,0.013720857122670793,True,True,0.0
length_typicality_minus20,C106,2,0.034579446532470914,0.03628347051776881,True,False,0.0
length_typicality_minus20,C106,3,0.024986961581013212,0.02531820256272388,True,False,0.0
length_typicality_minus20,C106,4,0.026764484138591893,0.028986790009854158,True,False,0.0
length_typicality_minus20,C107,1,0.006820546962563734,0.006297688168247273,True,True,0.0
length_typicality_minus20,C107,2,0.005565009933331977,0.003369685570317804,False,True,-0.0009074862887055168
length_typicality_minus20,C108,1,0.024981503031595187,0.023697078710342767,True,True,0.0
length_typicality_minus20,C108,2,0.02498150303159541,0.02369707871034299,True,True,0.0
length_typicality_minus20,C108,3,0.026083306977066734,0.024834028963547805,True,True,0.0
length_typicality_minus20,C108,4,0.018153368793589753,0.015354566898883704,True,True,0.0
length_typicality_plus20,C001,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C001,2,0.00737389682765377,0.007713977868834654,True,True,0.0
length_typicality_plus20,C002,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C002,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C003,1,0.0043002945358108224,0.004632455984694861,True,True,0.0
length_typicality_plus20,C003,2,0.004883350204822667,0.005082259356924412,True,True,0.0
length_typicality_plus20,C004,1,0.01813701568685011,0.019132372827951105,True,True,0.0
length_typicality_plus20,C004,2,0.01259055454312219,0.01339957916766088,True,True,0.0
length_typicality_plus20,C005,1,0.015905666927717776,0.016833414813784087,True,True,0.0
length_typicality_plus20,C005,2,0.0220255524895816,0.021172322726168202,True,True,0.0
length_typicality_plus20,C006,1,0.020064954263475876,0.02104840071325631,True,True,0.0
length_typicality_plus20,C006,2,0.00832156783712934,0.0068265783513346,False,True,-0.0011324328476847167
length_typicality_plus20,C007,1,0.017074629379356443,0.018008445916135818,True,True,0.0
length_typicality_plus20,C007,2,0.013932385457829044,0.01459731870336034,True,True,0.0
length_typicality_plus20,C008,1,0.020608208373628756,0.021619671504486515,True,True,0.0
length_typicality_plus20,C008,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C009,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C009,2,0.0013248818910112092,0.0015324777260086186,True,True,0.0
length_typicality_plus20,C009,3,0.01562754261791488,0.0163300358362517,True,True,0.0
length_typicality_plus20,C009,4,0.015627542617914436,0.016330035836252144,True,True,0.0
length_typicality_plus20,C010,1,0.0050007977607984255,0.005249366926565857,True,True,0.0
length_typicality_plus20,C010,2,0.02381616693087807,0.02504133323372182,True,True,0.0
length_typicality_plus20,C010,3,0.08744028264414583,0.08713235944671327,True,True,0.0
length_typicality_plus20,C010,4,0.08445574609983453,0.08599975318204489,True,True,0.0
length_typicality_plus20,C011,1,0.011699399539599087,0.012295730616153744,True,True,0.0
length_typicality_plus20,C011,2,0.023523152675150705,0.022659875630124837,True,True,0.0
length_typicality_plus20,C012,1,0.00964444676810805,0.010355793079424025,True,True,0.0
length_typicality_plus20,C012,2,0.012552244828010206,0.013443731446241003,True,True,0.0
length_typicality_plus20,C012,3,0.021488242113688827,0.02078488025024061,True,True,0.0
length_typicality_plus20,C012,4,0.01137112678908192,0.011878648571401307,True,True,0.0
length_typicality_plus20,C013,1,0.01163079220938057,0.012195269601246839,True,True,0.0
length_typicality_plus20,C013,2,0.011581333424175222,0.012055516685926415,False,True,-0.0006936764451253019
length_typicality_plus20,C014,1,0.012091220752926013,0.012411962636539986,True,True,0.0
length_typicality_plus20,C014,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C015,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C015,2,0.008566917014876108,0.009167643740768838,True,True,0.0
length_typicality_plus20,C015,3,0.012064027997054083,0.012686845561647342,True,True,0.0
length_typicality_plus20,C015,4,0.012064027997054083,0.012686845561647342,True,True,0.0
length_typicality_plus20,C016,1,0.006856892352912647,0.00749865951347739,True,True,0.0
length_typicality_plus20,C016,2,0.0210591419567856,0.022397239737712127,True,True,0.0
length_typicality_plus20,C016,3,0.02888821900582439,0.02851937702547902,False,True,-1.8231875606566916e-05
length_typicality_plus20,C016,4,0.031569491744842804,0.029215822506609257,False,True,-1.8231875606566916e-05
length_typicality_plus20,C017,1,0.010803872193735131,0.01132528272632638,True,True,0.0
length_typicality_plus20,C017,2,0.005235045982323605,0.005531838733364269,False,True,-0.0007922335067833686
length_typicality_plus20,C018,1,0.0282940160982319,0.029715526946743953,True,True,0.0
length_typicality_plus20,C018,2,0.9522600393821663,0.9412549844564453,True,True,0.0
length_typicality_plus20,C018,3,0.01953315760297958,0.020496204308528387,True,True,0.0
length_typicality_plus20,C018,4,0.018384868651810216,0.019479440873936937,True,True,0.0
length_typicality_plus20,C019,1,0.021687752625709544,0.022689334993359234,True,True,0.0
length_typicality_plus20,C019,2,0.5462436999563758,0.5453639667099415,True,True,0.0
length_typicality_plus20,C020,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C020,2,0.008278415959142027,0.00871335128220374,True,True,0.0
length_typicality_plus20,C021,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C021,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C022,1,0.01423671555329431,0.01494616622909506,True,True,0.0
length_typicality_plus20,C022,2,0.01423671555329431,0.01494616622909506,True,True,0.0
length_typicality_plus20,C022,3,0.01423671555329431,0.01494616622909506,True,True,0.0
length_typicality_plus20,C022,4,0.020355932250229358,0.0213446944604736,False,True,-0.000404793600609743
length_typicality_plus20,C023,1,0.027192763893262084,0.028611824689425358,True,True,0.0
length_typicality_plus20,C023,2,0.029054282562464007,0.030217126396604232,True,True,0.0
length_typicality_plus20,C023,3,0.027192763893262306,0.028611824689425358,True,True,0.0
length_typicality_plus20,C023,4,0.0,0.0,True,True,0.0
length_typicality_plus20,C024,1,0.0012143025575688249,0.0012986332490720898,True,True,0.0
length_typicality_plus20,C024,2,0.9317653004002613,0.9193647936707225,True,True,0.0
length_typicality_plus20,C024,3,0.008160515591081108,0.008595694209117877,True,True,0.0
length_typicality_plus20,C024,4,0.006946213033512283,0.007297060960045343,True,True,0.0
length_typicality_plus20,C025,1,0.009353418560365867,0.009655720954056202,True,True,0.0
length_typicality_plus20,C025,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C026,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C026,2,0.0010573647219997984,0.0010377974394064626,True,True,0.0
length_typicality_plus20,C027,1,0.008979640520957455,0.009428604903064075,True,True,0.0
length_typicality_plus20,C027,2,0.01452336929149034,0.015222278117161814,True,True,0.0
length_typicality_plus20,C027,3,0.02696824599070391,0.026453201654315528,True,True,0.0
length_typicality_plus20,C027,4,0.0,0.0,True,True,0.0
length_typicality_plus20,C028,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C028,2,0.0002543087858819515,0.00029559864209671716,False,True,-0.0016347504154665682
length_typicality_plus20,C029,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C029,2,0.006911622982898269,0.00702849231472058,True,True,0.0
length_typicality_plus20,C029,3,0.0018020406517678111,0.0016727134989111825,True,True,0.0
length_typicality_plus20,C029,4,0.0018020406517678111,0.0016727134989116266,True,True,0.0
length_typicality_plus20,C030,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C030,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C031,1,0.017262091430028548,0.017990608695021004,True,True,0.0
length_typicality_plus20,C031,2,0.007124998596818477,0.005728972099979801,True,True,0.0
length_typicality_plus20,C032,1,0.008494835678971802,0.009130833566021401,True,True,0.0
length_typicality_plus20,C032,2,0.03317564413799112,0.034691180526400744,True,True,0.0
length_typicality_plus20,C033,1,0.020589282683082466,0.021493887418470692,True,True,0.0
length_typicality_plus20,C033,2,0.0,0.0,False,False,-0.0013588313980883449
length_typicality_plus20,C034,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C034,2,0.004152644219901802,0.0024379237281770827,True,True,0.0
length_typicality_plus20,C035,1,0.028541787720601564,0.029946543805899006,True,True,0.0
length_typicality_plus20,C035,2,0.03962041315451126,0.04130366748367731,True,True,0.0
length_typicality_plus20,C035,3,0.02854178772060134,0.029946543805898784,True,True,0.0
length_typicality_plus20,C035,4,0.001650938621267528,0.0036878669635926897,True,True,0.0
length_typicality_plus20,C036,1,0.0014790603761833943,0.001472036166017876,True,True,0.0
length_typicality_plus20,C036,2,0.0036958320934088462,0.003753122240695461,True,True,0.0
length_typicality_plus20,C037,1,0.02010082289059789,0.021161682312852426,False,True,-0.00018728689940683552
length_typicality_plus20,C037,2,0.932896642046281,0.9200088739652446,True,True,0.0
length_typicality_plus20,C037,3,0.009670915948510217,0.008455842590941565,False,True,-0.00018728689940683552
length_typicality_plus20,C037,4,0.007636432411924243,0.006128594031036272,True,True,0.0
length_typicality_plus20,C038,1,0.008961635446694594,0.009592444654570764,True,True,0.0
length_typicality_plus20,C038,2,0.9312673146804833,0.9190736242226454,True,True,0.0
length_typicality_plus20,C038,3,0.013234263967117688,0.014031462499230152,True,True,0.0
length_typicality_plus20,C038,4,0.0026523778803491105,0.004817643326673782,True,True,0.0
length_typicality_plus20,C039,1,0.008686477057978426,0.0089804477420532,True,True,0.0
length_typicality_plus20,C039,2,0.0021352966217571545,0.002291228660749489,True,True,0.0
length_typicality_plus20,C040,1,0.11690848414555122,0.11649994651884499,True,True,0.0
length_typicality_plus20,C040,2,0.14563504458248233,0.14688000144713542,True,True,0.0
length_typicality_plus20,C041,1,0.0006209600660354031,0.0005879652412388303,True,True,0.0
length_typicality_plus20,C041,2,0.9188267385363889,0.9038776035384262,True,True,0.0
length_typicality_plus20,C041,3,0.9403411855763002,0.9264657118371922,True,True,0.0
length_typicality_plus20,C041,4,0.09109255543008699,0.09281056118466813,True,True,0.0
length_typicality_plus20,C041,5,0.074998425096517,0.07613027691385632,True,True,0.0
length_typicality_plus20,C041,6,0.05348397805660676,0.05354216861509098,False,False,-0.0012280078561026642
length_typicality_plus20,C042,1,0.00999378923248151,0.010373919978011514,True,True,0.0
length_typicality_plus20,C042,2,0.009993789232481731,0.010373919978011514,True,True,0.0
length_typicality_plus20,C042,3,0.025449885195958366,0.026420126826467438,True,True,0.0
length_typicality_plus20,C042,4,0.01798026807912745,0.018641144411207566,True,True,0.0
length_typicality_plus20,C042,5,0.15274728881653443,0.15192997220396975,True,True,0.0
length_typicality_plus20,C042,6,0.14114357726851212,0.1400264833739997,True,True,0.0
length_typicality_plus20,C043,1,0.008426564256438507,0.008864037404892278,True,True,0.0
length_typicality_plus20,C043,2,0.0265698593245971,0.025982339045170333,True,True,0.0
length_typicality_plus20,C044,1,0.010577815406078717,0.01112155604738363,True,True,0.0
length_typicality_plus20,C044,2,0.9176521006242893,0.9046700430146848,True,True,0.0
length_typicality_plus20,C044,3,0.0,0.0,True,True,0.0
length_typicality_plus20,C044,4,0.0,0.0,True,True,0.0
length_typicality_plus20,C045,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C045,2,0.001280834908323758,0.0012323367175208766,True,True,0.0
length_typicality_plus20,C045,3,0.0030789635057537623,0.0032441821273638816,True,True,0.0
length_typicality_plus20,C045,4,0.007285286528013302,0.005626603218502169,True,True,0.0
length_typicality_plus20,C046,1,0.033437659759452676,0.034907597169839266,True,False,0.0
length_typicality_plus20,C046,2,0.028861862489423018,0.0275601343895,True,True,0.0
length_typicality_plus20,C047,1,0.004207608753639347,0.00446936318004898,True,True,0.0
length_typicality_plus20,C047,2,0.9200448105798806,0.9072407540680458,True,True,0.0
length_typicality_plus20,C047,3,0.9199259233574555,0.9071398845568077,True,True,0.0
length_typicality_plus20,C047,4,0.008819469189355722,0.009160235639767311,True,True,0.0
length_typicality_plus20,C047,5,0.005878945759977938,0.006107326021665749,True,True,0.0
length_typicality_plus20,C047,6,0.009462346199374583,0.0098929641954979,True,True,0.0
length_typicality_plus20,C048,1,0.0061399793073204645,0.006444793251516812,True,True,0.0
length_typicality_plus20,C048,2,0.008657727190442,0.009025953230491268,True,True,0.0
length_typicality_plus20,C048,3,0.009838084892021204,0.010364943793302661,True,True,0.0
length_typicality_plus20,C048,4,0.004199050573711283,0.004408935613131604,True,True,0.0
length_typicality_plus20,C049,1,0.010976253690826443,0.01168838591396093,True,True,0.0
length_typicality_plus20,C049,2,0.010154333540557392,0.010556741290445704,True,True,0.0
length_typicality_plus20,C049,3,0.015207285824032635,0.016103693067570646,True,True,0.0
length_typicality_plus20,C049,4,0.005593404408607672,0.0058828406631104,True,True,0.0
length_typicality_plus20,C050,1,0.0062251257581587005,0.006387568593015702,True,True,0.0
length_typicality_plus20,C050,2,0.007778423681326085,0.008112313297544915,True,True,0.0
length_typicality_plus20,C050,3,0.011204213152974596,0.009765372963172148,True,True,0.0
length_typicality_plus20,C050,4,0.005689626650756452,0.0060346064454646076,True,True,0.0
length_typicality_plus20,C051,1,0.004809835693749376,0.0049050103776981935,True,True,0.0
length_typicality_plus20,C051,2,0.012719675292206523,0.011450684636979958,True,True,0.0
length_typicality_plus20,C052,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C052,2,0.23186745169082323,0.23224728601838862,True,True,0.0
length_typicality_plus20,C052,3,0.005470292978043911,0.005727703352636393,True,True,0.0
length_typicality_plus20,C052,4,0.005470292978043911,0.005727703352636393,True,True,0.0
length_typicality_plus20,C053,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C053,2,0.0064643667244688174,0.006751293556381377,True,True,0.0
length_typicality_plus20,C053,3,0.008551478527523582,0.009315533724548963,True,True,0.0
length_typicality_plus20,C053,4,0.0064643667244688174,0.006751293556381377,True,True,0.0
length_typicality_plus20,C053,5,0.11060081227443197,0.11171328218370391,True,True,0.0
length_typicality_plus20,C053,6,0.11117114888285862,0.11036780255906287,False,True,-0.0013454796246410439
length_typicality_plus20,C054,1,0.0022484336166153085,0.00236257437489229,True,True,0.0
length_typicality_plus20,C054,2,0.008121309738167604,0.008477448410616706,True,True,0.0
length_typicality_plus20,C054,3,0.04123823199106891,0.041032697546735886,True,True,0.0
length_typicality_plus20,C054,4,0.02669040069985673,0.027706249686931805,True,True,0.0
length_typicality_plus20,C055,1,0.01003499612564318,0.010403390106238364,True,True,0.0
length_typicality_plus20,C055,2,0.0026753986737972912,0.002826215260849807,True,True,0.0
length_typicality_plus20,C056,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C056,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C057,1,0.03326617598651693,0.0349036211383027,True,True,0.0
length_typicality_plus20,C057,2,0.011700510412395282,0.010419660923937535,True,True,0.0
length_typicality_plus20,C058,1,0.0008447677469471948,0.0009126272296888782,True,True,0.0
length_typicality_plus20,C058,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C059,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C059,2,0.016899191507047995,0.017876322661708688,True,True,0.0
length_typicality_plus20,C059,3,0.010033344332611716,0.008698365465474645,True,True,0.0
length_typicality_plus20,C059,4,0.01003334433261216,0.008698365465474645,True,True,0.0
length_typicality_plus20,C060,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C060,2,0.0017001154960933906,0.001871702520248375,True,True,0.0
length_typicality_plus20,C061,1,0.012125447783649435,0.012693839725346656,True,True,0.0
length_typicality_plus20,C061,2,0.00312811854975914,0.003342252310810645,True,True,0.0
length_typicality_plus20,C062,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C062,2,0.005247061811773257,0.005610093796561966,True,True,0.0
length_typicality_plus20,C062,3,0.0010527683251804199,0.001077610991518263,True,True,0.0
length_typicality_plus20,C062,4,0.00328647079715072,0.0033414213508340396,True,False,0.0
length_typicality_plus20,C063,1,0.004480474247400057,0.004607234039808672,True,True,0.0
length_typicality_plus20,C063,2,0.0018044920843101053,0.0016941487804553734,True,True,0.0
length_typicality_plus20,C064,1,0.011314524020534567,0.011637731713318944,True,True,0.0
length_typicality_plus20,C064,2,0.937549092506881,0.9254220278053156,True,True,0.0
length_typicality_plus20,C064,3,0.035159542999189775,0.036683028985192934,True,True,0.0
length_typicality_plus20,C064,4,0.0,0.0,True,True,0.0
length_typicality_plus20,C065,1,0.0032341022567836664,0.0034856348874838794,True,True,0.0
length_typicality_plus20,C065,2,0.009052374231387272,0.009678430900594837,True,True,0.0
length_typicality_plus20,C065,3,0.11015735642040991,0.11146433476972972,True,True,0.0
length_typicality_plus20,C065,4,0.10778036786889289,0.1087602302298516,True,True,0.0
length_typicality_plus20,C066,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C066,2,0.011725691914382441,0.012537446811475839,True,False,0.0
length_typicality_plus20,C066,3,0.11022850622572888,0.11089284529713317,True,True,0.0
length_typicality_plus20,C066,4,0.07974398227972856,0.07794973137808747,True,True,0.0
length_typicality_plus20,C067,1,0.09723155478975631,0.09791634971107566,True,True,0.0
length_typicality_plus20,C067,2,0.09609981386745381,0.0967065719806397,True,True,0.0
length_typicality_plus20,C067,3,0.24758757612871585,0.24851986190038766,True,True,0.0
length_typicality_plus20,C067,4,0.015608797139845976,0.016580513425683563,False,False,-5.967649114424489e-06
length_typicality_plus20,C068,1,0.022847931079356565,0.02391984252145951,True,True,0.0
length_typicality_plus20,C068,2,0.023374770838070713,0.024552095687763398,True,True,0.0
length_typicality_plus20,C068,3,0.02906925623513823,0.03061961843156835,True,False,0.0
length_typicality_plus20,C068,4,0.008735293423837831,0.009415867328079308,True,False,0.0
length_typicality_plus20,C069,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C069,2,0.0005037688088207481,0.0005813163122918574,True,True,0.0
length_typicality_plus20,C069,3,0.016631257691418266,0.01569774206738117,True,True,0.0
length_typicality_plus20,C069,4,0.015853891697165334,0.014761934073987959,True,True,0.0
length_typicality_plus20,C070,1,0.003043317031648618,0.002931625095556001,True,True,0.0
length_typicality_plus20,C070,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C070,3,0.01205969205143953,0.012406397834726413,True,False,0.0
length_typicality_plus20,C070,4,0.00901637501979069,0.009474772739170412,True,False,0.0
length_typicality_plus20,C071,1,0.015203907825474205,0.0158591544630986,True,True,0.0
length_typicality_plus20,C071,2,0.9273754762543398,0.914834078863372,True,True,0.0
length_typicality_plus20,C071,3,0.9121715684288656,0.8989749244002736,True,True,0.0
length_typicality_plus20,C071,4,0.0025389602385939014,0.002626760944510753,True,True,0.0
length_typicality_plus20,C071,5,0.10194791147312143,0.1021996131109626,True,True,0.0
length_typicality_plus20,C071,6,0.14743397064679087,0.14586897439329505,False,False,-0.0009652371361705825
length_typicality_plus20,C072,1,0.02117716422717253,0.02266641995486962,True,True,0.0
length_typicality_plus20,C072,2,0.9416677011936416,0.9302202956982986,True,True,0.0
length_typicality_plus20,C072,3,0.021177164227172973,0.02266641995486962,True,True,0.0
length_typicality_plus20,C072,4,0.3110662065974157,0.3118242678190686,True,True,0.0
length_typicality_plus20,C073,1,0.0013736362387088974,0.0016389228842355053,True,True,0.0
length_typicality_plus20,C073,2,0.006423862830914118,0.0070241608005487954,True,True,0.0
length_typicality_plus20,C073,3,0.03517288485102066,0.03519594208269572,True,True,0.0
length_typicality_plus20,C073,4,0.0,0.0,True,True,0.0
length_typicality_plus20,C074,1,0.007235990963408323,0.007561579790073658,True,True,0.0
length_typicality_plus20,C074,2,0.9171921984620384,0.9028277051091391,True,True,0.0
length_typicality_plus20,C074,3,0.0,0.0,True,True,0.0
length_typicality_plus20,C074,4,0.0,0.0,True,True,0.0
length_typicality_plus20,C075,1,0.001703941794811037,0.0021674261307138565,True,True,0.0
length_typicality_plus20,C075,2,0.004043133906419083,0.004461274703182472,True,True,0.0
length_typicality_plus20,C075,3,0.0,0.0,True,True,0.0
length_typicality_plus20,C075,4,0.002910584175809028,0.0030379010293297704,True,True,0.0
length_typicality_plus20,C076,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C076,2,0.008450172573094772,0.00883692067271813,True,True,0.0
length_typicality_plus20,C076,3,0.0,0.0,True,True,0.0
length_typicality_plus20,C076,4,0.0,0.0,True,True,0.0
length_typicality_plus20,C077,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C077,2,0.017660752982129768,0.01855201592712663,True,True,0.0
length_typicality_plus20,C078,1,0.003424063766704233,0.00354688108191481,True,True,0.0
length_typicality_plus20,C078,2,0.01269468494367243,0.012906411245359628,True,True,0.0
length_typicality_plus20,C079,1,0.0027969282179745036,0.002834059620761442,True,True,0.0
length_typicality_plus20,C079,2,0.010836365328608988,0.010924346805146534,True,True,0.0
length_typicality_plus20,C079,3,0.0027969282179745036,0.002834059620761664,True,True,0.0
length_typicality_plus20,C079,4,0.0,0.0,True,True,0.0
length_typicality_plus20,C080,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C080,2,0.009983033416853249,0.008515417960241689,True,True,0.0
length_typicality_plus20,C081,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C081,2,0.0,0.0,False,False,-0.0005822798538577256
length_typicality_plus20,C082,1,0.0079363510299304,0.008190035345573055,True,True,0.0
length_typicality_plus20,C082,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C083,1,0.055659358606218845,0.05470738556797383,True,True,0.0
length_typicality_plus20,C083,2,0.06447208394016002,0.06437155558817853,True,True,0.0
length_typicality_plus20,C083,3,0.06825227778435572,0.06790811250241724,True,True,0.0
length_typicality_plus20,C083,4,0.07235810679803367,0.07471023415370959,True,True,0.0
length_typicality_plus20,C084,1,0.02342411517405618,0.024703981093682437,True,True,0.0
length_typicality_plus20,C084,2,0.007701877759400455,0.007744409349537351,True,True,0.0
length_typicality_plus20,C085,1,0.02101070376336911,0.02168095274012849,True,True,0.0
length_typicality_plus20,C085,2,0.03468549644286689,0.036362426961091376,True,True,0.0
length_typicality_plus20,C085,3,0.023037221375884265,0.023779284415549107,True,True,0.0
length_typicality_plus20,C085,4,0.008286735271325618,0.008745480168260933,True,True,0.0
length_typicality_plus20,C086,1,0.0006339860365045524,0.0005592503114466574,True,True,0.0
length_typicality_plus20,C086,2,0.0,0.0,True,True,0.0
length_typicality_plus20,C086,3,0.0074720688914111655,0.00587498751809834,True,True,0.0
length_typicality_plus20,C086,4,0.01956260322625214,0.018207567169202576,True,True,0.0
length_typicality_plus20,C087,1,0.007569461691782964,0.00773235467741995,True,True,0.0
length_typicality_plus20,C087,2,0.009479977058366895,0.01003572920455209,True,True,0.0
length_typicality_plus20,C087,3,0.03248996084419087,0.034135125545029954,True,True,0.0
length_typicality_plus20,C087,4,0.17152889793533466,0.1737382957610587,True,True,0.0
length_typicality_plus20,C088,1,0.0,0.0,True,True,0.0
length_typicality_plus20,C088,2,0.0023387305932001112,0.002471870631081785,True,True,0.0
length_typicality_plus20,C089,1,0.05130277733043265,0.051727701859978215,True,True,0.0
length_typicality_plus20,C089,2,0.052923609996928134,0.053123850804565054,True,True,0.0
length_typicality_plus20,C089,3,0.052952290130462654,0.05342471348496547,True,True,0.0
length_typicality_plus20,C089,4,0.06608311144205281,0.0647877613850878,True,True,0.0
length_typicality_plus20,C089,5,0.05130277733043309,0.051727701859978215,True,True,0.0
length_typicality_plus20,C089,6,0.0,0.0,True,True,0.0
length_typicality_plus20,C090,1,0.03085432235933161,0.028762944972545057,True,True,0.0
length_typicality_plus20,C090,2,0.030854322359331388,0.028762944972545057,True,True,0.0
length_typicality_plus20,C090,3,0.021475232065602423,0.019126013815435883,True,True,0.0
