setting,case_id,target,delta,reference_delta,jbc_same,lgcs_same,jbc_reference_change
opening_typicality_plus20,C050,4,0.005941384305402586,0.0060346064454646076,True,True,0.0
opening_typicality_plus20,C051,1,0.004341970852551169,0.0049050103776981935,True,True,0.0
opening_typicality_plus20,C051,2,0.011013249753391019,0.011450684636979958,True,True,0.0
opening_typicality_plus20,C052,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C052,2,0.23256006660308026,0.23224728601838862,True,True,0.0
opening_typicality_plus20,C052,3,0.006589915811349822,0.007008248282352358,True,False,0.0
opening_typicality_plus20,C052,4,0.006589915811349822,0.007008248282352358,True,False,0.0
opening_typicality_plus20,C053,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C053,2,0.006379384497280816,0.005266589390698462,False,True,-0.0014847041656829152
opening_typicality_plus20,C053,3,0.011319551525629468,0.009315533724548963,True,True,0.0
opening_typicality_plus20,C053,4,0.006379384497281038,0.005266589390698684,False,True,-0.0014847041656826931
opening_typicality_plus20,C053,5,0.11520930095056281,0.11171328218370391,True,True,0.0
opening_typicality_plus20,C053,6,0.11520930095056281,0.11171328218370391,True,True,0.0
opening_typicality_plus20,C054,1,0.005983612900202884,0.00236257437489229,True,True,0.0
opening_typicality_plus20,C054,2,0.9246211591839908,0.9143866235078202,True,False,0.0
opening_typicality_plus20,C054,3,0.008023380445613348,0.007158093487164674,True,False,0.0
opening_typicality_plus20,C054,4,0.030704662477206934,0.027706249686931805,True,True,0.0
opening_typicality_plus20,C055,1,0.011528075888199929,0.010403390106238364,True,True,0.0
opening_typicality_plus20,C055,2,0.003655294711282897,0.002826215260849807,True,True,0.0
opening_typicality_plus20,C056,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C056,2,0.0,0.0,True,True,0.0
opening_typicality_plus20,C057,1,0.036207533781667856,0.0349036211383027,True,True,0.0
opening_typicality_plus20,C057,2,0.009190505327238974,0.010419660923937535,True,True,0.0
opening_typicality_plus20,C058,1,0.0014723665152660548,0.0005117992322762888,False,True,-0.00040082799741258945
opening_typicality_plus20,C058,2,0.0,0.0,True,True,0.0
opening_typicality_plus20,C059,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C059,2,0.018508018774928914,0.017876322661708688,True,True,0.0
opening_typicality_plus20,C059,3,0.007116674909235954,0.008698365465474645,True,True,0.0
opening_typicality_plus20,C059,4,0.00711667490923551,0.008698365465474645,True,True,0.0
opening_typicality_plus20,C060,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C060,2,0.0028140911563132587,0.001871702520248375,True,True,0.0
opening_typicality_plus20,C061,1,0.012505556516682947,0.013005778777350319,True,False,0.0
opening_typicality_plus20,C061,2,0.003232093970775063,0.003342252310810645,True,True,0.0
opening_typicality_plus20,C062,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C062,2,0.007397730028468885,0.005610093796561966,True,True,0.0
opening_typicality_plus20,C062,3,0.0019572128332443484,0.001077610991518263,True,True,0.0
opening_typicality_plus20,C062,4,0.0019572128332443484,0.001077610991518263,False,True,-0.0017184943463837143
opening_typicality_plus20,C063,1,0.004345868736669534,0.004607234039808672,True,True,0.0
opening_typicality_plus20,C063,2,0.0013505097770660779,0.0016941487804553734,True,True,0.0
opening_typicality_plus20,C064,1,0.011161893286363744,0.011637731713318944,True,True,0.0
opening_typicality_plus20,C064,2,0.9342444701555299,0.9254220278053156,True,True,0.0
opening_typicality_plus20,C064,3,0.040106366231648316,0.036683028985192934,True,True,0.0
opening_typicality_plus20,C064,4,0.0,0.0,True,True,0.0
opening_typicality_plus20,C065,1,0.0038581520929616975,0.0034856348874838794,True,True,0.0
opening_typicality_plus20,C065,2,0.006833723514305223,0.006974326360716709,False,True,-0.002704104539878127
opening_typicality_plus20,C065,3,0.11233787477296864,0.10917459538054941,False,True,-0.002289739389180312
opening_typicality_plus20,C065,4,0.11213699372054076,0.1087602302298516,True,True,0.0
opening_typicality_plus20,C066,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C066,2,0.01094294257321149,0.012373039462387325,True,True,0.0
opening_typicality_plus20,C066,3,0.11313287322481691,0.11089284529713317,True,True,0.0
opening_typicality_plus20,C066,4,0.07645388876997816,0.07794973137808747,True,True,0.0
opening_typicality_plus20,C067,1,0.09936352036546314,0.09791634971107566,True,True,0.0
opening_typicality_plus20,C067,2,0.098200272547736,0.0967065719806397,True,True,0.0
opening_typicality_plus20,C067,3,0.2532834243482103,0.24851986190038766,True,True,0.0
opening_typicality_plus20,C067,4,0.01874991677191451,0.016580513425683563,False,False,-5.967649114424489e-06
opening_typicality_plus20,C068,1,0.026358616605351326,0.02391984252145951,True,True,0.0
opening_typicality_plus20,C068,2,0.02848127088057595,0.024552095687763398,True,True,0.0
opening_typicality_plus20,C068,3,0.03071005840041785,0.02870620117499545,True,True,0.0
opening_typicality_plus20,C068,4,0.006590849869008153,0.007502450071506406,True,True,0.0
opening_typicality_plus20,C069,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C069,2,0.0005589584212861709,0.0005813163122918574,True,True,0.0
opening_typicality_plus20,C069,3,0.01791145615883094,0.01569774206738117,True,True,0.0
opening_typicality_plus20,C069,4,0.015398136242736005,0.014761934073987959,True,True,0.0
opening_typicality_plus20,C070,1,0.004356188398195071,0.002931625095556001,True,True,0.0
opening_typicality_plus20,C070,2,0.0,0.0,True,True,0.0
opening_typicality_plus20,C070,3,0.01372080016959254,0.011993305061139825,True,True,0.0
opening_typicality_plus20,C070,4,0.00936461177139769,0.009061679965583824,True,True,0.0
opening_typicality_plus20,C071,1,0.01570576094377607,0.0158591544630986,True,True,0.0
opening_typicality_plus20,C071,2,0.9229372903814999,0.9140316473902195,False,True,-0.0008024314731525095
opening_typicality_plus20,C071,3,0.9071842614444696,0.8989749244002736,True,True,0.0
opening_typicality_plus20,C071,4,0.0026730064326851988,0.002626760944510753,True,True,0.0
opening_typicality_plus20,C071,5,0.1026957768455623,0.10170633979082133,False,True,-0.0004932733201412631
opening_typicality_plus20,C071,6,0.10269577684556186,0.10170633979082178,False,True,-0.0004932733201412631
opening_typicality_plus20,C072,1,0.02428898214292885,0.02266641995486962,True,True,0.0
opening_typicality_plus20,C072,2,0.9387933654969209,0.9302202956982986,True,True,0.0
opening_typicality_plus20,C072,3,0.024288982142929072,0.02266641995486962,True,True,0.0
opening_typicality_plus20,C072,4,0.3138936766280789,0.3118242678190686,True,True,0.0
opening_typicality_plus20,C073,1,0.0026490527159510613,0.0016389228842355053,True,True,0.0
opening_typicality_plus20,C073,2,0.0078009219356789394,0.0070241608005487954,True,True,0.0
opening_typicality_plus20,C073,3,0.039816200364320764,0.03519594208269572,True,True,0.0
opening_typicality_plus20,C073,4,0.0,0.0,True,True,0.0
opening_typicality_plus20,C074,1,0.008365184448555274,0.007561579790073658,True,True,0.0
opening_typicality_plus20,C074,2,0.9118421288415213,0.9028277051091391,True,True,0.0
opening_typicality_plus20,C074,3,0.0,0.0,True,True,0.0
opening_typicality_plus20,C074,4,0.0,0.0,True,True,0.0
opening_typicality_plus20,C075,1,0.003042120819985339,0.0021674261307138565,True,True,0.0
opening_typicality_plus20,C075,2,0.006292768807453442,0.003332307007757329,False,True,-0.0011289676954251426
opening_typicality_plus20,C075,3,0.00016477160957917292,-0.0011289676954255867,False,True,-0.0011289676954255867
opening_typicality_plus20,C075,4,0.0034803424199143507,0.0030379010293297704,True,True,0.0
opening_typicality_plus20,C076,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C076,2,0.008136053404116605,0.00883692067271813,True,True,0.0
opening_typicality_plus20,C076,3,0.0,0.0,True,True,0.0
opening_typicality_plus20,C076,4,0.0,0.0,True,True,0.0
opening_typicality_plus20,C077,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C077,2,0.02206072037642315,0.01855201592712663,True,True,0.0
opening_typicality_plus20,C078,1,0.0027558178911284426,0.002081873399693901,False,True,-0.001465007682220909
opening_typicality_plus20,C078,2,0.012832272806083678,0.012906411245359628,True,True,0.0
opening_typicality_plus20,C079,1,0.003722439091224272,0.002834059620761442,True,True,0.0
opening_typicality_plus20,C079,2,0.014375496245442765,0.010924346805146534,True,True,0.0
opening_typicality_plus20,C079,3,0.0037224390912244942,0.002834059620761664,True,True,0.0
opening_typicality_plus20,C079,4,0.0,0.0,True,True,0.0
opening_typicality_plus20,C080,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C080,2,0.007861507314092742,0.008515417960241689,True,True,0.0
opening_typicality_plus20,C081,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C081,2,0.0,0.0,False,False,-0.0009045829974387853
opening_typicality_plus20,C082,1,0.007875034919855972,0.008190035345573055,True,True,0.0
opening_typicality_plus20,C082,2,0.0,0.0,True,True,0.0
opening_typicality_plus20,C083,1,0.056888342628462096,0.05470738556797383,True,True,0.0
opening_typicality_plus20,C083,2,0.06986909762505755,0.06437155558817853,True,True,0.0
opening_typicality_plus20,C083,3,0.07015512365037413,0.06790811250241724,True,True,0.0
opening_typicality_plus20,C083,4,0.07608331394945522,0.07471023415370959,True,True,0.0
opening_typicality_plus20,C084,1,0.025079928833760867,0.02634275559495891,False,False,-0.00018315279586822442
opening_typicality_plus20,C084,2,0.007830833035646911,0.007744409349537351,True,True,0.0
opening_typicality_plus20,C085,1,0.02101187465093135,0.02168095274012849,True,True,0.0
opening_typicality_plus20,C085,2,0.037870959916891156,0.036362426961091376,True,True,0.0
opening_typicality_plus20,C085,3,0.02353232477806788,0.023779284415549107,True,True,0.0
opening_typicality_plus20,C085,4,0.007965375372724903,0.008745480168260933,True,True,0.0
opening_typicality_plus20,C086,1,7.130567042512581e-05,0.0005592503114466574,True,True,0.0
opening_typicality_plus20,C086,2,0.0,0.0,True,True,0.0
opening_typicality_plus20,C086,3,0.004192640645625634,0.00587498751809834,True,True,0.0
opening_typicality_plus20,C086,4,0.019200500058818015,0.018207567169202576,True,True,0.0
opening_typicality_plus20,C087,1,0.0067495671255763945,0.00773235467741995,True,True,0.0
opening_typicality_plus20,C087,2,0.009574572617353283,0.009937551676491463,False,True,-9.817752806062785e-05
opening_typicality_plus20,C087,3,0.037893228211390184,0.034135125545029954,True,True,0.0
opening_typicality_plus20,C087,4,0.18071730196263514,0.1737382957610587,True,True,0.0
opening_typicality_plus20,C088,1,0.0,0.0,True,True,0.0
opening_typicality_plus20,C088,2,0.0010465089711013675,0.002471870631081785,True,True,0.0
opening_typicality_plus20,C089,1,0.051765472574380356,0.051727701859978215,True,True,0.0
opening_typicality_plus20,C089,2,0.05373026685382398,0.053123850804565054,True,True,0.0
opening_typicality_plus20,C089,3,0.05373026685382376,0.05312385080456483,False,True,-0.00030086268040063757
opening_typicality_plus20,C089,4,0.06616543272613695,0.0647877613850878,True,True,0.0
opening_typicality_plus20,C089,5,0.05176547257438058,0.051727701859978215,True,True,0.0
opening_typicality_plus20,C089,6,0.0,0.0,True,True,0.0
opening_typicality_plus20,C090,1,0.02765667785821635,0.028762944972545057,True,True,0.0
opening_typicality_plus20,C090,2,0.029499157568969814,0.028372452151111727,False,True,-0.0003904928214333303
opening_typicality_plus20,C090,3,0.9431876711870881,0.937832158830564,True,False,0.0
opening_typicality_plus20,C090,4,0.01772965601149501,0.019126013815435883,True,False,0.0
opening_typicality_plus20,C090,5,0.026306650091178163,0.02661502683119421,True,True,0.0
opening_typicality_plus20,C090,6,0.007460248826794302,0.009003141604312148,True,True,0.0
opening_typicality_plus20,C091,1,0.006294473462772121,0.008233376543348214,True,True,0.0
opening_typicality_plus20,C091,2,0.0,0.0,True,True,0.0
opening_typicality_plus20,C092,1,0.0006215521598691431,0.0013369352939431867,True,True,0.0
opening_typicality_plus20,C092,2,0.0,0.0,True,True,0.0
opening_typicality_plus20,C093,1,0.018895016065513248,0.018345191442410202,True,True,0.0
opening_typicality_plus20,C093,2,0.002158675104430241,0.002667382339966773,True,True,0.0
opening_typicality_plus20,C094,1,0.0,0.0,False,True,-0.0007542281350780833
opening_typicality_plus20,C094,2,0.0,0.0,True,True,0.0
opening_typicality_plus20,C095,1,0.009517389352260208,0.010217925892782587,True,True,0.0
opening_typicality_plus20,C095,2,0.0034652550191587306,0.0037720354594708017,True,True,0.0
opening_typicality_plus20,C096,1,0.013057320187444876,0.013946675591326896,True,True,0.0
opening_typicality_plus20,C096,2,0.008639228876669014,0.009186623910786285,True,True,0.0
opening_typicality_plus20,C097,1,0.026173032357755588,0.025079420678976394,True,True,0.0
opening_typicality_plus20,C097,2,0.0,0.0,False,True,-0.00024021899912618494
opening_typicality_plus20,C098,1,0.004652546352002185,0.004230745630323662,True,True,0.0
opening_typicality_plus20,C098,2,0.0012455803545465827,0.002058527054188408,True,False,0.0
opening_typicality_plus20,C099,1,0.011229204772534862,0.010487775324619752,False,True,-0.0003943757186020136
opening_typicality_plus20,C099,2,0.03999884199856618,0.040408198039692866,True,True,0.0
opening_typicality_plus20,C099,3,0.014912477888251008,0.014895878494074921,True,True,0.0
opening_typicality_plus20,C099,4,0.00912021519383277,0.008842066829657824,True,True,0.0
opening_typicality_plus20,C100,1,0.02103283673124201,0.01805016994460562,True,True,0.0
opening_typicality_plus20,C100,2,0.9211998747588658,0.9105028760010722,False,True,-0.0011518023279957212
opening_typicality_plus20,C100,3,0.026989669616605205,0.02400667470543949,True,True,0.0
opening_typicality_plus20,C100,4,0.0028061338692544346,0.0016361657306380728,True,True,0.0
opening_typicality_plus20,C101,1,0.011863268984980468,0.01283568884329922,True,True,0.0
opening_typicality_plus20,C101,2,0.012847303514761155,0.011571365309410941,True,True,0.0
opening_typicality_plus20,C102,1,0.011433374394182683,0.009765485918140526,True,True,0.0
opening_typicality_plus20,C102,2,0.009592143268715603,0.007781107517654373,True,True,0.0
opening_typicality_plus20,C102,3,0.015720091944437353,0.014056543923389508,True,True,0.0
opening_typicality_plus20,C102,4,0.014876429952644266,0.015289253609199527,False,False,-0.0002860091616063709
opening_typicality_plus20,C103,1,0.009844842306031776,0.009777791528269075,False,True,-0.00023611323083261304
opening_typicality_plus20,C103,2,0.007809615404018144,0.00841923057159688,True,True,0.0
opening_typicality_plus20,C104,1,0.0,0.0,False,False,-0.00039728695558860494
opening_typicality_plus20,C104,2,0.020652673800677368,0.020170491181850547,True,True,0.0
opening_typicality_plus20,C105,1,0.007802039799161831,0.007154141860540086,True,True,0.0
opening_typicality_plus20,C105,2,0.010330931896354478,0.00924312164738783,True,True,0.0
opening_typicality_plus20,C105,3,0.011613314091583948,0.01072329218828294,True,True,0.0
opening_typicality_plus20,C105,4,0.01980240850153181,0.019016131555329663,False,True,-0.0005016850274959239
opening_typicality_plus20,C106,1,0.014139473421574511,0.013720857122670793,True,True,0.0
opening_typicality_plus20,C106,2,0.034603524463479474,0.03628347051776881,True,False,0.0
opening_typicality_plus20,C106,3,0.024302701415794825,0.02403715030189879,True,True,0.0
opening_typicality_plus20,C106,4,0.028281859929477626,0.027705737749029513,True,True,0.0
opening_typicality_plus20,C107,1,0.006302431084324045,0.006297688168247273,True,True,0.0
opening_typicality_plus20,C107,2,0.005345624404929916,0.004277171859023321,True,True,0.0
opening_typicality_plus20,C108,1,0.025678981103177678,0.023697078710342767,True,True,0.0
opening_typicality_plus20,C108,2,0.0256789811031779,0.02369707871034299,True,True,0.0
opening_typicality_plus20,C108,3,0.026474066396728002,0.024834028963547805,True,True,0.0
opening_typicality_plus20,C108,4,0.0166825242277322,0.015354566898883704,True,True,0.0
upgraded_lane_reward_minus20,C001,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C001,2,0.007713977868834765,0.007713977868834654,True,True,0.0
upgraded_lane_reward_minus20,C002,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C002,2,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C003,1,0.004632455984694528,0.004632455984694861,True,True,0.0
upgraded_lane_reward_minus20,C003,2,0.005082259356924301,0.005082259356924412,True,True,0.0
upgraded_lane_reward_minus20,C004,1,0.019132372827951216,0.019132372827951105,True,True,0.0
upgraded_lane_reward_minus20,C004,2,0.013399579167660769,0.01339957916766088,True,True,0.0
upgraded_lane_reward_minus20,C005,1,0.016833414813783976,0.016833414813784087,True,True,0.0
upgraded_lane_reward_minus20,C005,2,0.021172322726168202,0.021172322726168202,True,True,0.0
upgraded_lane_reward_minus20,C006,1,0.02104840071325631,0.02104840071325631,True,True,0.0
upgraded_lane_reward_minus20,C006,2,0.007959011199019317,0.007959011199019317,True,True,0.0
upgraded_lane_reward_minus20,C007,1,0.018008445916135818,0.018008445916135818,True,True,0.0
upgraded_lane_reward_minus20,C007,2,0.01459731870336023,0.01459731870336034,True,True,0.0
upgraded_lane_reward_minus20,C008,1,0.021619671504486626,0.021619671504486515,True,True,0.0
upgraded_lane_reward_minus20,C008,2,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C009,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C009,2,0.0015324777260086186,0.0015324777260086186,True,True,0.0
upgraded_lane_reward_minus20,C009,3,0.01633003583625192,0.0163300358362517,True,True,0.0
upgraded_lane_reward_minus20,C009,4,0.016330035836252144,0.016330035836252144,True,True,0.0
upgraded_lane_reward_minus20,C010,1,0.005249366926565524,0.005249366926565857,True,True,0.0
upgraded_lane_reward_minus20,C010,2,0.02504133323372182,0.02504133323372182,True,True,0.0
upgraded_lane_reward_minus20,C010,3,0.0871323594467126,0.08713235944671327,True,True,0.0
upgraded_lane_reward_minus20,C010,4,0.08599975318204489,0.08599975318204489,True,True,0.0
upgraded_lane_reward_minus20,C011,1,0.012295730616153633,0.012295730616153744,True,True,0.0
upgraded_lane_reward_minus20,C011,2,0.022659875630124726,0.022659875630124837,True,True,0.0
upgraded_lane_reward_minus20,C012,1,0.010355793079424025,0.010355793079424025,True,True,0.0
upgraded_lane_reward_minus20,C012,2,0.013443731446240781,0.013443731446241003,True,True,0.0
upgraded_lane_reward_minus20,C012,3,0.020784880250240834,0.02078488025024061,True,True,0.0
upgraded_lane_reward_minus20,C012,4,0.011878648571401307,0.011878648571401307,True,True,0.0
upgraded_lane_reward_minus20,C013,1,0.012195269601246617,0.012195269601246839,True,True,0.0
upgraded_lane_reward_minus20,C013,2,0.012749193131051606,0.012749193131051717,True,True,0.0
upgraded_lane_reward_minus20,C014,1,0.012411962636539875,0.012411962636539986,True,True,0.0
upgraded_lane_reward_minus20,C014,2,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C015,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C015,2,0.009167643740768838,0.009167643740768838,True,True,0.0
upgraded_lane_reward_minus20,C015,3,0.01268684556164712,0.012686845561647342,True,True,0.0
upgraded_lane_reward_minus20,C015,4,0.01268684556164712,0.012686845561647342,True,True,0.0
upgraded_lane_reward_minus20,C016,1,0.007498659513477612,0.00749865951347739,True,True,0.0
upgraded_lane_reward_minus20,C016,2,0.02239723973771257,0.022397239737712127,True,True,0.0
upgraded_lane_reward_minus20,C016,3,0.028537608901085587,0.028537608901085587,True,True,0.0
upgraded_lane_reward_minus20,C016,4,0.029234054382216046,0.029234054382215824,True,True,0.0
upgraded_lane_reward_minus20,C017,1,0.011325282726326269,0.01132528272632638,True,True,0.0
upgraded_lane_reward_minus20,C017,2,0.006324072240147527,0.006324072240147638,True,True,0.0
upgraded_lane_reward_minus20,C018,1,0.029715526946743953,0.029715526946743953,True,True,0.0
upgraded_lane_reward_minus20,C018,2,0.9052549844564454,0.9412549844564453,True,True,0.0
upgraded_lane_reward_minus20,C018,3,0.02049620430852861,0.020496204308528387,True,True,0.0
upgraded_lane_reward_minus20,C018,4,0.019479440873936493,0.019479440873936937,True,True,0.0
upgraded_lane_reward_minus20,C019,1,0.022689334993359345,0.022689334993359234,True,True,0.0
upgraded_lane_reward_minus20,C019,2,0.5453639667099417,0.5453639667099415,True,True,0.0
upgraded_lane_reward_minus20,C020,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C020,2,0.00871335128220374,0.00871335128220374,True,True,0.0
upgraded_lane_reward_minus20,C021,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C021,2,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C022,1,0.01494616622909506,0.01494616622909506,True,True,0.0
upgraded_lane_reward_minus20,C022,2,0.01494616622909506,0.01494616622909506,True,True,0.0
upgraded_lane_reward_minus20,C022,3,0.01494616622909506,0.01494616622909506,True,True,0.0
upgraded_lane_reward_minus20,C022,4,0.021749488061083344,0.021749488061083344,True,True,0.0
upgraded_lane_reward_minus20,C023,1,0.02861182468942558,0.028611824689425358,True,True,0.0
upgraded_lane_reward_minus20,C023,2,0.030217126396604677,0.030217126396604232,True,True,0.0
upgraded_lane_reward_minus20,C023,3,0.02861182468942558,0.028611824689425358,True,True,0.0
upgraded_lane_reward_minus20,C023,4,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C024,1,0.0012986332490720898,0.0012986332490720898,True,True,0.0
upgraded_lane_reward_minus20,C024,2,0.8833647936707226,0.9193647936707225,True,True,0.0
upgraded_lane_reward_minus20,C024,3,0.008595694209117655,0.008595694209117877,True,True,0.0
upgraded_lane_reward_minus20,C024,4,0.007297060960045565,0.007297060960045343,True,True,0.0
upgraded_lane_reward_minus20,C025,1,0.009655720954056202,0.009655720954056202,True,True,0.0
upgraded_lane_reward_minus20,C025,2,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C026,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C026,2,0.0010377974394064626,0.0010377974394064626,True,True,0.0
upgraded_lane_reward_minus20,C027,1,0.009428604903063853,0.009428604903064075,True,True,0.0
upgraded_lane_reward_minus20,C027,2,0.015222278117162036,0.015222278117161814,True,True,0.0
upgraded_lane_reward_minus20,C027,3,0.026453201654315306,0.026453201654315528,True,True,0.0
upgraded_lane_reward_minus20,C027,4,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C028,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C028,2,0.0019303490575633964,0.0019303490575632853,True,True,0.0
upgraded_lane_reward_minus20,C029,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C029,2,0.007028492314720136,0.00702849231472058,True,True,0.0
upgraded_lane_reward_minus20,C029,3,0.0016727134989114045,0.0016727134989111825,True,True,0.0
upgraded_lane_reward_minus20,C029,4,0.0016727134989114045,0.0016727134989116266,True,True,0.0
upgraded_lane_reward_minus20,C030,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C030,2,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C031,1,0.017990608695020782,0.017990608695021004,True,True,0.0
upgraded_lane_reward_minus20,C031,2,0.005728972099979801,0.005728972099979801,True,True,0.0
upgraded_lane_reward_minus20,C032,1,0.009130833566021512,0.009130833566021401,True,True,0.0
upgraded_lane_reward_minus20,C032,2,0.034691180526400744,0.034691180526400744,True,True,0.0
upgraded_lane_reward_minus20,C033,1,0.02149388741847058,0.021493887418470692,True,True,0.0
upgraded_lane_reward_minus20,C033,2,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C034,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C034,2,0.0024379237281770827,0.0024379237281770827,True,True,0.0
upgraded_lane_reward_minus20,C035,1,0.029946543805899117,0.029946543805899006,True,True,0.0
upgraded_lane_reward_minus20,C035,2,0.04130366748367709,0.04130366748367731,True,True,0.0
upgraded_lane_reward_minus20,C035,3,0.029946543805899006,0.029946543805898784,True,True,0.0
upgraded_lane_reward_minus20,C035,4,0.0036878669635926897,0.0036878669635926897,True,True,0.0
upgraded_lane_reward_minus20,C036,1,0.001472036166017876,0.001472036166017876,True,True,0.0
upgraded_lane_reward_minus20,C036,2,0.0037531222406956832,0.003753122240695461,True,True,0.0
upgraded_lane_reward_minus20,C037,1,0.02134896921225904,0.02134896921225926,True,True,0.0
upgraded_lane_reward_minus20,C037,2,0.8840088739652444,0.9200088739652446,True,True,0.0
upgraded_lane_reward_minus20,C037,3,0.008643129490347956,0.0086431294903484,True,True,0.0
upgraded_lane_reward_minus20,C037,4,0.006128594031036272,0.006128594031036272,True,True,0.0
upgraded_lane_reward_minus20,C038,1,0.009592444654570986,0.009592444654570764,True,True,0.0
upgraded_lane_reward_minus20,C038,2,0.8830736242226455,0.9190736242226454,True,True,0.0
upgraded_lane_reward_minus20,C038,3,0.014031462499230152,0.014031462499230152,True,True,0.0
upgraded_lane_reward_minus20,C038,4,0.004817643326673782,0.004817643326673782,True,True,0.0
upgraded_lane_reward_minus20,C039,1,0.0089804477420532,0.0089804477420532,True,True,0.0
upgraded_lane_reward_minus20,C039,2,0.0022912286607496,0.002291228660749489,True,True,0.0
upgraded_lane_reward_minus20,C040,1,0.11649994651884488,0.11649994651884499,True,True,0.0
upgraded_lane_reward_minus20,C040,2,0.14688000144713553,0.14688000144713542,True,True,0.0
upgraded_lane_reward_minus20,C041,1,0.0005879652412388303,0.0005879652412388303,True,True,0.0
upgraded_lane_reward_minus20,C041,2,0.8678776035384262,0.9038776035384262,True,True,0.0
upgraded_lane_reward_minus20,C041,3,0.8904657118371919,0.9264657118371922,True,True,0.0
upgraded_lane_reward_minus20,C041,4,0.09281056118466813,0.09281056118466813,True,True,0.0
upgraded_lane_reward_minus20,C041,5,0.07613027691385676,0.07613027691385632,True,True,0.0
upgraded_lane_reward_minus20,C041,6,0.05354216861509098,0.053542168615090535,True,True,0.0
upgraded_lane_reward_minus20,C042,1,0.010373919978011514,0.010373919978011514,True,True,0.0
upgraded_lane_reward_minus20,C042,2,0.010373919978011514,0.010373919978011514,True,True,0.0
upgraded_lane_reward_minus20,C042,3,0.026420126826467438,0.026420126826467438,True,True,0.0
upgraded_lane_reward_minus20,C042,4,0.018641144411207566,0.018641144411207566,True,True,0.0
upgraded_lane_reward_minus20,C042,5,0.15192997220396975,0.15192997220396975,True,True,0.0
upgraded_lane_reward_minus20,C042,6,0.1400264833739997,0.1400264833739997,True,True,0.0
upgraded_lane_reward_minus20,C043,1,0.008864037404892278,0.008864037404892278,True,True,0.0
upgraded_lane_reward_minus20,C043,2,0.025982339045170222,0.025982339045170333,True,True,0.0
upgraded_lane_reward_minus20,C044,1,0.011121556047383518,0.01112155604738363,True,True,0.0
upgraded_lane_reward_minus20,C044,2,0.8686700430146849,0.9046700430146848,True,True,0.0
upgraded_lane_reward_minus20,C044,3,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C044,4,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C045,1,0.0,0.0,True,True,0.0
upgraded_lane_reward_minus20,C045,2,0.0012323367175208766,0.0012323367175208766,True,True,0.0
upgraded_lane_reward_minus20,C045,3,0.0032441821273638816,0.0032441821273638816,True,True,0.0
upgraded_lane_reward_minus20,C045,4,0.0056266032185019466,0.005626603218502169,True,True,0.0
upgraded_lane_reward_minus20,C046,1,0.034440308915857365,0.034440308915857365,True,True,0.0
upgraded_lane_reward_minus20,C046,2,0.0275601343895,0.0275601343895,True,True,0.0
upgraded_lane_reward_minus20,C047,1,0.004469363180048869,0.00446936318004898,True,True,0.0
upgraded_lane_reward_minus20,C047,2,0.8712407540680458,0.9072407540680458,True,True,0.0
upgraded_lane_reward_minus20,C047,3,0.8711398845568075,0.9071398845568077,True,True,0.0
upgraded_lane_reward_minus20,C047,4,0.009160235639766867,0.009160235639767311,True,True,0.0
upgraded_lane_reward_minus20,C047,5,0.006107326021665749,0.006107326021665749,True,True,0.0
upgraded_lane_reward_minus20,C047,6,0.0098929641954979,0.0098929641954979,True,True,0.0
upgraded_lane_reward_minus20,C048,1,0.006444793251516812,0.006444793251516812,True,True,0.0
