case_id,prototype_id,backbone_variant,density_level,replicate,diagnostic_id,method,target_l2_count,target_upgraded_parent_count,achieved_l2_count,achieved_upgraded_parent_count,mechanically_legal,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,clearance_violation_count,flower_region_intrusion_curve_count,periodic_seam_violation_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,parallel_cotravel_total,parallel_cotravel_peak,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio
C045,proto_sw_2_3,compact,medium,1,MB-L2,JBC,3,,3,2,1,0,0,0,0,0,0,0,0,0.050897429605114994,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C045,proto_sw_2_3,compact,medium,1,MB-L2,LocalGreedy,4,,4,2,1,0,0,0,0,0,0,0,0,0.0388809241962151,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C045,proto_sw_2_3,compact,medium,1,MB-L2,LG+Count,4,,4,2,1,0,0,0,0,0,0,0,0,0.0388809241962151,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C045,proto_sw_2_3,compact,medium,1,MB-L2,LG+CS,4,,4,2,1,0,0,0,0,0,0,0,0,0.03808054811304876,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C045,proto_sw_2_3,compact,medium,1,MB-L2,JBC,4,,4,2,1,0,0,0,0,0,0,0,0,0.045159632503404275,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C046,proto_sw_2_3,compact,medium,2,MB-L2,LocalGreedy,1,,1,1,1,0,0,0,0,0,0,0,0,0.0567873225169415,0.02,0.022189543715037674,0.022189543715037674,0.8333333333333334,0.16666666666666666,0.0
C046,proto_sw_2_3,compact,medium,2,MB-L2,LG+Count,1,,1,1,1,0,0,0,0,0,0,0,0,0.0567873225169415,0.02,0.022189543715037674,0.022189543715037674,0.8333333333333334,0.16666666666666666,0.0
C046,proto_sw_2_3,compact,medium,2,MB-L2,LG+CS,1,,1,1,1,0,0,0,0,0,0,0,0,0.0567873225169415,0.02,0.012555345521815853,0.012555345521815853,0.8333333333333334,0.16666666666666666,0.0
C046,proto_sw_2_3,compact,medium,2,MB-L2,JBC,1,,1,1,1,0,0,0,0,0,0,0,0,0.0567873225169415,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C046,proto_sw_2_3,compact,medium,2,MB-L2,LocalGreedy,2,,2,1,1,0,0,0,0,0,0,0,0,0.02271480631517535,0.02,0.0171863044027623,0.0171863044027623,0.8333333333333334,0.0,0.16666666666666666
C046,proto_sw_2_3,compact,medium,2,MB-L2,LG+Count,2,,2,1,1,0,0,0,0,0,0,0,0,0.02271480631517535,0.02,0.0171863044027623,0.0171863044027623,0.8333333333333334,0.0,0.16666666666666666
C046,proto_sw_2_3,compact,medium,2,MB-L2,LG+CS,2,,2,1,1,0,0,0,0,0,0,0,0,0.02271480631517535,0.02,0.0171863044027623,0.0171863044027623,0.8333333333333334,0.0,0.16666666666666666
C046,proto_sw_2_3,compact,medium,2,MB-L2,JBC,2,,2,1,1,0,0,0,0,0,0,0,0,0.048870936178159886,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C047,proto_sw_2_3,compact,rich,1,MB-L2,LocalGreedy,1,,1,1,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+Count,1,,1,1,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+CS,1,,1,1,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0
C047,proto_sw_2_3,compact,rich,1,MB-L2,JBC,1,,1,1,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0
C047,proto_sw_2_3,compact,rich,1,MB-L2,LocalGreedy,2,,2,1,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+Count,2,,2,1,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+CS,2,,2,1,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285
C047,proto_sw_2_3,compact,rich,1,MB-L2,JBC,2,,2,2,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0
C047,proto_sw_2_3,compact,rich,1,MB-L2,LocalGreedy,3,,3,2,1,0,0,0,0,0,0,0,0,0.045674762489766825,0.02,0.00022058926477665236,0.00022058926477665236,0.7142857142857143,0.14285714285714285,0.14285714285714285
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+Count,3,,3,2,1,0,0,0,0,0,0,0,0,0.045674762489766825,0.02,0.00022058926477665236,0.00022058926477665236,0.7142857142857143,0.14285714285714285,0.14285714285714285
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+CS,3,,3,2,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285
C047,proto_sw_2_3,compact,rich,1,MB-L2,JBC,3,,3,3,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0
C047,proto_sw_2_3,compact,rich,1,MB-L2,LocalGreedy,4,,4,2,1,0,0,0,0,0,0,0,0,0.05459137358659446,0.02,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+Count,4,,4,2,1,0,0,0,0,0,0,0,0,0.05459137358659446,0.02,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+CS,4,,4,3,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285
C047,proto_sw_2_3,compact,rich,1,MB-L2,JBC,4,,4,3,1,0,0,0,0,0,0,0,0,0.05998847937430522,0.02,0.0,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285
C047,proto_sw_2_3,compact,rich,1,MB-L2,LocalGreedy,5,,5,3,1,0,0,0,0,0,0,0,0,0.05459137358659446,0.02,0.0,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+Count,5,,5,3,1,0,0,0,0,0,0,0,0,0.05459137358659446,0.02,0.0,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+CS,5,,5,3,1,0,0,0,0,0,0,0,0,0.04344018996347527,0.02,0.0003965474434218485,0.0003965474434218485,0.5714285714285714,0.14285714285714285,0.2857142857142857
C047,proto_sw_2_3,compact,rich,1,MB-L2,JBC,5,,5,3,1,0,0,0,0,0,0,0,0,0.03596518638300366,0.02,0.0,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857
C047,proto_sw_2_3,compact,rich,1,MB-L2,LocalGreedy,6,,6,3,1,0,0,0,0,0,0,0,0,0.05459137358659446,0.02,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+Count,6,,6,3,1,0,0,0,0,0,0,0,0,0.05459137358659446,0.02,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855
C047,proto_sw_2_3,compact,rich,1,MB-L2,LG+CS,6,,6,3,1,0,0,0,0,0,0,0,0,0.04344018996347527,0.02,0.0003965474434218485,0.0003965474434218485,0.5714285714285714,0.0,0.42857142857142855
C047,proto_sw_2_3,compact,rich,1,MB-L2,JBC,6,,6,3,1,0,0,0,0,0,0,0,0,0.03596518638300366,0.02,0.0003965474434218485,0.0003965474434218485,0.5714285714285714,0.0,0.42857142857142855
C048,proto_sw_2_3,compact,rich,2,MB-L2,LocalGreedy,1,,1,1,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C048,proto_sw_2_3,compact,rich,2,MB-L2,LG+Count,1,,1,1,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C048,proto_sw_2_3,compact,rich,2,MB-L2,LG+CS,1,,1,1,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C048,proto_sw_2_3,compact,rich,2,MB-L2,JBC,1,,1,1,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C048,proto_sw_2_3,compact,rich,2,MB-L2,LocalGreedy,2,,2,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
C048,proto_sw_2_3,compact,rich,2,MB-L2,LG+Count,2,,2,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
C048,proto_sw_2_3,compact,rich,2,MB-L2,LG+CS,2,,2,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
C048,proto_sw_2_3,compact,rich,2,MB-L2,JBC,2,,2,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
C048,proto_sw_2_3,compact,rich,2,MB-L2,LocalGreedy,3,,3,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C048,proto_sw_2_3,compact,rich,2,MB-L2,LG+Count,3,,3,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C048,proto_sw_2_3,compact,rich,2,MB-L2,LG+CS,3,,3,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C048,proto_sw_2_3,compact,rich,2,MB-L2,JBC,3,,3,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C048,proto_sw_2_3,compact,rich,2,MB-L2,LG+Count,4,,4,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C048,proto_sw_2_3,compact,rich,2,MB-L2,LG+CS,4,,4,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C048,proto_sw_2_3,compact,rich,2,MB-L2,JBC,4,,4,2,1,0,0,0,0,0,0,0,0,0.08527335968485346,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C049,proto_sw_2_3,swept,simple,1,MB-L2,LocalGreedy,1,,1,1,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C049,proto_sw_2_3,swept,simple,1,MB-L2,LG+Count,1,,1,1,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C049,proto_sw_2_3,swept,simple,1,MB-L2,LG+CS,1,,1,1,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C049,proto_sw_2_3,swept,simple,1,MB-L2,JBC,1,,1,1,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C049,proto_sw_2_3,swept,simple,1,MB-L2,LocalGreedy,2,,2,1,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C049,proto_sw_2_3,swept,simple,1,MB-L2,LG+Count,2,,2,1,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C049,proto_sw_2_3,swept,simple,1,MB-L2,LG+CS,2,,2,2,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
C049,proto_sw_2_3,swept,simple,1,MB-L2,JBC,2,,2,2,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
C049,proto_sw_2_3,swept,simple,1,MB-L2,LocalGreedy,3,,3,2,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C049,proto_sw_2_3,swept,simple,1,MB-L2,LG+Count,3,,3,2,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C049,proto_sw_2_3,swept,simple,1,MB-L2,LG+CS,3,,3,2,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C049,proto_sw_2_3,swept,simple,1,MB-L2,JBC,3,,3,2,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C049,proto_sw_2_3,swept,simple,1,MB-L2,LocalGreedy,4,,4,2,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C049,proto_sw_2_3,swept,simple,1,MB-L2,LG+Count,4,,4,2,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C049,proto_sw_2_3,swept,simple,1,MB-L2,LG+CS,4,,4,2,1,0,0,0,0,0,0,0,0,0.04793925826335495,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C049,proto_sw_2_3,swept,simple,1,MB-L2,JBC,4,,4,2,1,0,0,0,0,0,0,0,0,0.02235339163792176,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C050,proto_sw_2_3,swept,simple,2,MB-L2,LocalGreedy,1,,1,1,1,0,0,0,0,0,0,0,0,0.03680204265506649,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C050,proto_sw_2_3,swept,simple,2,MB-L2,LG+Count,1,,1,1,1,0,0,0,0,0,0,0,0,0.03680204265506649,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C050,proto_sw_2_3,swept,simple,2,MB-L2,LG+CS,1,,1,1,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C050,proto_sw_2_3,swept,simple,2,MB-L2,JBC,1,,1,1,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C050,proto_sw_2_3,swept,simple,2,MB-L2,LocalGreedy,2,,2,1,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C050,proto_sw_2_3,swept,simple,2,MB-L2,LG+Count,2,,2,1,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C050,proto_sw_2_3,swept,simple,2,MB-L2,LG+CS,2,,2,2,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
C050,proto_sw_2_3,swept,simple,2,MB-L2,JBC,2,,2,2,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
C050,proto_sw_2_3,swept,simple,2,MB-L2,LocalGreedy,3,,3,2,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C050,proto_sw_2_3,swept,simple,2,MB-L2,LG+Count,3,,3,2,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C050,proto_sw_2_3,swept,simple,2,MB-L2,LG+CS,3,,3,2,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C050,proto_sw_2_3,swept,simple,2,MB-L2,JBC,3,,3,2,1,0,0,0,0,0,0,0,0,0.03280470536358673,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C050,proto_sw_2_3,swept,simple,2,MB-L2,LocalGreedy,4,,4,2,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C050,proto_sw_2_3,swept,simple,2,MB-L2,LG+Count,4,,4,2,1,0,0,0,0,0,0,0,0,0.03900396588195628,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C050,proto_sw_2_3,swept,simple,2,MB-L2,LG+CS,4,,4,2,1,0,0,0,0,0,0,0,0,0.03280470536358673,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C050,proto_sw_2_3,swept,simple,2,MB-L2,JBC,4,,4,2,1,0,0,0,0,0,0,0,0,0.03280470536358673,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C051,proto_sw_2_3,swept,medium,1,MB-L2,LocalGreedy,1,,1,1,1,0,0,0,0,0,0,0,0,0.034654809609356976,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C051,proto_sw_2_3,swept,medium,1,MB-L2,LG+Count,1,,1,1,1,0,0,0,0,0,0,0,0,0.034654809609356976,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C051,proto_sw_2_3,swept,medium,1,MB-L2,LG+CS,1,,1,1,1,0,0,0,0,0,0,0,0,0.034654809609356976,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C051,proto_sw_2_3,swept,medium,1,MB-L2,JBC,1,,1,1,1,0,0,0,0,0,0,0,0,0.034654809609356976,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C051,proto_sw_2_3,swept,medium,1,MB-L2,LocalGreedy,2,,2,1,1,0,0,0,0,0,0,0,0,0.034654809609356976,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C051,proto_sw_2_3,swept,medium,1,MB-L2,LG+Count,2,,2,1,1,0,0,0,0,0,0,0,0,0.034654809609356976,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C051,proto_sw_2_3,swept,medium,1,MB-L2,LG+CS,2,,2,1,1,0,0,0,0,0,0,0,0,0.034654809609356976,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C051,proto_sw_2_3,swept,medium,1,MB-L2,JBC,2,,2,1,1,0,0,0,0,0,0,0,0,0.034654809609356976,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C052,proto_sw_2_3,swept,medium,2,MB-L2,LocalGreedy,1,,1,1,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C052,proto_sw_2_3,swept,medium,2,MB-L2,LG+Count,1,,1,1,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C052,proto_sw_2_3,swept,medium,2,MB-L2,LG+CS,1,,1,1,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C052,proto_sw_2_3,swept,medium,2,MB-L2,JBC,1,,1,1,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
C052,proto_sw_2_3,swept,medium,2,MB-L2,LocalGreedy,2,,2,1,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C052,proto_sw_2_3,swept,medium,2,MB-L2,LG+Count,2,,2,1,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
C052,proto_sw_2_3,swept,medium,2,MB-L2,LG+CS,2,,2,2,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.2115153519338228,0.2115153519338228,0.6666666666666666,0.3333333333333333,0.0
C052,proto_sw_2_3,swept,medium,2,MB-L2,JBC,2,,2,2,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
C052,proto_sw_2_3,swept,medium,2,MB-L2,LocalGreedy,3,,3,2,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.7193143033740992,0.7193143033740992,0.6666666666666666,0.16666666666666666,0.16666666666666666
C052,proto_sw_2_3,swept,medium,2,MB-L2,LG+Count,3,,3,2,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.7193143033740992,0.7193143033740992,0.6666666666666666,0.16666666666666666,0.16666666666666666
C052,proto_sw_2_3,swept,medium,2,MB-L2,LG+CS,3,,3,2,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C052,proto_sw_2_3,swept,medium,2,MB-L2,JBC,3,,3,2,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
C052,proto_sw_2_3,swept,medium,2,MB-L2,LG+Count,4,,4,2,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C052,proto_sw_2_3,swept,medium,2,MB-L2,LG+CS,4,,4,2,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C052,proto_sw_2_3,swept,medium,2,MB-L2,JBC,4,,4,2,1,0,0,0,0,0,0,0,0,0.04990570617465367,0.02,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
C053,proto_sw_2_3,swept,rich,1,MB-L2,LocalGreedy,1,,1,1,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+Count,1,,1,1,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+CS,1,,1,1,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0
C053,proto_sw_2_3,swept,rich,1,MB-L2,JBC,1,,1,1,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0
C053,proto_sw_2_3,swept,rich,1,MB-L2,LocalGreedy,2,,2,1,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+Count,2,,2,1,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+CS,2,,2,2,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0
C053,proto_sw_2_3,swept,rich,1,MB-L2,JBC,2,,2,2,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0
C053,proto_sw_2_3,swept,rich,1,MB-L2,LocalGreedy,3,,3,2,1,0,0,0,0,0,0,0,0,0.03015923890726178,0.02,0.08505502459343163,0.08505502459343163,0.7142857142857143,0.14285714285714285,0.14285714285714285
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+Count,3,,3,2,1,0,0,0,0,0,0,0,0,0.03015923890726178,0.02,0.08505502459343163,0.08505502459343163,0.7142857142857143,0.14285714285714285,0.14285714285714285
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+CS,3,,3,3,1,0,0,0,0,0,0,0,0,0.026136840488740713,0.02,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0
C053,proto_sw_2_3,swept,rich,1,MB-L2,JBC,3,,3,3,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0016674734076086869,0.0016674734076086869,0.5714285714285714,0.42857142857142855,0.0
C053,proto_sw_2_3,swept,rich,1,MB-L2,LocalGreedy,4,,4,2,1,0,0,0,0,0,0,0,0,0.02573461424912701,0.02,0.21578089265617292,0.21578089265617292,0.7142857142857143,0.0,0.2857142857142857
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+Count,4,,4,2,1,0,0,0,0,0,0,0,0,0.02573461424912701,0.02,0.21578089265617292,0.21578089265617292,0.7142857142857143,0.0,0.2857142857142857
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+CS,4,,4,3,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285
C053,proto_sw_2_3,swept,rich,1,MB-L2,JBC,4,,4,3,1,0,0,0,0,0,0,0,0,0.03173884566886785,0.02,0.0,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285
C053,proto_sw_2_3,swept,rich,1,MB-L2,LocalGreedy,5,,5,3,1,0,0,0,0,0,0,0,0,0.02573461424912701,0.02,0.21578089265617292,0.21578089265617292,0.5714285714285714,0.14285714285714285,0.2857142857142857
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+Count,5,,5,3,1,0,0,0,0,0,0,0,0,0.02573461424912701,0.02,0.21578089265617292,0.21578089265617292,0.5714285714285714,0.14285714285714285,0.2857142857142857
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+CS,5,,5,3,1,0,0,0,0,0,0,0,0,0.0311923253229303,0.02,0.08477565641043101,0.08477565641043101,0.5714285714285714,0.14285714285714285,0.2857142857142857
C053,proto_sw_2_3,swept,rich,1,MB-L2,JBC,5,,5,3,1,0,0,0,0,0,0,0,0,0.031404258810736135,0.02,0.0,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857
C053,proto_sw_2_3,swept,rich,1,MB-L2,LocalGreedy,6,,6,3,1,0,0,0,0,0,0,0,0,0.02573461424912701,0.02,0.21578089265617292,0.21578089265617292,0.5714285714285714,0.0,0.42857142857142855
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+Count,6,,6,3,1,0,0,0,0,0,0,0,0,0.02573461424912701,0.02,0.21578089265617292,0.21578089265617292,0.5714285714285714,0.0,0.42857142857142855
C053,proto_sw_2_3,swept,rich,1,MB-L2,LG+CS,6,,6,3,1,0,0,0,0,0,0,0,0,0.0311923253229303,0.02,0.08477565641043101,0.08477565641043101,0.5714285714285714,0.0,0.42857142857142855
C053,proto_sw_2_3,swept,rich,1,MB-L2,JBC,6,,6,3,1,0,0,0,0,0,0,0,0,0.031404258810736135,0.02,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855
