pair_id,case_id,asset_id,prototype,structure_image,render_image,prompt_file,generation_route,returned_model_id,attempt,started_at,finished_at
sw3-A-47,A320,A320,SW3-A,structures/sw3-A-47.png,renderings/sw3-A-47.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:33:39.167595+08:00,2026-09-20T02:35:42.351508+08:00
sw3-B-47,A446,A446,SW3-B,structures/sw3-B-47.png,renderings/sw3-B-47.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:33:40.309091+08:00,2026-09-20T02:35:43.666053+08:00
sw1-A-48,A024,A024,SW1-A,structures/sw1-A-48.png,renderings/sw1-A-48.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:36:41.237836+08:00,2026-09-20T02:38:52.146258+08:00
sw1-B-48,A141,A141,SW1-B,structures/sw1-B-48.png,renderings/sw1-B-48.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:36:42.407031+08:00,2026-09-20T02:38:53.529365+08:00
sw1-C-48,E10V2_A536,E10V2_A536,SW1-C,structures/sw1-C-48.png,renderings/sw1-C-48.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:40:11.407033+08:00,2026-09-20T02:42:29.943843+08:00
sw2-A-48,E10V2_A230,E10V2_A230,SW2-A,structures/sw2-A-48.png,renderings/sw2-A-48.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:40:12.597121+08:00,2026-09-20T02:42:31.344496+08:00
sw3-A-48,A355,A355,SW3-A,structures/sw3-A-48.png,renderings/sw3-A-48.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:43:36.308600+08:00,2026-09-20T02:45:57.996986+08:00
sw3-B-48,A375,A375,SW3-B,structures/sw3-B-48.png,renderings/sw3-B-48.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:43:37.468158+08:00,2026-09-20T02:45:59.357484+08:00
sw1-A-49,A042,A042,SW1-A,structures/sw1-A-49.png,renderings/sw1-A-49.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:47:14.188896+08:00,2026-09-20T02:49:29.162330+08:00
sw1-B-49,E10V2_A096,E10V2_A096,SW1-B,structures/sw1-B-49.png,renderings/sw1-B-49.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:47:15.371870+08:00,2026-09-20T02:49:30.525584+08:00
sw1-C-49,A455,A455,SW1-C,structures/sw1-C-49.png,renderings/sw1-C-49.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:50:44.587241+08:00,2026-09-20T02:53:04.579751+08:00
sw2-A-49,E10V2_A239,E10V2_A239,SW2-A,structures/sw2-A-49.png,renderings/sw2-A-49.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:50:45.785106+08:00,2026-09-20T02:53:05.986893+08:00
sw3-A-49,E10V2_A284,E10V2_A284,SW3-A,structures/sw3-A-49.png,renderings/sw3-A-49.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:54:22.698041+08:00,2026-09-20T02:56:56.995684+08:00
sw3-B-49,A429,A429,SW3-B,structures/sw3-B-49.png,renderings/sw3-B-49.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:54:24.053795+08:00,2026-09-20T02:56:58.352857+08:00
sw1-A-50,A051,A051,SW1-A,structures/sw1-A-50.png,renderings/sw1-A-50.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:58:23.060161+08:00,2026-09-20T03:00:48.105037+08:00
sw1-B-50,E10V2_A105,E10V2_A105,SW1-B,structures/sw1-B-50.png,renderings/sw1-B-50.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T02:58:24.256903+08:00,2026-09-20T03:00:49.487411+08:00
sw1-C-50,A483,A483,SW1-C,structures/sw1-C-50.png,renderings/sw1-C-50.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:02:53.195546+08:00,2026-09-20T03:05:16.084742+08:00
sw2-A-50,A204,A204,SW2-A,structures/sw2-A-50.png,renderings/sw2-A-50.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:02:54.453311+08:00,2026-09-20T03:05:17.502640+08:00
sw3-A-50,E10V2_A329,E10V2_A329,SW3-A,structures/sw3-A-50.png,renderings/sw3-A-50.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:06:56.941082+08:00,2026-09-20T03:09:19.002964+08:00
sw3-B-50,A447,A447,SW3-B,structures/sw3-B-50.png,renderings/sw3-B-50.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:06:58.196940+08:00,2026-09-20T03:09:20.416957+08:00
sw1-A-51,A087,A087,SW1-A,structures/sw1-A-51.png,renderings/sw1-A-51.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:10:56.168314+08:00,2026-09-20T03:13:58.003173+08:00
sw1-B-51,E10V2_A114,E10V2_A114,SW1-B,structures/sw1-B-51.png,renderings/sw1-B-51.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:10:57.395648+08:00,2026-09-20T03:13:59.430266+08:00
sw1-C-51,A518,A518,SW1-C,structures/sw1-C-51.png,renderings/sw1-C-51.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:15:42.463855+08:00,2026-09-20T03:18:32.244616+08:00
sw2-A-51,E10V2_A195,E10V2_A195,SW2-A,structures/sw2-A-51.png,renderings/sw2-A-51.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:15:43.676356+08:00,2026-09-20T03:18:33.636663+08:00
sw3-A-51,E10V2_A356,E10V2_A356,SW3-A,structures/sw3-A-51.png,renderings/sw3-A-51.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:19:56.771596+08:00,2026-09-20T03:22:50.763005+08:00
sw3-B-51,A402,A402,SW3-B,structures/sw3-B-51.png,renderings/sw3-B-51.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:19:58.035440+08:00,2026-09-20T03:22:52.228098+08:00
sw1-A-52,E10V2_A024,E10V2_A024,SW1-A,structures/sw1-A-52.png,renderings/sw1-A-52.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:24:06.800299+08:00,2026-09-20T03:27:03.353275+08:00
sw1-B-52,E10V2_A123,E10V2_A123,SW1-B,structures/sw1-B-52.png,renderings/sw1-B-52.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:24:08.068168+08:00,2026-09-20T03:27:04.826562+08:00
sw1-C-52,A537,A537,SW1-C,structures/sw1-C-52.png,renderings/sw1-C-52.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:28:53.390547+08:00,2026-09-20T03:32:00.175033+08:00
sw2-A-52,E10V2_A213,E10V2_A213,SW2-A,structures/sw2-A-52.png,renderings/sw2-A-52.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:28:54.714682+08:00,2026-09-20T03:32:01.644208+08:00
sw3-A-52,E10V2_A294,E10V2_A294,SW3-A,structures/sw3-A-52.png,renderings/sw3-A-52.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:33:31.193783+08:00,2026-09-20T03:36:28.727506+08:00
sw3-B-52,E10V2_A375,E10V2_A375,SW3-B,structures/sw3-B-52.png,renderings/sw3-B-52.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:33:32.481098+08:00,2026-09-20T03:36:30.255200+08:00
sw1-A-53,E10V2_A033,E10V2_A033,SW1-A,structures/sw1-A-53.png,renderings/sw1-A-53.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:38:10.550106+08:00,2026-09-20T03:41:49.124052+08:00
sw1-B-53,E10V2_A150,E10V2_A150,SW1-B,structures/sw1-B-53.png,renderings/sw1-B-53.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:38:11.851564+08:00,2026-09-20T03:41:50.659089+08:00
sw1-C-53,A492,A492,SW1-C,structures/sw1-C-53.png,renderings/sw1-C-53.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:43:26.764016+08:00,2026-09-20T03:46:22.105191+08:00
sw2-A-53,E10V2_A222,E10V2_A222,SW2-A,structures/sw2-A-53.png,renderings/sw2-A-53.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:43:28.069457+08:00,2026-09-20T03:46:23.601611+08:00
sw3-A-53,E10V2_A312,E10V2_A312,SW3-A,structures/sw3-A-53.png,renderings/sw3-A-53.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:48:29.188328+08:00,2026-09-20T03:51:08.232766+08:00
sw3-B-53,E10V2_A393,E10V2_A393,SW3-B,structures/sw3-B-53.png,renderings/sw3-B-53.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:48:30.536906+08:00,2026-09-20T03:51:09.716646+08:00
sw1-A-54,E10V2_A051,E10V2_A051,SW1-A,structures/sw1-A-54.png,renderings/sw1-A-54.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:52:46.027532+08:00,2026-09-20T03:55:41.360607+08:00
sw1-B-54,E10V2_A159,E10V2_A159,SW1-B,structures/sw1-B-54.png,renderings/sw1-B-54.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:52:47.260418+08:00,2026-09-20T03:55:42.825467+08:00
sw1-C-54,E10V2_A483,E10V2_A483,SW1-C,structures/sw1-C-54.png,renderings/sw1-C-54.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:58:00.833222+08:00,2026-09-20T04:00:52.947778+08:00
sw2-A-54,E10V2_A249,E10V2_A249,SW2-A,structures/sw2-A-54.png,renderings/sw2-A-54.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T03:58:02.165521+08:00,2026-09-20T04:00:54.486168+08:00
sw3-A-54,E10V2_A321,E10V2_A321,SW3-A,structures/sw3-A-54.png,renderings/sw3-A-54.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:02:38.069224+08:00,2026-09-20T04:05:46.158434+08:00
sw3-B-54,E10V2_A402,E10V2_A402,SW3-B,structures/sw3-B-54.png,renderings/sw3-B-54.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:02:39.582770+08:00,2026-09-20T04:05:47.704290+08:00
sw1-A-55,E10V2_A078,E10V2_A078,SW1-A,structures/sw1-A-55.png,renderings/sw1-A-55.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:08:00.798743+08:00,2026-09-20T04:11:13.326679+08:00
sw1-B-55,E10V2_A168,E10V2_A168,SW1-B,structures/sw1-B-55.png,renderings/sw1-B-55.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:08:02.386789+08:00,2026-09-20T04:11:15.264598+08:00
sw1-C-55,E10V2_A501,E10V2_A501,SW1-C,structures/sw1-C-55.png,renderings/sw1-C-55.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:12:47.940920+08:00,2026-09-20T04:16:29.411526+08:00
sw2-A-55,E10V2_A258,E10V2_A258,SW2-A,structures/sw2-A-55.png,renderings/sw2-A-55.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:12:49.504391+08:00,2026-09-20T04:16:30.991354+08:00
sw3-A-55,E10V2_A330,E10V2_A330,SW3-A,structures/sw3-A-55.png,renderings/sw3-A-55.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:18:38.384206+08:00,2026-09-20T04:21:39.406656+08:00
sw3-B-55,E10V2_A429,E10V2_A429,SW3-B,structures/sw3-B-55.png,renderings/sw3-B-55.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:18:39.679304+08:00,2026-09-20T04:21:40.953742+08:00
sw1-A-56,E10V2_A087,E10V2_A087,SW1-A,structures/sw1-A-56.png,renderings/sw1-A-56.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:24:11.244852+08:00,2026-09-20T04:27:13.930535+08:00
sw1-B-56,E10V2_A177,E10V2_A177,SW1-B,structures/sw1-B-56.png,renderings/sw1-B-56.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:24:12.790567+08:00,2026-09-20T04:27:15.539278+08:00
sw1-C-56,E10V2_A519,E10V2_A519,SW1-C,structures/sw1-C-56.png,renderings/sw1-C-56.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:29:32.015071+08:00,2026-09-20T04:33:11.163497+08:00
sw2-A-56,E10V2_A187,E10V2_A187,SW2-A,structures/sw2-A-56.png,renderings/sw2-A-56.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:29:33.389464+08:00,2026-09-20T04:34:03.583541+08:00
sw3-A-56,E10V2_A277,E10V2_A277,SW3-A,structures/sw3-A-56.png,renderings/sw3-A-56.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:34:28.021267+08:00,2026-09-20T04:35:33.534512+08:00
sw3-B-56,E10V2_A447,E10V2_A447,SW3-B,structures/sw3-B-56.png,renderings/sw3-B-56.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:34:29.383222+08:00,2026-09-20T04:36:30.054165+08:00
sw1-A-57,E10V2_A007,E10V2_A007,SW1-A,structures/sw1-A-57.png,renderings/sw1-A-57.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:36:54.352839+08:00,2026-09-20T04:38:07.162113+08:00
sw1-B-57,E10V2_A106,E10V2_A106,SW1-B,structures/sw1-B-57.png,renderings/sw1-B-57.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:36:55.691671+08:00,2026-09-20T04:39:06.900697+08:00
sw1-C-57,E10V2_A493,E10V2_A493,SW1-C,structures/sw1-C-57.png,renderings/sw1-C-57.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:39:32.450442+08:00,2026-09-20T04:40:48.109493+08:00
sw2-A-57,E10V2_A223,E10V2_A223,SW2-A,structures/sw2-A-57.png,renderings/sw2-A-57.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:39:33.776142+08:00,2026-09-20T04:41:43.507771+08:00
sw3-A-57,E10V2_A304,E10V2_A304,SW3-A,structures/sw3-A-57.png,renderings/sw3-A-57.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:42:10.189379+08:00,2026-09-20T04:43:16.304278+08:00
sw3-B-57,E10V2_A376,E10V2_A376,SW3-B,structures/sw3-B-57.png,renderings/sw3-B-57.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:42:11.478314+08:00,2026-09-20T04:44:15.264344+08:00
sw1-A-58,E10V2_A016,E10V2_A016,SW1-A,structures/sw1-A-58.png,renderings/sw1-A-58.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:44:49.743139+08:00,2026-09-20T04:46:13.780944+08:00
sw1-B-58,E10V2_A124,E10V2_A124,SW1-B,structures/sw1-B-58.png,renderings/sw1-B-58.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:44:51.135557+08:00,2026-09-20T04:47:21.948187+08:00
sw1-C-58,E10V2_A511,E10V2_A511,SW1-C,structures/sw1-C-58.png,renderings/sw1-C-58.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:47:53.702456+08:00,2026-09-20T04:49:19.033632+08:00
sw2-A-58,E10V2_A232,E10V2_A232,SW2-A,structures/sw2-A-58.png,renderings/sw2-A-58.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:47:55.185837+08:00,2026-09-20T04:50:18.773011+08:00
sw3-A-58,E10V2_A331,E10V2_A331,SW3-A,structures/sw3-A-58.png,renderings/sw3-A-58.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:50:53.623982+08:00,2026-09-20T04:52:20.274893+08:00
sw3-B-58,E10V2_A403,E10V2_A403,SW3-B,structures/sw3-B-58.png,renderings/sw3-B-58.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:50:55.100225+08:00,2026-09-20T04:53:29.132140+08:00
sw1-A-59,E10V2_A061,E10V2_A061,SW1-A,structures/sw1-A-59.png,renderings/sw1-A-59.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:54:04.894112+08:00,2026-09-20T04:55:43.752075+08:00
sw1-B-59,E10V2_A169,E10V2_A169,SW1-B,structures/sw1-B-59.png,renderings/sw1-B-59.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:54:06.331329+08:00,2026-09-20T04:57:01.078365+08:00
sw1-C-59,E10V2_A520,E10V2_A520,SW1-C,structures/sw1-C-59.png,renderings/sw1-C-59.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:57:41.360168+08:00,2026-09-20T04:59:23.144858+08:00
sw2-A-59,E10V2_A250,E10V2_A250,SW2-A,structures/sw2-A-59.png,renderings/sw2-A-59.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T04:57:42.806645+08:00,2026-09-20T05:00:29.189140+08:00
sw3-A-59,E10V2_A340,E10V2_A340,SW3-A,structures/sw3-A-59.png,renderings/sw3-A-59.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:01:11.441322+08:00,2026-09-20T05:02:49.987690+08:00
sw3-B-59,E10V2_A412,E10V2_A412,SW3-B,structures/sw3-B-59.png,renderings/sw3-B-59.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:01:12.824822+08:00,2026-09-20T05:04:17.820833+08:00
sw1-A-60,A007,A007,SW1-A,structures/sw1-A-60.png,renderings/sw1-A-60.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:05:05.876823+08:00,2026-09-20T05:06:52.842003+08:00
sw1-B-60,E10V2_A178,E10V2_A178,SW1-B,structures/sw1-B-60.png,renderings/sw1-B-60.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:05:07.340903+08:00,2026-09-20T05:08:19.141327+08:00
sw1-C-60,E10V2_A538,E10V2_A538,SW1-C,structures/sw1-C-60.png,renderings/sw1-C-60.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:09:06.738726+08:00,2026-09-20T05:11:02.109113+08:00
sw2-A-60,A268,A268,SW2-A,structures/sw2-A-60.png,renderings/sw2-A-60.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:09:08.171208+08:00,2026-09-20T05:12:20.658528+08:00
sw3-A-60,E10V2_A358,E10V2_A358,SW3-A,structures/sw3-A-60.png,renderings/sw3-A-60.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:13:15.467025+08:00,2026-09-20T05:15:06.006510+08:00
sw3-B-60,E10V2_A430,E10V2_A430,SW3-B,structures/sw3-B-60.png,renderings/sw3-B-60.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:13:16.881257+08:00,2026-09-20T05:16:27.941402+08:00
sw1-A-61,A016,A016,SW1-A,structures/sw1-A-61.png,renderings/sw1-A-61.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:17:24.631494+08:00,2026-09-20T05:19:11.722120+08:00
sw1-B-61,A097,A097,SW1-B,structures/sw1-B-61.png,renderings/sw1-B-61.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:17:26.083969+08:00,2026-09-20T05:20:42.089553+08:00
sw1-C-61,A466,A466,SW1-C,structures/sw1-C-61.png,renderings/sw1-C-61.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:21:33.664307+08:00,2026-09-20T05:23:54.563379+08:00
sw2-A-61,A241,A241,SW2-A,structures/sw2-A-61.png,renderings/sw2-A-61.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:21:35.128824+08:00,2026-09-20T05:25:32.534761+08:00
sw3-A-61,A331,A331,SW3-A,structures/sw3-A-61.png,renderings/sw3-A-61.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:26:26.496427+08:00,2026-09-20T05:28:21.162831+08:00
sw3-B-61,E10V2_A448,E10V2_A448,SW3-B,structures/sw3-B-61.png,renderings/sw3-B-61.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:26:27.971301+08:00,2026-09-20T05:30:04.863938+08:00
sw1-A-62,A061,A061,SW1-A,structures/sw1-A-62.png,renderings/sw1-A-62.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:31:10.134050+08:00,2026-09-20T05:33:19.100981+08:00
sw1-B-62,A115,A115,SW1-B,structures/sw1-B-62.png,renderings/sw1-B-62.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:31:11.583604+08:00,2026-09-20T05:34:57.531416+08:00
sw1-C-62,A502,A502,SW1-C,structures/sw1-C-62.png,renderings/sw1-C-62.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:36:10.856285+08:00,2026-09-20T05:38:18.347980+08:00
sw2-A-62,A243,A243,SW2-A,structures/sw2-A-62.png,renderings/sw2-A-62.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:36:12.302455+08:00,2026-09-20T05:39:47.537660+08:00
sw3-A-62,A340,A340,SW3-A,structures/sw3-A-62.png,renderings/sw3-A-62.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:40:42.703942+08:00,2026-09-20T05:43:04.130663+08:00
sw3-B-62,A421,A421,SW3-B,structures/sw3-B-62.png,renderings/sw3-B-62.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:40:44.196438+08:00,2026-09-20T05:44:45.458228+08:00
sw1-A-63,A070,A070,SW1-A,structures/sw1-A-63.png,renderings/sw1-A-63.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:45:50.586593+08:00,2026-09-20T05:48:03.292101+08:00
sw1-B-63,A169,A169,SW1-B,structures/sw1-B-63.png,renderings/sw1-B-63.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:45:52.107150+08:00,2026-09-20T05:49:48.338063+08:00
sw1-C-63,A511,A511,SW1-C,structures/sw1-C-63.png,renderings/sw1-C-63.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:50:46.334539+08:00,2026-09-20T05:52:55.381040+08:00
sw2-A-63,A250,A250,SW2-A,structures/sw2-A-63.png,renderings/sw2-A-63.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:50:47.857597+08:00,2026-09-20T05:54:32.703827+08:00
sw3-A-63,A277,A277,SW3-A,structures/sw3-A-63.png,renderings/sw3-A-63.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:55:40.642013+08:00,2026-09-20T05:58:23.281005+08:00
sw3-B-63,A430,A430,SW3-B,structures/sw3-B-63.png,renderings/sw3-B-63.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T05:55:42.150404+08:00,2026-09-20T06:00:09.026514+08:00
sw1-A-64,A088,A088,SW1-A,structures/sw1-A-64.png,renderings/sw1-A-64.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:01:24.478576+08:00,2026-09-20T06:04:03.279960+08:00
sw1-B-64,A152,A152,SW1-B,structures/sw1-B-64.png,renderings/sw1-B-64.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:01:26.059301+08:00,2026-09-20T06:05:52.600400+08:00
sw1-C-64,A520,A520,SW1-C,structures/sw1-C-64.png,renderings/sw1-C-64.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:07:22.957094+08:00,2026-09-20T06:10:01.593268+08:00
sw2-A-64,A259,A259,SW2-A,structures/sw2-A-64.png,renderings/sw2-A-64.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:07:24.720780+08:00,2026-09-20T06:11:41.839122+08:00
sw3-A-64,A333,A333,SW3-A,structures/sw3-A-64.png,renderings/sw3-A-64.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:12:55.583202+08:00,2026-09-20T06:15:47.957046+08:00
sw3-B-64,A448,A448,SW3-B,structures/sw3-B-64.png,renderings/sw3-B-64.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:12:57.105297+08:00,2026-09-20T06:17:36.887986+08:00
sw1-A-65,A079,A079,SW1-A,structures/sw1-A-65.png,renderings/sw1-A-65.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:18:52.866438+08:00,2026-09-20T06:21:36.289398+08:00
sw1-B-65,A170,A170,SW1-B,structures/sw1-B-65.png,renderings/sw1-B-65.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:18:54.441999+08:00,2026-09-20T06:23:30.393666+08:00
sw1-C-65,A538,A538,SW1-C,structures/sw1-C-65.png,renderings/sw1-C-65.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:24:48.012262+08:00,2026-09-20T06:27:33.456135+08:00
sw2-A-65,A260,A260,SW2-A,structures/sw2-A-65.png,renderings/sw2-A-65.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:24:49.493843+08:00,2026-09-20T06:29:38.291775+08:00
sw3-A-65,A342,A342,SW3-A,structures/sw3-A-65.png,renderings/sw3-A-65.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:31:11.051194+08:00,2026-09-20T06:34:06.771885+08:00
sw3-B-65,A377,A377,SW3-B,structures/sw3-B-65.png,renderings/sw3-B-65.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:31:12.868530+08:00,2026-09-20T06:35:57.622241+08:00
sw1-A-66,A080,A080,SW1-A,structures/sw1-A-66.png,renderings/sw1-A-66.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:37:21.836467+08:00,2026-09-20T06:40:30.582527+08:00
sw1-B-66,A125,A125,SW1-B,structures/sw1-B-66.png,renderings/sw1-B-66.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:37:23.535657+08:00,2026-09-20T06:42:28.789572+08:00
sw1-C-66,A475,A475,SW1-C,structures/sw1-C-66.png,renderings/sw1-C-66.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:44:16.096225+08:00,2026-09-20T06:47:17.910019+08:00
sw2-A-66,A261,A261,SW2-A,structures/sw2-A-66.png,renderings/sw2-A-66.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:44:17.633404+08:00,2026-09-20T06:49:22.620494+08:00
sw3-A-66,A350,A350,SW3-A,structures/sw3-A-66.png,renderings/sw3-A-66.png,prompts/author_prompt_v1.txt,builtin_image_gen,,1,2026-09-20T06:50:50.860117+08:00,2026-09-20T06:53:44.287091+08:00
