case_id,matrix_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,error_type,error_message,ordinary_l1_count,selected_l1_only_count,selected_l2_count,branchunit_count,stage3_runtime_seconds,stage4_runtime_seconds,conflict_graph_runtime_seconds,selection_runtime_seconds,render_runtime_seconds,total_runtime_seconds,l1_candidate_count,branchunit_candidate_count,conflict_edge_count,pair_penalty_count,search_node_count,search_node_limit,search_node_limit_reached,case_dir,mechanical_evaluation_success,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,clearance_violation_count,flower_region_intrusion_curve_count,backbone_seam_position_gap,backbone_seam_tangent_dot,periodic_seam_violation_count,parallel_cotravel_total,parallel_cotravel_peak,l1_layout_crossing_count,l1_layout_periodic_crossing_count,l1_layout_minimum_clearance,l1_layout_parallel_cotravel_total,l1_layout_parallel_cotravel_peak,l1_count,l2_count,branchunit_count_evaluated,ordinary_total_length,ordinary_mean_length,mean_backbone_excursion,vertical_span,occupied_area_ratio,upper_allocation_ratio,lower_allocation_ratio,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio,density_resource_D,root_hist_0,root_hist_1,root_hist_2,root_hist_3,root_hist_4,root_hist_5,root_hist_6,root_hist_7,root_gap_q25,root_gap_q50,root_gap_q75,root_gap_max,root_coverage_qcov,root_concentration,mechanical_evaluation_error,rq_use,backbone_seed,flower_seed,branch_seed,unit_seed,backbone_seed_source,flower_seed_source,branch_seed_source,unit_seed_source,allocation_rule
A241,A,Ours,proto_sw_2_3,swept,simple,7,200006,1,,,6,5,1,6,18.32846220000647,2.096553700044751,3.42400459991768,0.0037928998935967684,0.021790800150483847,23.88793129986152,1476,204,271,567,236,300000,0,raw_cases/A241,1,0,0,0,0,0,0.0316999193325462,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.03169239816818045,0.4116187797089438,0.4116187797089438,6,1,6,1.1325441837867116,0.16179202625524455,0.06422055965778399,0.26622432199999996,0.015493649488304093,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.31364579,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.121212121,0.121212121,0.14393939425,0.393939394,0.606060606,0.3333333333333333,,,,,,,,,,,
A242,A,Ours,proto_sw_2_3,swept,medium,7,200006,1,,,6,5,1,6,18.50312600005418,2.174572499934584,5.2374489000067115,0.0038291998207569122,0.019325200002640486,25.95280069997534,1476,204,437,874,104,300000,0,raw_cases/A242,1,0,0,0,0,0,0.052686600494665274,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.05280037780315956,0.2717605511313283,0.2717605511313283,6,1,6,1.2519211362190612,0.17884587660272303,0.07324078625308325,0.49724358700000004,0.022443804824561403,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.525598173,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0984848485,0.136363636,0.17424242425,0.363636364,0.636363636,0.3333333333333333,,,,,,,,,,,
A243,A,Ours,proto_sw_2_3,swept,rich,7,200006,1,,,6,5,1,6,18.870061800116673,2.268436999991536,4.791355900000781,0.003511900082230568,0.019699100172147155,25.969785099849105,1476,204,179,239,103,300000,0,raw_cases/A243,1,0,0,0,0,0,0.07094127418383786,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.07095255516787691,0.0,0.0,6,1,6,1.6110828368190744,0.2301546909741535,0.11388592366153107,0.582073729,0.02728093019005848,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.710790855,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0984848485,0.1212121215,0.14393939375,0.424242424,0.575757576,0.3333333333333333,,,,,,,,,,,
A244,A,Ours,proto_sw_2_3,expanded,simple,8,200007,1,,,5,4,1,5,27.201082600047812,1.7562140999361873,2.5913895999547094,0.0021316998172551394,0.016604499891400337,31.579910699976608,1476,170,115,480,333,300000,0,raw_cases/A244,1,0,0,0,0,0,0.04463016128252499,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.044651015921256726,0.126146474230209,0.12403334057397791,5,1,5,1.2154327670459038,0.20257212784098397,0.08383063702191662,0.354058725,0.01842904788011696,0.6,0.4,0.8,0.2,0.0,0.231852701,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.151515152,0.151515152,0.1818181809999999,0.39393939400000005,0.606060606,0.2,,,,,,,,,,,
A245,A,Ours,proto_sw_2_3,expanded,medium,8,200007,1,,,6,5,1,6,27.2611170001328,2.0593856999184936,2.741847600089386,0.002921599894762039,0.020615600049495697,32.10103960009292,1476,204,297,535,395,300000,0,raw_cases/A245,1,0,0,0,0,0,0.03804539277932526,0.02,0,0,0.0,1.0,0,0.00013171635382857577,0.00013171635382857577,0,0,0.03802224792669754,0.9809576767068728,0.5594316069459299,6,1,6,1.254293501733688,0.17918478596195545,0.06191782315795837,0.32246236399999995,0.022580866228070175,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.417503587,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.12121212099999992,0.136363636,0.15151515175000008,0.36363636400000005,0.636363636,0.16666666666666666,,,,,,,,,,,
A246,A,Ours,proto_sw_2_3,expanded,rich,8,200007,1,,,7,6,1,7,27.01041470002383,2.5258139001671225,3.5746896998025477,0.003226000117138028,0.021359500009566545,33.151285799918696,1476,238,174,626,581,300000,0,raw_cases/A246,1,0,0,0,0,0,0.03717378369335311,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.037173075001343515,0.10894910229146981,0.06952131723558175,7,1,7,1.497938758860888,0.187242344857611,0.06683745560868302,0.440060747,0.024785270467836257,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.0,0.702076853,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.09090909100000005,0.1212121209999999,0.121212121,0.36363636400000005,0.636363636,0.2857142857142857,,,,,,,,,,,
A247,A,Ours,proto_sw_2_3,compact,simple,8,200007,1,,,6,5,1,6,22.38102769991383,2.119037800002843,3.4848712999373674,0.003439699998125434,0.017628500005230308,28.01925570005551,1440,204,93,387,171,300000,0,raw_cases/A247,1,0,0,0,0,0,0.05351046289501136,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.05348659952862373,0.0002534639305231066,0.0002534639305231066,6,1,6,1.0841416478054569,0.1548773782579224,0.05356530694402719,0.264789241,0.016778600146198832,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.306274202,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.090909091,0.106060606,0.1439393935,0.45454545500000004,0.5454545449999999,0.3333333333333333,,,,,,,,,,,
A248,A,Ours,proto_sw_2_3,compact,medium,8,200007,1,,,6,5,1,6,21.3725821999833,2.1757435998879373,4.453144299797714,0.004112299997359514,0.016429200069978833,28.038798399968073,1440,204,8,299,301,300000,0,raw_cases/A248,1,0,0,0,0,0,0.042727775868774326,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.042727775868774326,0.0,0.0,6,1,6,1.2960529075123555,0.18515041535890792,0.05921747605593025,0.34079043099999995,0.020370751096491228,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.482879324,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.090909091,0.121212121,0.17424242425,0.39393939400000005,0.606060606,0.16666666666666666,,,,,,,,,,,
A249,A,Ours,proto_sw_2_3,compact,rich,8,200007,1,,,6,5,1,6,21.40668940008618,2.0965449998620898,2.3609747998416424,0.0022609999869018793,0.017879300052300096,25.897030499996617,1440,204,46,74,234,300000,0,raw_cases/A249,1,0,0,0,0,0,0.04858955568975723,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.048597465404665544,0.06666229680233712,0.06029701880239697,6,1,6,1.4007025100177157,0.20010035857395936,0.08392786809151309,0.47357531900000005,0.021096034356725146,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.597760315,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.12121212150000005,0.14393939374999995,0.42424242399999995,0.575757576,0.16666666666666666,,,,,,,,,,,
A250,A,Ours,proto_sw_2_3,swept,simple,8,200007,1,,,6,5,1,6,24.55633040005341,2.111313900211826,2.2395337999332696,0.0024448998738080263,0.01894240011461079,28.944344999967143,1440,204,38,184,210,300000,0,raw_cases/A250,1,0,0,0,0,0,0.0320263618763863,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.0320263618763863,0.16864271277626725,0.16864271277626725,6,1,6,1.093854595665327,0.15626494223790385,0.05712185367355933,0.25806568100000005,0.016921372441520467,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.306154426,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.090909091,0.106060606,0.18939393925,0.39393939400000005,0.606060606,0.3333333333333333,,,,,,,,,,,
A251,A,Ours,proto_sw_2_3,swept,medium,8,200007,1,,,6,5,1,6,24.600313700037077,2.1655714998487383,3.829947599908337,0.0038919998332858086,0.018930499907583,30.633531600004062,1440,204,226,747,383,300000,0,raw_cases/A251,1,0,0,0,0,0,0.05085940764700697,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.05085940764700697,0.20813823583203683,0.15728863560254905,6,1,6,1.2984263423202573,0.18548947747432248,0.07441875341397527,0.264153042,0.01766378837719298,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.425772874,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.090909091,0.12121212099999995,0.17424242424999997,0.39393939400000005,0.606060606,0.16666666666666666,,,,,,,,,,,
A252,A,Ours,proto_sw_2_3,swept,rich,8,200007,1,,,6,5,1,6,24.434456099988893,2.1712277999613434,6.924641699995846,0.00394730013795197,0.017768299905583262,33.56828809995204,1440,204,368,693,121,300000,0,raw_cases/A252,1,0,0,0,0,0,0.049060652171888736,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.048636830783107564,0.0,0.0,6,1,6,1.6150721615223136,0.23072459450318766,0.09640271128111398,0.520920965,0.028440241228070175,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.631488079,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.13636363599999995,0.15151515175000005,0.39393939400000005,0.606060606,0.16666666666666666,,,,,,,,,,,
A253,A,Ours,proto_sw_2_3,expanded,simple,9,200008,1,,,6,5,1,6,21.448600000003353,2.1018120998051018,1.3392793000675738,0.00531109981238842,0.01823529996909201,24.925714100012556,1476,204,39,90,191,300000,0,raw_cases/A253,1,0,0,0,0,0,0.03361212908813505,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.03353363477615242,0.7062529884894759,0.3764102932765192,6,1,6,1.0915177663935198,0.15593110948478855,0.05459010406043001,0.27917590400000003,0.018411915204678362,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.288189799,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.090909091,0.106060606,0.12121212174999998,0.48484848399999997,0.515151516,0.3333333333333333,,,,,,,,,,,
A254,A,Ours,proto_sw_2_3,expanded,medium,9,200008,1,,,6,5,1,6,21.815528200007975,2.1259709000587463,2.8815600001253188,0.002471799962222576,0.022020600037649274,26.860552300000563,1476,204,445,745,356,300000,0,raw_cases/A254,1,0,0,0,0,0,0.04410149261366242,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.043989639758623446,0.46371568303756383,0.45425221652401,6,1,6,1.3342151288536634,0.19060216126480903,0.06951383464814269,0.38339599299999993,0.01868032711988304,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.439404598,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.121212121,0.136363636,0.15151515175,0.36363636399999993,0.636363636,0.16666666666666666,,,,,,,,,,,
A255,A,Ours,proto_sw_2_3,expanded,rich,9,200008,1,,,6,5,1,6,21.835189700126648,2.054047899786383,6.118749399902299,0.0025011999532580376,0.021313200006261468,30.043761000037193,1476,204,87,387,211,300000,0,raw_cases/A255,1,0,0,0,0,0,0.04529804571052511,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.04533290910026779,0.37994076347290195,0.37994076347290195,6,1,6,1.6451684037028536,0.23502405767183623,0.09884225283704781,0.459990829,0.02561906067251462,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.66551748,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.090909091,0.136363636,0.18181818175,0.36363636399999993,0.636363636,0.3333333333333333,,,,,,,,,,,
A256,A,Ours,proto_sw_2_3,compact,simple,9,200008,1,,,5,4,2,5,20.572486700024456,1.6933920998126268,1.0600915001705289,0.0026696999557316303,0.015971000073477626,23.357528700027615,1440,170,17,54,220,300000,0,raw_cases/A256,1,0,0,0,0,0,0.047188138162148216,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.0472756941994576,0.8036849901615714,0.5754693800203513,5,2,5,1.256407121510169,0.17948673164430987,0.08695098226450272,0.505484372,0.019194307383040937,0.6,0.4,0.8,0.0,0.2,0.237096607,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.12121212199999998,0.15151515100000001,0.181818182,0.42424242399999995,0.575757576,0.2,,,,,,,,,,,
A257,A,Ours,proto_sw_2_3,compact,medium,9,200008,1,,,6,5,1,6,20.364523600088432,2.0116242999210954,2.5125743001699448,0.0034961998462677,0.017917799996212125,24.92314359988086,1440,204,0,95,215,300000,0,raw_cases/A257,1,0,0,0,0,0,0.03155432427765112,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.03155432427765112,0.47829436419867966,0.39853029728236866,6,1,6,1.3069972435254469,0.1867138919322067,0.0758211816390749,0.498743336,0.023243329678362575,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.487035934,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0984848485,0.121212121,0.16666666675000003,0.39393939399999994,0.606060606,0.3333333333333333,,,,,,,,,,,
A258,A,Ours,proto_sw_2_3,compact,rich,9,200008,1,,,6,5,1,6,19.866408200003207,2.0607070999685675,1.979086000006646,0.0022794001270085573,0.01795120001770556,23.937991799786687,1440,204,141,242,387,300000,0,raw_cases/A258,1,0,0,0,0,0,0.04025438486728281,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.040305556470000795,0.32767135138783576,0.176611917508252,6,1,6,1.5696885481072784,0.22424122115818262,0.0694184368005544,0.454568247,0.02785201937134503,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.698689582,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.090909091,0.12121212100000002,0.19696969675,0.36363636399999993,0.636363636,0.3333333333333333,,,,,,,,,,,
A259,A,Ours,proto_sw_2_3,swept,simple,9,200008,1,,,6,5,1,6,20.098209799965844,1.9766561998985708,1.5854009999893606,0.0016730998177081347,0.019622100051492453,23.69519739993848,1440,204,65,238,71,300000,0,raw_cases/A259,1,0,0,0,0,0,0.03336310713110791,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.033463142288955694,0.9786507672825238,0.48495838631591276,6,1,6,1.2866295547511795,0.18380422210731132,0.05346637927678466,0.30696504699999994,0.019131487573099414,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.334530373,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.090909091,0.090909091,0.18181818175,0.42424242399999995,0.575757576,0.3333333333333333,,,,,,,,,,,
A260,A,Ours,proto_sw_2_3,swept,medium,9,200008,1,,,6,5,1,6,20.07918019988574,1.9620504998601973,1.038957699900493,0.002778999973088503,0.017640399979427457,23.112375099910423,1440,204,110,187,278,300000,0,raw_cases/A260,1,0,0,0,0,0,0.03796880390302231,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.03793972432930185,1.1311165256874165,0.8935645538234234,6,1,6,1.3748243373507474,0.19640347676439246,0.07859212385460565,0.38745115499999994,0.021181697733918127,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.459588953,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0984848485,0.1212121215,0.14393939375,0.42424242399999995,0.575757576,0.3333333333333333,,,,,,,,,,,
A261,A,Ours,proto_sw_2_3,swept,rich,9,200008,1,,,6,5,1,6,20.128956500208005,2.134504099842161,2.5705603999085724,0.0023149000480771065,0.015485300216823816,24.910706799943,1440,204,138,195,496,300000,0,raw_cases/A261,1,0,0,0,0,0,0.04210340618473414,0.02,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.04218541650402719,0.07593598208375382,0.07593598208375382,6,1,6,1.4244238489722516,0.20348912128175023,0.09606607758403134,0.503724553,0.02549342105263158,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.599924713,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0984848485,0.136363636,0.15151515175000002,0.39393939399999994,0.606060606,0.3333333333333333,,,,,,,,,,,
A262,A,Ours,proto_sw_2_3,expanded,simple,10,200009,1,,,5,3,2,5,20.59612110001035,1.6458333998452872,1.8715910001192242,0.002768200123682618,0.018881099997088313,24.151569100096822,1440,170,69,275,163,300000,0,raw_cases/A262,1,0,0,0,0,0,0.04379663535594033,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.04379663535594033,0.02319886595424007,0.02319886595424007,5,2,5,1.3015476679877291,0.18593538114110417,0.06841477973846515,0.30596319600000005,0.019554093567251463,0.6,0.4,0.6,0.4,0.0,0.213715322,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.121212122,0.15151515100000001,0.212121212,0.39393939399999994,0.606060606,0.2,,,,,,,,,,,
A263,A,Ours,proto_sw_2_3,expanded,medium,10,200009,1,,,6,4,2,6,20.666373800020665,2.0951453000307083,0.5650196000933647,0.0023932999465614557,0.019797800108790398,23.362267500022426,1440,204,24,60,202,300000,0,raw_cases/A263,1,0,0,0,0,0,0.03311409516819851,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.03342875831255298,0.08575521036546681,0.08575521036546681,6,2,6,1.410791595413422,0.17634894942667778,0.08508811162450584,0.46642878800000004,0.022392406798245616,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.469852707,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.12121212099999999,0.121212121,0.14393939425,0.39393939399999994,0.606060606,0.16666666666666666,,,,,,,,,,,
A264,A,Ours,proto_sw_2_3,expanded,rich,10,200009,1,,,7,4,3,7,20.447379500139505,2.327754900092259,2.5813824001234025,0.005405900068581104,0.018434099853038788,25.393264699960127,1440,238,153,365,591,300000,0,raw_cases/A264,1,0,0,0,0,0,0.03311409516819851,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.03342875831255298,0.12812265275261525,0.11725047572248204,7,3,7,1.6762007099025857,0.1676200709902586,0.07667906586292905,0.45337899100000006,0.02384297331871345,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0,0.718468954,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.090909091,0.09090909100000003,0.121212121,0.39393939399999994,0.606060606,0.2857142857142857,,,,,,,,,,,
A265,A,Ours,proto_sw_2_3,compact,simple,10,200009,1,,,6,4,2,6,19.774282899918035,2.070203100098297,1.1572652999311686,0.0037529999390244484,0.016383799957111478,23.037169100018218,1476,204,5,113,404,300000,0,raw_cases/A265,1,0,0,0,0,0,0.04434633619134263,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.04434633619134263,0.21684397629847785,0.21684397629847785,6,2,6,1.1545529496555977,0.14431911870694974,0.07760098007311142,0.34743868199999994,0.015984786184210526,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.299076771,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.090909091,0.106060606,0.18939393925,0.39393939399999994,0.606060606,0.3333333333333333,,,,,,,,,,,
A266,A,Ours,proto_sw_2_3,compact,medium,10,200009,1,,,6,4,2,6,19.73846809985116,2.041688999859616,2.265624300111085,0.003967100055888295,0.019483899930492043,24.086465599946678,1476,204,75,148,440,300000,0,raw_cases/A266,1,0,0,0,0,0,0.023785838526024738,0.02,0,0,0.0,1.0,0,0.0,0.0,0,0,0.06412415037400056,0.0,0.0,6,2,6,1.3879855052073746,0.17349818815092183,0.09124396513554497,0.39459505399999995,0.01816063596491228,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.442717419,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.090909091,0.106060606,0.18939393925,0.39393939399999994,0.606060606,0.3333333333333333,,,,,,,,,,,
