case_id,prototype_id,backbone_variant,replicate,density_level,l1_count,ordinary_length,D,target,source_dir,residual
A405,proto_sw_3_2,swept,5,rich,7,1.9227861366638408,0.644208905,0.652457284,../../structural_assets/assets/A405,-0.008248378999999972
A406,proto_sw_3_2,expanded,6,simple,5,1.5276856352449697,0.2005651,0.191850512,../../structural_assets/assets/A406,0.008714587999999995
A407,proto_sw_3_2,expanded,6,medium,6,1.768870492935634,0.474924476,0.416530266,../../structural_assets/assets/A407,0.05839421
A408,proto_sw_3_2,expanded,6,rich,7,1.9617610114787385,0.639619862,0.644229194,../../structural_assets/assets/A408,-0.0046093320000000215
A409,proto_sw_3_2,compact,6,simple,5,1.5493099086368873,0.23198553,0.220579016,../../structural_assets/assets/A409,0.011406514000000006
A410,proto_sw_3_2,compact,6,medium,6,1.5727594039779103,0.389421731,0.430333355,../../structural_assets/assets/A410,-0.04091162399999998
A411,proto_sw_3_2,compact,6,rich,7,1.844887435125858,0.636601258,0.661224805,../../structural_assets/assets/A411,-0.024623547000000023
A412,proto_sw_3_2,swept,6,simple,5,1.5233815909407227,0.156495629,0.192078014,../../structural_assets/assets/A412,-0.035582384999999994
A413,proto_sw_3_2,swept,6,medium,6,1.696322686616378,0.381976934,0.401246934,../../structural_assets/assets/A413,-0.01927000000000001
A414,proto_sw_3_2,swept,6,rich,7,1.771407414915559,0.596451027,0.630240331,../../structural_assets/assets/A414,-0.03378930400000002
A415,proto_sw_3_2,expanded,7,simple,5,1.3976814918279223,0.212543523,0.238110889,../../structural_assets/assets/A415,-0.02556736599999998
A416,proto_sw_3_2,expanded,7,medium,6,1.6491193056368934,0.455950351,0.437115481,../../structural_assets/assets/A416,0.018834870000000004
A417,proto_sw_3_2,expanded,7,rich,7,1.6901098880694814,0.61948173,0.66926065,../../structural_assets/assets/A417,-0.04977892000000006
A418,proto_sw_3_2,compact,7,simple,5,1.3445060559919937,0.228678935,0.24568903,../../structural_assets/assets/A418,-0.017010095000000003
A419,proto_sw_3_2,compact,7,medium,6,1.4192406044382877,0.43700539,0.443414969,../../structural_assets/assets/A419,-0.006409578999999999
A420,proto_sw_3_2,compact,7,rich,7,1.6836748417841225,0.672993455,0.671853516,../../structural_assets/assets/A420,0.0011399389999999787
A421,proto_sw_3_2,swept,7,simple,5,1.2695348401711675,0.199596575,0.255614308,../../structural_assets/assets/A421,-0.056017733000000014
A422,proto_sw_3_2,swept,7,medium,6,1.496899707969509,0.440941577,0.444436985,../../structural_assets/assets/A422,-0.003495408000000033
A423,proto_sw_3_2,swept,7,rich,7,1.7531682389321883,0.679251832,0.683246418,../../structural_assets/assets/A423,-0.003994585999999911
A424,proto_sw_3_2,expanded,8,simple,5,1.4109136576569157,0.219951087,0.226530682,../../structural_assets/assets/A424,-0.006579595000000021
A425,proto_sw_3_2,expanded,8,medium,6,1.3507491111646857,0.386405137,0.440101941,../../structural_assets/assets/A425,-0.05369680399999999
A426,proto_sw_3_2,expanded,8,rich,7,1.7290110094360207,0.670832243,0.666188895,../../structural_assets/assets/A426,0.004643347999999992
A427,proto_sw_3_2,compact,8,simple,5,1.4698145998619665,0.238304451,0.267787896,../../structural_assets/assets/A427,-0.029483445000000025
A428,proto_sw_3_2,compact,8,medium,6,1.7357507855331182,0.4863186,0.466729488,../../structural_assets/assets/A428,0.019589111999999964
A429,proto_sw_3_2,compact,8,rich,7,1.7198178122774985,0.670669224,0.68647711,../../structural_assets/assets/A429,-0.01580788600000005
A430,proto_sw_3_2,swept,8,simple,5,1.4072324299702994,0.247996842,0.243236737,../../structural_assets/assets/A430,0.004760104999999987
A431,proto_sw_3_2,swept,8,medium,6,1.4411569963060806,0.405246612,0.429954988,../../structural_assets/assets/A431,-0.024708375999999976
A432,proto_sw_3_2,swept,8,rich,7,1.7308287567776266,0.658798428,0.666337242,../../structural_assets/assets/A432,-0.007538814000000005
A433,proto_sw_3_2,expanded,9,simple,5,1.404611927032029,0.219697602,0.220620018,../../structural_assets/assets/A433,-0.0009224160000000092
A434,proto_sw_3_2,expanded,9,medium,6,1.4080631873408904,0.34190104,0.417908336,../../structural_assets/assets/A434,-0.076007296
A435,proto_sw_3_2,expanded,9,rich,7,1.7373941354274625,0.642254944,0.655480041,../../structural_assets/assets/A435,-0.013225096999999963
A436,proto_sw_3_2,compact,9,simple,5,1.4204733690493372,0.283340285,0.215266914,../../structural_assets/assets/A436,0.06807337100000002
A437,proto_sw_3_2,compact,9,medium,6,1.4163630632266495,0.412370687,0.425786203,../../structural_assets/assets/A437,-0.01341551599999996
A438,proto_sw_3_2,compact,9,rich,7,1.6833281802922946,0.670293521,0.666314098,../../structural_assets/assets/A438,0.003979422999999982
A439,proto_sw_3_2,swept,9,simple,6,1.3860047428848428,0.355813259,0.253045993,../../structural_assets/assets/A439,0.10276726599999997
A440,proto_sw_3_2,swept,9,medium,6,1.4442145766741143,0.395018188,0.453187567,../../structural_assets/assets/A440,-0.05816937900000002
A441,proto_sw_3_2,swept,9,rich,7,1.669767053858228,0.645099349,0.688979928,../../structural_assets/assets/A441,-0.043880578999999975
A442,proto_sw_3_2,expanded,10,simple,5,1.3969161502022394,0.158255912,0.232315153,../../structural_assets/assets/A442,-0.074059241
A443,proto_sw_3_2,expanded,10,medium,6,1.8059978076345704,0.454707892,0.454867477,../../structural_assets/assets/A443,-0.00015958500000001763
A444,proto_sw_3_2,expanded,10,rich,7,2.066008095184807,0.663899412,0.676871818,../../structural_assets/assets/A444,-0.012972405999999936
A445,proto_sw_3_2,compact,10,simple,5,1.526512593823414,0.175225565,0.213663255,../../structural_assets/assets/A445,-0.03843769
A446,proto_sw_3_2,compact,10,medium,6,1.5266067819886453,0.39473386,0.429367799,../../structural_assets/assets/A446,-0.034633939
A447,proto_sw_3_2,compact,10,rich,7,1.841787776680102,0.590913803,0.664024844,../../structural_assets/assets/A447,-0.07311104099999999
A448,proto_sw_3_2,swept,10,simple,5,1.3997926446895608,0.160163753,0.207697571,../../structural_assets/assets/A448,-0.047533818000000005
A449,proto_sw_3_2,swept,10,medium,6,1.5387451735170783,0.382145893,0.43381504,../../structural_assets/assets/A449,-0.05166914699999997
A450,proto_sw_3_2,swept,10,rich,7,1.868623389994205,0.645366679,0.647486123,../../structural_assets/assets/A450,-0.0021194439999999704
A451,proto_sw_1_c,expanded,1,simple,4,1.0489650069463796,0.199931976,0.157457875,../../structural_assets/assets/A451,0.042474101000000014
A452,proto_sw_1_c,expanded,1,medium,5,1.520724950884214,0.484951947,0.410995548,../../structural_assets/assets/A452,0.073956399
A453,proto_sw_1_c,expanded,1,rich,6,1.5239031907503402,0.639338922,0.639338922,../../structural_assets/assets/A453,0.0
A454,proto_sw_1_c,compact,1,simple,4,1.0280318155214738,0.160444882,0.164397756,../../structural_assets/assets/A454,-0.003952873999999995
A455,proto_sw_1_c,compact,1,medium,6,1.4019206849018166,0.51034956,0.459493883,../../structural_assets/assets/A455,0.05085567699999999
A456,proto_sw_1_c,compact,1,rich,6,1.5558175852939509,0.674200155,0.653546093,../../structural_assets/assets/A456,0.020654061999999973
A457,proto_sw_1_c,swept,1,simple,4,1.0286641443973201,0.178605897,0.228478543,../../structural_assets/assets/A457,-0.04987264599999999
A458,proto_sw_1_c,swept,1,medium,5,1.4331530630274807,0.454140766,0.466912835,../../structural_assets/assets/A458,-0.012772069000000053
A459,proto_sw_1_c,swept,1,rich,6,1.5265974713411152,0.703199958,0.691168333,../../structural_assets/assets/A459,0.01203162499999999
A460,proto_sw_1_c,expanded,2,simple,4,1.0291120840129013,0.166485943,0.172257602,../../structural_assets/assets/A460,-0.005771659000000012
A461,proto_sw_1_c,expanded,2,medium,6,1.2865568416028152,0.531842633,0.48405359,../../structural_assets/assets/A461,0.04778904300000003
A462,proto_sw_1_c,expanded,2,rich,6,1.436532786306203,0.662036736,0.677588133,../../structural_assets/assets/A462,-0.015551396999999967
A463,proto_sw_1_c,compact,2,simple,4,1.0482096549420425,0.205739811,0.214657908,../../structural_assets/assets/A463,-0.008918097000000014
A464,proto_sw_1_c,compact,2,medium,5,1.4066458357592426,0.53684316,0.549039909,../../structural_assets/assets/A464,-0.012196749000000007
A465,proto_sw_1_c,compact,2,rich,6,1.7125903568662149,0.846487778,0.809073628,../../structural_assets/assets/A465,0.037414149999999924
A466,proto_sw_1_c,swept,2,simple,4,1.0569400929386248,0.214596452,0.245271227,../../structural_assets/assets/A466,-0.030674775000000015
A467,proto_sw_1_c,swept,2,medium,6,1.2965526621461514,0.567595011,0.475662249,../../structural_assets/assets/A467,0.091932762
A468,proto_sw_1_c,swept,2,rich,6,1.4504250932880935,0.726937134,0.710958593,../../structural_assets/assets/A468,0.01597854100000007
A469,proto_sw_1_c,expanded,3,simple,4,1.0387659493149795,0.272529827,0.267165109,../../structural_assets/assets/A469,0.0053647179999999905
A470,proto_sw_1_c,expanded,3,medium,6,1.4117196596289134,0.577874308,0.47359387,../../structural_assets/assets/A470,0.10428043799999998
A471,proto_sw_1_c,expanded,3,rich,6,1.5592903143634438,0.756958865,0.74804415,../../structural_assets/assets/A471,0.008914714999999962
A472,proto_sw_1_c,compact,3,simple,4,1.0279838367699297,0.162801005,0.227802651,../../structural_assets/assets/A472,-0.065001646
A473,proto_sw_1_c,compact,3,medium,5,1.2811428997705108,0.374445039,0.436705925,../../structural_assets/assets/A473,-0.062260886000000015
A474,proto_sw_1_c,compact,3,rich,6,1.6066382782542745,0.686932792,0.677064218,../../structural_assets/assets/A474,0.009868573999999963
A475,proto_sw_1_c,swept,3,simple,4,1.1797484073765683,0.243918041,0.250472259,../../structural_assets/assets/A475,-0.006554217999999973
A476,proto_sw_1_c,swept,3,medium,5,1.2887373253527488,0.427450829,0.446325964,../../structural_assets/assets/A476,-0.018875135000000043
A477,proto_sw_1_c,swept,3,rich,6,1.5520406981245418,0.740796368,0.711095861,../../structural_assets/assets/A477,0.029700507000000043
A478,proto_sw_1_c,expanded,4,simple,4,1.0441010472358865,0.244242423,0.220235894,../../structural_assets/assets/A478,0.024006529
A479,proto_sw_1_c,expanded,4,medium,5,1.29711310284401,0.399229383,0.411130355,../../structural_assets/assets/A479,-0.01190097200000001
A480,proto_sw_1_c,expanded,4,rich,6,1.4723309654436596,0.689743248,0.690706979,../../structural_assets/assets/A480,-0.0009637310000000232
A481,proto_sw_1_c,compact,4,simple,4,1.0376885563900122,0.189128576,0.219656344,../../structural_assets/assets/A481,-0.03052776800000001
A482,proto_sw_1_c,compact,4,medium,5,1.2814778542870517,0.416436301,0.415856142,../../structural_assets/assets/A482,0.0005801590000000245
A483,proto_sw_1_c,compact,4,rich,6,1.5515088853506867,0.726142857,0.694578186,../../structural_assets/assets/A483,0.031564671000000044
A484,proto_sw_1_c,swept,4,simple,4,1.1658062662791313,0.236369679,0.221806842,../../structural_assets/assets/A484,0.014562836999999995
A485,proto_sw_1_c,swept,4,medium,4,1.0521367693452486,0.26872961,0.414557286,../../structural_assets/assets/A485,-0.14582767600000002
A486,proto_sw_1_c,swept,4,rich,6,1.5674992323030599,0.717615966,0.671943935,../../structural_assets/assets/A486,0.045672030999999946
A487,proto_sw_1_c,expanded,5,simple,4,1.0274562875804427,0.171194191,0.159158019,../../structural_assets/assets/A487,0.012036171999999984
A488,proto_sw_1_c,expanded,5,medium,6,1.531682806278779,0.535222371,0.477823746,../../structural_assets/assets/A488,0.057398625000000036
A489,proto_sw_1_c,expanded,5,rich,6,1.5370139898602442,0.68219678,0.689471865,../../structural_assets/assets/A489,-0.00727508500000007
A490,proto_sw_1_c,compact,5,simple,4,1.0491056332482471,0.176626013,0.162857887,../../structural_assets/assets/A490,0.013768125999999992
A491,proto_sw_1_c,compact,5,medium,5,1.5711203268461444,0.454400425,0.423429468,../../structural_assets/assets/A491,0.03097095700000002
A492,proto_sw_1_c,compact,5,rich,6,1.7749193708173243,0.675471159,0.67273661,../../structural_assets/assets/A492,0.0027345490000000305
A493,proto_sw_1_c,swept,5,simple,4,1.0371378922637555,0.182443993,0.164146695,../../structural_assets/assets/A493,0.01829729799999999
A494,proto_sw_1_c,swept,5,medium,6,1.5345140660297993,0.64717716,0.508270689,../../structural_assets/assets/A494,0.13890647099999998
A495,proto_sw_1_c,swept,5,rich,6,1.8565889033481509,0.803392448,0.720976319,../../structural_assets/assets/A495,0.08241612899999995
A496,proto_sw_1_c,expanded,6,simple,4,1.0210274826686716,0.254003592,0.265847259,../../structural_assets/assets/A496,-0.011843667000000002
A497,proto_sw_1_c,expanded,6,medium,5,1.205437043165037,0.456685242,0.457414253,../../structural_assets/assets/A497,-0.0007290110000000016
A498,proto_sw_1_c,expanded,6,rich,6,1.535387288425014,0.748609165,0.748289991,../../structural_assets/assets/A498,0.00031917399999992213
A499,proto_sw_1_c,compact,6,simple,4,1.0267630491157549,0.183570528,0.199710364,../../structural_assets/assets/A499,-0.01613983599999999
A500,proto_sw_1_c,compact,6,medium,5,1.4257735574258783,0.407616419,0.412493675,../../structural_assets/assets/A500,-0.0048772559999999965
A501,proto_sw_1_c,compact,6,rich,6,1.5384462732421502,0.66691382,0.669919881,../../structural_assets/assets/A501,-0.0030060610000000043
A502,proto_sw_1_c,swept,6,simple,4,1.012916708224973,0.229576076,0.242846747,../../structural_assets/assets/A502,-0.013270671000000012
A503,proto_sw_1_c,swept,6,medium,5,1.265265205677105,0.3912174,0.43528553,../../structural_assets/assets/A503,-0.04406812999999998
A504,proto_sw_1_c,swept,6,rich,6,1.532982088504518,0.690862836,0.681856207,../../structural_assets/assets/A504,0.009006628999999933
A505,proto_sw_1_c,expanded,7,simple,4,1.0382188752977626,0.231575081,0.235002381,../../structural_assets/assets/A505,-0.003427300000000022
A506,proto_sw_1_c,expanded,7,medium,5,1.1780964709669148,0.36266543,0.42504353,../../structural_assets/assets/A506,-0.06237809999999999
A507,proto_sw_1_c,expanded,7,rich,6,1.4505000658248006,0.705275416,0.690801083,../../structural_assets/assets/A507,0.014474333000000006
A508,proto_sw_1_c,compact,7,simple,4,1.0390506918522657,0.187461466,0.189812334,../../structural_assets/assets/A508,-0.002350868000000006
A509,proto_sw_1_c,compact,7,medium,5,1.1619086426722627,0.371827793,0.42875326,../../structural_assets/assets/A509,-0.05692546700000001
A510,proto_sw_1_c,compact,7,rich,6,1.4277242576273859,0.655488719,0.666948239,../../structural_assets/assets/A510,-0.011459519999999945
A511,proto_sw_1_c,swept,7,simple,4,1.0450819013033654,0.142628648,0.149959577,../../structural_assets/assets/A511,-0.007330929000000014
A512,proto_sw_1_c,swept,7,medium,6,1.4356171479641207,0.617686182,0.459015728,../../structural_assets/assets/A512,0.15867045400000002
A513,proto_sw_1_c,swept,7,rich,6,1.4477795611231525,0.66631319,0.662638593,../../structural_assets/assets/A513,0.003674596999999946
A514,proto_sw_1_c,expanded,8,simple,4,1.032058599388889,0.233459718,0.243007495,../../structural_assets/assets/A514,-0.00954777699999998
A515,proto_sw_1_c,expanded,8,medium,5,1.1584671174892422,0.416786868,0.427282816,../../structural_assets/assets/A515,-0.010495948000000033
A516,proto_sw_1_c,expanded,8,rich,6,1.434190720026929,0.685289694,0.715521305,../../structural_assets/assets/A516,-0.030231611000000047
A517,proto_sw_1_c,compact,8,simple,4,1.065615865761312,0.153365036,0.140368959,../../structural_assets/assets/A517,0.012996077000000023
A518,proto_sw_1_c,compact,8,medium,6,1.4244984932863012,0.536811409,0.45981577,../../structural_assets/assets/A518,0.076995639
A519,proto_sw_1_c,compact,8,rich,6,1.436864107665834,0.665166689,0.662698877,../../structural_assets/assets/A519,0.0024678120000000137
A520,proto_sw_1_c,swept,8,simple,4,1.0349955699204687,0.227514004,0.231497632,../../structural_assets/assets/A520,-0.003983628000000017
A521,proto_sw_1_c,swept,8,medium,5,1.3149895921496786,0.502237471,0.509997247,../../structural_assets/assets/A521,-0.007759775999999996
A522,proto_sw_1_c,swept,8,rich,6,1.4269930255802392,0.727873849,0.721348671,../../structural_assets/assets/A522,0.006525177999999965
A523,proto_sw_1_c,expanded,9,simple,4,1.0519385192788107,0.262506901,0.25362435,../../structural_assets/assets/A523,0.008882551000000016
A524,proto_sw_1_c,expanded,9,medium,5,1.4159302662609743,0.577264887,0.530026699,../../structural_assets/assets/A524,0.047238188000000014
A525,proto_sw_1_c,expanded,9,rich,6,1.41819530127041,0.723218526,0.736950932,../../structural_assets/assets/A525,-0.01373240599999992
A526,proto_sw_1_c,compact,9,simple,4,1.0428453410324192,0.160611528,0.141875847,../../structural_assets/assets/A526,0.018735681000000004
A527,proto_sw_1_c,compact,9,medium,5,1.0913922533968239,0.350451091,0.350451091,../../structural_assets/assets/A527,0.0
A528,proto_sw_1_c,compact,9,rich,6,1.4239838429784737,0.637300075,0.637251419,../../structural_assets/assets/A528,4.865599999992476e-05
A529,proto_sw_1_c,swept,9,simple,4,0.9700575789378215,0.153483001,0.174269871,../../structural_assets/assets/A529,-0.020786869999999985
A530,proto_sw_1_c,swept,9,medium,6,1.2921723951038715,0.514237494,0.484373266,../../structural_assets/assets/A530,0.029864227999999937
A531,proto_sw_1_c,swept,9,rich,6,1.4303693876370946,0.647141692,0.685801082,../../structural_assets/assets/A531,-0.03865938999999996
A532,proto_sw_1_c,expanded,10,simple,4,1.0268499304003098,0.212657669,0.226794674,../../structural_assets/assets/A532,-0.014137005000000008
A533,proto_sw_1_c,expanded,10,medium,5,1.2887921991253595,0.406079536,0.411675017,../../structural_assets/assets/A533,-0.005595480999999958
A534,proto_sw_1_c,expanded,10,rich,6,1.5651301584409012,0.706768954,0.681890691,../../structural_assets/assets/A534,0.024878262999999956
A535,proto_sw_1_c,compact,10,simple,4,1.1717055572518775,0.140694328,0.170009472,../../structural_assets/assets/A535,-0.029315143999999987
A536,proto_sw_1_c,compact,10,medium,5,1.4256742106915934,0.340743387,0.364664085,../../structural_assets/assets/A536,-0.023920698000000018
A537,proto_sw_1_c,compact,10,rich,6,1.5617732738654972,0.698564656,0.648990352,../../structural_assets/assets/A537,0.04957430399999996
A538,proto_sw_1_c,swept,10,simple,4,1.0340991014754148,0.152434879,0.178948807,../../structural_assets/assets/A538,-0.026513927999999992
A539,proto_sw_1_c,swept,10,medium,5,1.279756106612631,0.378318005,0.376954112,../../structural_assets/assets/A539,0.001363893000000005
A540,proto_sw_1_c,swept,10,rich,6,1.6775069140143097,0.672524822,0.645570308,../../structural_assets/assets/A540,0.02695451399999993
