case_id,prototype_id,backbone_variant,replicate,density_level,l1_count,ordinary_length,D,target,source_dir,residual
A199,proto_sw_2_3,expanded,3,simple,5,1.433420887491631,0.271982886,0.228842699,../../structural_assets/assets/A199,0.04314018699999997
A200,proto_sw_2_3,expanded,3,medium,6,1.3896963118966688,0.478740037,0.450814206,../../structural_assets/assets/A200,0.027925831000000012
A201,proto_sw_2_3,expanded,3,rich,7,1.713115002387091,0.758718905,0.705140176,../../structural_assets/assets/A201,0.05357872900000005
A202,proto_sw_2_3,compact,3,simple,6,1.262493632899315,0.339729101,0.230973858,../../structural_assets/assets/A202,0.10875524299999997
A203,proto_sw_2_3,compact,3,medium,6,1.5297254491197665,0.48204291,0.465326591,../../structural_assets/assets/A203,0.01671631899999998
A204,proto_sw_2_3,compact,3,rich,7,1.7037350056786948,0.67516852,0.696758693,../../structural_assets/assets/A204,-0.02159017299999999
A205,proto_sw_2_3,swept,3,simple,5,1.4366580627121186,0.265764037,0.258105242,../../structural_assets/assets/A205,0.007658794999999996
A206,proto_sw_2_3,swept,3,medium,6,1.3845421249204033,0.489327559,0.470361963,../../structural_assets/assets/A206,0.01896559600000003
A207,proto_sw_2_3,swept,3,rich,6,1.5832321397473637,0.638369766,0.720203389,../../structural_assets/assets/A207,-0.08183362300000008
A208,proto_sw_2_3,expanded,4,simple,6,1.2081918545043453,0.306925987,0.194704997,../../structural_assets/assets/A208,0.11222099000000002
A209,proto_sw_2_3,expanded,4,medium,6,1.324344423205205,0.423179861,0.413212837,../../structural_assets/assets/A209,0.009967023999999991
A210,proto_sw_2_3,expanded,4,rich,7,1.6834494050237316,0.698291368,0.654126032,../../structural_assets/assets/A210,0.044165336000000055
A211,proto_sw_2_3,compact,4,simple,6,1.3507119209274887,0.287478025,0.216744566,../../structural_assets/assets/A211,0.07073345900000003
A212,proto_sw_2_3,compact,4,medium,6,1.315193002301171,0.395073182,0.434627576,../../structural_assets/assets/A212,-0.03955439399999999
A213,proto_sw_2_3,compact,4,rich,7,1.6245639075170857,0.716375507,0.683413804,../../structural_assets/assets/A213,0.03296170300000001
A214,proto_sw_2_3,swept,4,simple,6,1.1816038774943678,0.303673713,0.259619078,../../structural_assets/assets/A214,0.04405463500000001
A215,proto_sw_2_3,swept,4,medium,6,1.4142245130529538,0.508826012,0.48066591,../../structural_assets/assets/A215,0.02816010200000002
A216,proto_sw_2_3,swept,4,rich,6,1.5899300483083627,0.676838031,0.717964466,../../structural_assets/assets/A216,-0.04112643500000002
A217,proto_sw_2_3,expanded,5,simple,5,1.2280566055326108,0.227132671,0.225514724,../../structural_assets/assets/A217,0.0016179470000000085
A218,proto_sw_2_3,expanded,5,medium,6,1.4077843599767292,0.446060789,0.475782585,../../structural_assets/assets/A218,-0.029721795999999967
A219,proto_sw_2_3,expanded,5,rich,6,1.5700004454811218,0.664852592,0.715254615,../../structural_assets/assets/A219,-0.05040202299999996
A220,proto_sw_2_3,compact,5,simple,6,1.2130424904006618,0.293788151,0.225547075,../../structural_assets/assets/A220,0.06824107599999998
A221,proto_sw_2_3,compact,5,medium,6,1.475339982220443,0.499011128,0.463442511,../../structural_assets/assets/A221,0.035568617000000025
A222,proto_sw_2_3,compact,5,rich,6,1.5832564107726805,0.599685825,0.714873415,../../structural_assets/assets/A222,-0.11518759
A223,proto_sw_2_3,swept,5,simple,6,1.231129030184084,0.315432239,0.223161072,../../structural_assets/assets/A223,0.09227116700000002
A224,proto_sw_2_3,swept,5,medium,6,1.347458942962791,0.414473955,0.46444891,../../structural_assets/assets/A224,-0.04997495499999999
A225,proto_sw_2_3,swept,5,rich,6,1.7974973098898337,0.677177639,0.715018098,../../structural_assets/assets/A225,-0.03784045899999999
A226,proto_sw_2_3,expanded,6,simple,6,1.376893472640346,0.379775252,0.256384943,../../structural_assets/assets/A226,0.12339030900000003
A227,proto_sw_2_3,expanded,6,medium,6,1.4723805599588506,0.53045707,0.486774357,../../structural_assets/assets/A227,0.043682712999999984
A228,proto_sw_2_3,expanded,6,rich,6,1.722720203740659,0.681469399,0.749388902,../../structural_assets/assets/A228,-0.06791950299999994
A229,proto_sw_2_3,compact,6,simple,6,1.3576678303033192,0.322406894,0.243746798,../../structural_assets/assets/A229,0.07866009600000001
A230,proto_sw_2_3,compact,6,medium,6,1.4193396591814764,0.444566506,0.457836715,../../structural_assets/assets/A230,-0.013270209000000033
A231,proto_sw_2_3,compact,6,rich,7,1.7924543588464954,0.70920971,0.696439984,../../structural_assets/assets/A231,0.012769726000000037
A232,proto_sw_2_3,swept,6,simple,6,1.22330838854052,0.298692743,0.244587228,../../structural_assets/assets/A232,0.05410551499999999
A233,proto_sw_2_3,swept,6,medium,6,1.5255634072938355,0.503324957,0.455237193,../../structural_assets/assets/A233,0.04808776400000003
A234,proto_sw_2_3,swept,6,rich,6,1.680956128906177,0.678718912,0.704290984,../../structural_assets/assets/A234,-0.025572072
A235,proto_sw_2_3,expanded,7,simple,5,1.1507488217564468,0.286495243,0.256118991,../../structural_assets/assets/A235,0.030376251999999992
A236,proto_sw_2_3,expanded,7,medium,6,1.276207012232536,0.478588986,0.492094929,../../structural_assets/assets/A236,-0.01350594300000002
A237,proto_sw_2_3,expanded,7,rich,7,1.4804394958326408,0.698786673,0.724942505,../../structural_assets/assets/A237,-0.026155832000000045
A238,proto_sw_2_3,compact,7,simple,6,1.1016478124261098,0.282424181,0.22833514,../../structural_assets/assets/A238,0.054089041000000004
A239,proto_sw_2_3,compact,7,medium,6,1.289935030257026,0.460783381,0.456002251,../../structural_assets/assets/A239,0.004781129999999967
A240,proto_sw_2_3,compact,7,rich,7,1.5010966414868059,0.72841897,0.696578083,../../structural_assets/assets/A240,0.031840886999999984
A241,proto_sw_2_3,swept,7,simple,6,1.1325441837867116,0.31364579,0.240363746,../../structural_assets/assets/A241,0.07328204399999999
A242,proto_sw_2_3,swept,7,medium,6,1.2519211362190612,0.525598173,0.50108065,../../structural_assets/assets/A242,0.024517522999999986
A243,proto_sw_2_3,swept,7,rich,6,1.6110828368190744,0.710790855,0.731770035,../../structural_assets/assets/A243,-0.020979179999999986
A244,proto_sw_2_3,expanded,8,simple,5,1.2154327670459038,0.231852701,0.218302414,../../structural_assets/assets/A244,0.013550286999999994
A245,proto_sw_2_3,expanded,8,medium,6,1.254293501733688,0.417503587,0.443002141,../../structural_assets/assets/A245,-0.025498554000000007
A246,proto_sw_2_3,expanded,8,rich,7,1.497938758860888,0.702076853,0.659998582,../../structural_assets/assets/A246,0.042078271000000056
A247,proto_sw_2_3,compact,8,simple,6,1.0841416478054569,0.306274202,0.241199429,../../structural_assets/assets/A247,0.065074773
A248,proto_sw_2_3,compact,8,medium,6,1.2960529075123555,0.482879324,0.469470432,../../structural_assets/assets/A248,0.013408892000000006
A249,proto_sw_2_3,compact,8,rich,6,1.4007025100177157,0.597760315,0.702166613,../../structural_assets/assets/A249,-0.10440629800000001
A250,proto_sw_2_3,swept,8,simple,6,1.093854595665327,0.306154426,0.215172309,../../structural_assets/assets/A250,0.09098211699999997
A251,proto_sw_2_3,swept,8,medium,6,1.2984263423202573,0.425772874,0.445713412,../../structural_assets/assets/A251,-0.019940537999999952
A252,proto_sw_2_3,swept,8,rich,6,1.6150721615223136,0.631488079,0.682992814,../../structural_assets/assets/A252,-0.05150473499999997
A253,proto_sw_2_3,expanded,9,simple,6,1.0915177663935198,0.288189799,0.230788425,../../structural_assets/assets/A253,0.05740137400000003
A254,proto_sw_2_3,expanded,9,medium,6,1.3342151288536634,0.439404598,0.478488777,../../structural_assets/assets/A254,-0.039084179
A255,proto_sw_2_3,expanded,9,rich,6,1.6451684037028536,0.66551748,0.73013852,../../structural_assets/assets/A255,-0.06462104000000002
A256,proto_sw_2_3,compact,9,simple,5,1.256407121510169,0.237096607,0.249442139,../../structural_assets/assets/A256,-0.01234553200000002
A257,proto_sw_2_3,compact,9,medium,6,1.3069972435254469,0.487035934,0.492741821,../../structural_assets/assets/A257,-0.005705887000000021
A258,proto_sw_2_3,compact,9,rich,6,1.5696885481072784,0.698689582,0.733855894,../../structural_assets/assets/A258,-0.03516631199999998
A259,proto_sw_2_3,swept,9,simple,6,1.2866295547511795,0.334530373,0.219736591,../../structural_assets/assets/A259,0.11479378199999998
A260,proto_sw_2_3,swept,9,medium,6,1.3748243373507474,0.459588953,0.448273953,../../structural_assets/assets/A260,0.01131500000000002
A261,proto_sw_2_3,swept,9,rich,6,1.4244238489722516,0.599924713,0.669376343,../../structural_assets/assets/A261,-0.06945162999999999
A262,proto_sw_2_3,expanded,10,simple,5,1.3015476679877291,0.213715322,0.235094791,../../structural_assets/assets/A262,-0.021379468999999984
A263,proto_sw_2_3,expanded,10,medium,6,1.410791595413422,0.469852707,0.464837117,../../structural_assets/assets/A263,0.005015589999999959
A264,proto_sw_2_3,expanded,10,rich,7,1.6762007099025857,0.718468954,0.711323652,../../structural_assets/assets/A264,0.0071453019999999645
A265,proto_sw_2_3,compact,10,simple,6,1.1545529496555977,0.299076771,0.216140646,../../structural_assets/assets/A265,0.08293612500000003
A266,proto_sw_2_3,compact,10,medium,6,1.3879855052073746,0.442717419,0.441172229,../../structural_assets/assets/A266,0.001545189999999974
A267,proto_sw_2_3,compact,10,rich,6,1.550415642158886,0.600558499,0.698178656,../../structural_assets/assets/A267,-0.09762015699999993
A268,proto_sw_2_3,swept,10,simple,5,1.2856570138114778,0.267616822,0.244384356,../../structural_assets/assets/A268,0.02323246599999998
A269,proto_sw_2_3,swept,10,medium,6,1.389767583723113,0.435073229,0.46533051,../../structural_assets/assets/A269,-0.03025728099999997
A270,proto_sw_2_3,swept,10,rich,7,1.8261777163671846,0.737334309,0.726619743,../../structural_assets/assets/A270,0.010714565999999981
A271,proto_sw_3_1,expanded,1,simple,5,1.3294795996566287,0.173370217,0.223446878,../../structural_assets/assets/A271,-0.050076660999999995
A272,proto_sw_3_1,expanded,1,medium,5,1.598301169055858,0.389299621,0.422214189,../../structural_assets/assets/A272,-0.03291456800000003
A273,proto_sw_3_1,expanded,1,rich,6,1.8414033496772713,0.649342379,0.645634728,../../structural_assets/assets/A273,0.003707651000000034
A274,proto_sw_3_1,compact,1,simple,6,1.3421121658013802,0.281534707,0.242883361,../../structural_assets/assets/A274,0.038651346
A275,proto_sw_3_1,compact,1,medium,6,1.6382647961712662,0.405890524,0.421674688,../../structural_assets/assets/A275,-0.015784164000000045
A276,proto_sw_3_1,compact,1,rich,6,2.0064438378371627,0.67837493,0.675346869,../../structural_assets/assets/A276,0.003028061000000082
A277,proto_sw_3_1,swept,1,simple,5,1.5048198308847398,0.228783389,0.225083241,../../structural_assets/assets/A277,0.003700148000000014
A278,proto_sw_3_1,swept,1,medium,6,1.546687285454216,0.420037869,0.408594833,../../structural_assets/assets/A278,0.011443036000000018
A279,proto_sw_3_1,swept,1,rich,6,2.0064139287268983,0.647983477,0.666303473,../../structural_assets/assets/A279,-0.018319996000000005
A280,proto_sw_3_1,expanded,2,simple,5,1.4217734523310268,0.260095624,0.218462366,../../structural_assets/assets/A280,0.041633258000000034
A281,proto_sw_3_1,expanded,2,medium,6,1.444546042901759,0.418840486,0.405236707,../../structural_assets/assets/A281,0.013603779000000038
A282,proto_sw_3_1,expanded,2,rich,6,1.6927014161027094,0.54102141,0.590645457,../../structural_assets/assets/A282,-0.049624047000000004
A283,proto_sw_3_1,compact,2,simple,6,1.3945187279872853,0.378135498,0.258333402,../../structural_assets/assets/A283,0.11980209600000002
A284,proto_sw_3_1,compact,2,medium,6,1.4435441477427602,0.387832241,0.439982164,../../structural_assets/assets/A284,-0.05214992299999999
A285,proto_sw_3_1,compact,2,rich,6,1.8811060737630163,0.687488828,0.689880681,../../structural_assets/assets/A285,-0.0023918529999999993
A286,proto_sw_3_1,swept,2,simple,6,1.4407089932650199,0.398463075,0.286521717,../../structural_assets/assets/A286,0.11194135799999999
A287,proto_sw_3_1,swept,2,medium,6,1.4546652217281342,0.457250323,0.488575573,../../structural_assets/assets/A287,-0.03132524999999997
A288,proto_sw_3_1,swept,2,rich,7,1.6969376089987653,0.706011617,0.71593858,../../structural_assets/assets/A288,-0.009926962999999955
A289,proto_sw_3_1,expanded,3,simple,5,1.3624010404346734,0.164368474,0.223975449,../../structural_assets/assets/A289,-0.059606975000000006
A290,proto_sw_3_1,expanded,3,medium,6,1.6821463835694757,0.440830326,0.441359822,../../structural_assets/assets/A290,-0.0005294960000000182
A291,proto_sw_3_1,expanded,3,rich,6,1.9008897768446804,0.568401918,0.635755273,../../structural_assets/assets/A291,-0.06735335500000006
A292,proto_sw_3_1,compact,3,simple,5,1.4851691531929483,0.251411255,0.253259667,../../structural_assets/assets/A292,-0.0018484120000000215
A293,proto_sw_3_1,compact,3,medium,6,1.6155600214654289,0.430225073,0.462734735,../../structural_assets/assets/A293,-0.032509661999999995
A294,proto_sw_3_1,compact,3,rich,6,1.9484347233108197,0.591303308,0.677421819,../../structural_assets/assets/A294,-0.08611851100000001
A295,proto_sw_3_1,swept,3,simple,6,1.4435221414049297,0.332582395,0.217598114,../../structural_assets/assets/A295,0.11498428099999997
A296,proto_sw_3_1,swept,3,medium,6,1.5579732223251268,0.419125616,0.429406788,../../structural_assets/assets/A296,-0.010281172000000005
A297,proto_sw_3_1,swept,3,rich,7,1.931099333620649,0.688909285,0.661203181,../../structural_assets/assets/A297,0.027706104000000065
A298,proto_sw_3_1,expanded,4,simple,5,1.461949316985246,0.232427585,0.240973396,../../structural_assets/assets/A298,-0.008545811000000014
A299,proto_sw_3_1,expanded,4,medium,6,1.5334412445135444,0.396047802,0.443017041,../../structural_assets/assets/A299,-0.046969238999999996
A300,proto_sw_3_1,expanded,4,rich,6,2.266073362223119,0.707359259,0.69865693,../../structural_assets/assets/A300,0.008702329000000009
A301,proto_sw_3_1,compact,4,simple,5,1.5271170302203438,0.277445787,0.267521594,../../structural_assets/assets/A301,0.009924193000000026
A302,proto_sw_3_1,compact,4,medium,6,1.6132870348234474,0.411759127,0.430120068,../../structural_assets/assets/A302,-0.01836094100000002
A303,proto_sw_3_1,compact,4,rich,6,1.8391550465640043,0.627608171,0.643663177,../../structural_assets/assets/A303,-0.016055005999999983
A304,proto_sw_3_1,swept,4,simple,5,1.429881040383636,0.193804533,0.207399103,../../structural_assets/assets/A304,-0.01359457
A305,proto_sw_3_1,swept,4,medium,5,1.7121744342629692,0.316287326,0.3789142,../../structural_assets/assets/A305,-0.062626874
A306,proto_sw_3_1,swept,4,rich,6,1.855680065937309,0.649153251,0.609284014,../../structural_assets/assets/A306,0.039869237
A307,proto_sw_3_1,expanded,5,simple,5,1.5557044681592767,0.322849022,0.292344786,../../structural_assets/assets/A307,0.030504235999999962
A308,proto_sw_3_1,expanded,5,medium,5,1.8353968881594578,0.438558336,0.45853652,../../structural_assets/assets/A308,-0.01997818400000001
A309,proto_sw_3_1,expanded,5,rich,5,1.7280501737507616,0.484021588,0.660595758,../../structural_assets/assets/A309,-0.17657417000000003
A310,proto_sw_3_1,compact,5,simple,5,1.5856360426570897,0.268109154,0.203867593,../../structural_assets/assets/A310,0.064241561
A311,proto_sw_3_1,compact,5,medium,6,1.6245687165460831,0.423497609,0.422930824,../../structural_assets/assets/A311,0.0005667850000000141
A312,proto_sw_3_1,compact,5,rich,6,1.9055051594426915,0.570331545,0.647401586,../../structural_assets/assets/A312,-0.07707004099999992
A313,proto_sw_3_1,swept,5,simple,6,1.4148932190287662,0.301410837,0.257319991,../../structural_assets/assets/A313,0.04409084599999996
A314,proto_sw_3_1,swept,5,medium,6,1.8174563833760249,0.510542276,0.460150098,../../structural_assets/assets/A314,0.05039217800000001
A315,proto_sw_3_1,swept,5,rich,7,1.9971286637601493,0.691524978,0.67999639,../../structural_assets/assets/A315,0.011528588000000006
A316,proto_sw_3_1,expanded,6,simple,5,1.4915750268958745,0.273704759,0.236183568,../../structural_assets/assets/A316,0.03752119100000001
A317,proto_sw_3_1,expanded,6,medium,6,1.6430254503088473,0.482243762,0.469785481,../../structural_assets/assets/A317,0.012458281000000015
A318,proto_sw_3_1,expanded,6,rich,7,1.8414165816619366,0.728333245,0.705564675,../../structural_assets/assets/A318,0.022768569999999988
A319,proto_sw_3_1,compact,6,simple,5,1.2014719350622551,0.156479175,0.206247073,../../structural_assets/assets/A319,-0.049767898000000005
A320,proto_sw_3_1,compact,6,medium,6,1.6806977861506136,0.479919031,0.459354799,../../structural_assets/assets/A320,0.020564232000000016
A321,proto_sw_3_1,compact,6,rich,6,1.921956387795213,0.670043466,0.672913418,../../structural_assets/assets/A321,-0.0028699520000000645
A322,proto_sw_3_1,swept,6,simple,6,1.5215568657724916,0.304753883,0.227898684,../../structural_assets/assets/A322,0.07685519900000001
A323,proto_sw_3_1,swept,6,medium,6,1.7146326808097352,0.444478455,0.453576779,../../structural_assets/assets/A323,-0.009098323999999991
A324,proto_sw_3_1,swept,6,rich,6,2.0001323933292,0.618629379,0.660860003,../../structural_assets/assets/A324,-0.042230623999999994
A325,proto_sw_3_1,expanded,7,simple,5,1.1355494617503052,0.164800065,0.20372978,../../structural_assets/assets/A325,-0.038929715000000004
A326,proto_sw_3_1,expanded,7,medium,6,1.3390383578695446,0.339794591,0.428723625,../../structural_assets/assets/A326,-0.08892903400000002
A327,proto_sw_3_1,expanded,7,rich,6,1.5974692593216835,0.535932839,0.636770686,../../structural_assets/assets/A327,-0.10083784699999998
A328,proto_sw_3_1,compact,7,simple,6,1.304539422390056,0.286719741,0.226458303,../../structural_assets/assets/A328,0.06026143799999997
A329,proto_sw_3_1,compact,7,medium,6,1.429138895194443,0.424198007,0.459390707,../../structural_assets/assets/A329,-0.03519270000000002
A330,proto_sw_3_1,compact,7,rich,7,1.6808000140419324,0.699459167,0.70771247,../../structural_assets/assets/A330,-0.008253303000000045
A331,proto_sw_3_1,swept,7,simple,5,1.1494702726766075,0.095310235,0.156831943,../../structural_assets/assets/A331,-0.06152170800000001
A332,proto_sw_3_1,swept,7,medium,6,1.4505076472703227,0.398675566,0.421300115,../../structural_assets/assets/A332,-0.022624548999999994
A333,proto_sw_3_1,swept,7,rich,6,1.8868532509477376,0.607481873,0.67764155,../../structural_assets/assets/A333,-0.07015967700000003
A334,proto_sw_3_1,expanded,8,simple,5,1.1864948512343618,0.18077158,0.232933458,../../structural_assets/assets/A334,-0.05216187800000002
A335,proto_sw_3_1,expanded,8,medium,6,1.5553033101891587,0.449911682,0.414199058,../../structural_assets/assets/A335,0.03571262399999997
A336,proto_sw_3_1,expanded,8,rich,6,1.648927528265587,0.596574813,0.661227214,../../structural_assets/assets/A336,-0.06465240099999991
A337,proto_sw_3_1,compact,8,simple,6,1.145247807163626,0.262725903,0.213334478,../../structural_assets/assets/A337,0.04939142499999999
A338,proto_sw_3_1,compact,8,medium,6,1.3737002663265268,0.414320636,0.436047272,../../structural_assets/assets/A338,-0.021726635999999966
A339,proto_sw_3_1,compact,8,rich,6,1.7044424641222424,0.605008292,0.636967654,../../structural_assets/assets/A339,-0.03195936200000005
A340,proto_sw_3_1,swept,8,simple,5,1.3818423798416428,0.255862651,0.261206714,../../structural_assets/assets/A340,-0.00534406300000001
A341,proto_sw_3_1,swept,8,medium,6,1.6320801331591759,0.451870463,0.451203779,../../structural_assets/assets/A341,0.000666683999999973
A342,proto_sw_3_1,swept,8,rich,6,1.7333533862476052,0.61908235,0.666805253,../../structural_assets/assets/A342,-0.04772290300000004
A343,proto_sw_3_1,expanded,9,simple,6,1.2853354406453512,0.279061862,0.25900117,../../structural_assets/assets/A343,0.02006069199999999
A344,proto_sw_3_1,expanded,9,medium,6,1.7008315045010163,0.532646133,0.491069199,../../structural_assets/assets/A344,0.041576933999999954
A345,proto_sw_3_1,expanded,9,rich,6,1.9106365456621954,0.63577692,0.715861234,../../structural_assets/assets/A345,-0.08008431400000005
A346,proto_sw_3_1,compact,9,simple,5,1.3722855365816677,0.276862296,0.257185547,../../structural_assets/assets/A346,0.019676748999999993
A347,proto_sw_3_1,compact,9,medium,6,1.7946327959267834,0.502119985,0.485415974,../../structural_assets/assets/A347,0.01670401100000002
A348,proto_sw_3_1,compact,9,rich,6,1.8451573635234904,0.607152726,0.725399209,../../structural_assets/assets/A348,-0.11824648299999996
A349,proto_sw_3_1,swept,9,simple,6,1.4233258863563802,0.336280261,0.251078022,../../structural_assets/assets/A349,0.08520223900000001
A350,proto_sw_3_1,swept,9,medium,6,1.4571080581182574,0.434824509,0.459411567,../../structural_assets/assets/A350,-0.024587057999999995
A351,proto_sw_3_1,swept,9,rich,6,1.7789828086255675,0.600189476,0.69408743,../../structural_assets/assets/A351,-0.0938979539999999
A352,proto_sw_3_1,expanded,10,simple,5,1.570039775983968,0.264578326,0.232680309,../../structural_assets/assets/A352,0.03189801699999997
A353,proto_sw_3_1,expanded,10,medium,6,1.6594939881818778,0.429896494,0.435249465,../../structural_assets/assets/A353,-0.005352970999999984
A354,proto_sw_3_1,expanded,10,rich,6,1.9485672441695945,0.588000712,0.642836113,../../structural_assets/assets/A354,-0.05483540099999995
A355,proto_sw_3_1,compact,10,simple,6,1.508856577994112,0.333906903,0.218059971,../../structural_assets/assets/A355,0.11584693199999999
A356,proto_sw_3_1,compact,10,medium,6,1.555245132933749,0.45328923,0.464375086,../../structural_assets/assets/A356,-0.011085856000000005
A357,proto_sw_3_1,compact,10,rich,7,1.9543577104533578,0.705315167,0.674824219,../../structural_assets/assets/A357,0.030490947999999962
A358,proto_sw_3_1,swept,10,simple,6,1.4127150022469868,0.328239959,0.208254053,../../structural_assets/assets/A358,0.11998590600000003
A359,proto_sw_3_1,swept,10,medium,6,1.5813380187815491,0.415148427,0.448781361,../../structural_assets/assets/A359,-0.033632934
A360,proto_sw_3_1,swept,10,rich,6,1.9854492790754315,0.673310866,0.655705597,../../structural_assets/assets/A360,0.017605269000000034
A361,proto_sw_3_2,expanded,1,simple,6,1.5734795464379443,0.329557906,0.236914599,../../structural_assets/assets/A361,0.09264330700000001
A362,proto_sw_3_2,expanded,1,medium,6,1.6839914489019068,0.377291215,0.424277732,../../structural_assets/assets/A362,-0.046986517000000005
A363,proto_sw_3_2,expanded,1,rich,7,1.9697448318162163,0.625032332,0.662008062,../../structural_assets/assets/A363,-0.036975729999999984
A364,proto_sw_3_2,compact,1,simple,5,1.5843235625131111,0.212310292,0.227776988,../../structural_assets/assets/A364,-0.015466696000000002
A365,proto_sw_3_2,compact,1,medium,6,1.9639286171852384,0.463410974,0.432008039,../../structural_assets/assets/A365,0.031402934999999965
A366,proto_sw_3_2,compact,1,rich,7,1.8656876318917561,0.652337958,0.659480344,../../structural_assets/assets/A366,-0.007142385999999945
A367,proto_sw_3_2,swept,1,simple,6,1.4464011439564062,0.311541955,0.221199732,../../structural_assets/assets/A367,0.09034222299999997
A368,proto_sw_3_2,swept,1,medium,6,1.7278511652983148,0.392698583,0.422152815,../../structural_assets/assets/A368,-0.029454232000000025
A369,proto_sw_3_2,swept,1,rich,7,1.874762202536938,0.631732122,0.65660768,../../structural_assets/assets/A369,-0.024875558000000075
A370,proto_sw_3_2,expanded,2,simple,6,1.550634237336063,0.325356925,0.244968615,../../structural_assets/assets/A370,0.08038831000000002
A371,proto_sw_3_2,expanded,2,medium,6,1.5380664307769183,0.372344949,0.435162521,../../structural_assets/assets/A371,-0.06281757200000004
A372,proto_sw_3_2,expanded,2,rich,7,1.6842521479811314,0.620320092,0.653086044,../../structural_assets/assets/A372,-0.03276595199999999
A373,proto_sw_3_2,compact,2,simple,5,1.3593978999911025,0.246273192,0.217443851,../../structural_assets/assets/A373,0.02882934100000001
A374,proto_sw_3_2,compact,2,medium,6,1.4445453161523143,0.380596606,0.398328406,../../structural_assets/assets/A374,-0.01773180000000002
A375,proto_sw_3_2,compact,2,rich,7,1.719386351847616,0.62015046,0.631857264,../../structural_assets/assets/A375,-0.011706804000000015
A376,proto_sw_3_2,swept,2,simple,5,1.427095733543193,0.264086533,0.257414844,../../structural_assets/assets/A376,0.006671689000000036
A377,proto_sw_3_2,swept,2,medium,6,1.4210888723135968,0.414402214,0.440484987,../../structural_assets/assets/A377,-0.026082773000000004
A378,proto_sw_3_2,swept,2,rich,7,1.71938635395151,0.642644901,0.671741246,../../structural_assets/assets/A378,-0.029096344999999912
A379,proto_sw_3_2,expanded,3,simple,5,1.5172758499598349,0.173684291,0.216667913,../../structural_assets/assets/A379,-0.042983622
A380,proto_sw_3_2,expanded,3,medium,6,1.5736267406069193,0.402279764,0.418303582,../../structural_assets/assets/A380,-0.016023818000000023
A381,proto_sw_3_2,expanded,3,rich,7,1.931878054607419,0.653876168,0.665555667,../../structural_assets/assets/A381,-0.011679498999999982
A382,proto_sw_3_2,compact,3,simple,5,1.6838183739223038,0.219127134,0.210751639,../../structural_assets/assets/A382,0.00837549500000001
A383,proto_sw_3_2,compact,3,medium,6,1.7898926187830477,0.437208216,0.410943399,../../structural_assets/assets/A383,0.026264816999999996
A384,proto_sw_3_2,compact,3,rich,7,1.9826270220069784,0.658700392,0.636085603,../../structural_assets/assets/A384,0.022614788999999913
A385,proto_sw_3_2,swept,3,simple,5,1.3912449886030436,0.177356875,0.216281045,../../structural_assets/assets/A385,-0.03892417000000001
A386,proto_sw_3_2,swept,3,medium,6,1.7184759730882873,0.447146084,0.443680931,../../structural_assets/assets/A386,0.0034651529999999986
A387,proto_sw_3_2,swept,3,rich,7,1.796317949882778,0.625764616,0.674285348,../../structural_assets/assets/A387,-0.048520731999999955
A388,proto_sw_3_2,expanded,4,simple,6,1.4627750216768383,0.320638771,0.203448255,../../structural_assets/assets/A388,0.117190516
A389,proto_sw_3_2,expanded,4,medium,6,1.4931858272299223,0.364146499,0.400700339,../../structural_assets/assets/A389,-0.036553840000000004
A390,proto_sw_3_2,expanded,4,rich,7,1.761477800051483,0.600690577,0.641552093,../../structural_assets/assets/A390,-0.0408615160000001
A391,proto_sw_3_2,compact,4,simple,5,1.551010739096372,0.26284809,0.251377904,../../structural_assets/assets/A391,0.011470185999999993
A392,proto_sw_3_2,compact,4,medium,6,1.8110390073716998,0.498447168,0.440801713,../../structural_assets/assets/A392,0.05764545500000001
A393,proto_sw_3_2,compact,4,rich,7,1.8142268175319627,0.647356099,0.671780582,../../structural_assets/assets/A393,-0.024424482999999997
A394,proto_sw_3_2,swept,4,simple,5,1.557906042168658,0.29596763,0.260982083,../../structural_assets/assets/A394,0.034985547000000006
A395,proto_sw_3_2,swept,4,medium,6,1.6165833695228198,0.460892379,0.451746384,../../structural_assets/assets/A395,0.009145995000000018
A396,proto_sw_3_2,swept,4,rich,7,1.8369749299245897,0.694863578,0.678437411,../../structural_assets/assets/A396,0.01642616699999999
A397,proto_sw_3_2,expanded,5,simple,5,1.5127946719960863,0.213259716,0.228557636,../../structural_assets/assets/A397,-0.01529792000000002
A398,proto_sw_3_2,expanded,5,medium,6,1.7790433545548576,0.447602956,0.440601383,../../structural_assets/assets/A398,0.007001572999999983
A399,proto_sw_3_2,expanded,5,rich,7,2.059008316987314,0.610931299,0.663497179,../../structural_assets/assets/A399,-0.052565880000000065
A400,proto_sw_3_2,compact,5,simple,5,1.3577919989362022,0.175523741,0.216701136,../../structural_assets/assets/A400,-0.04117739499999998
A401,proto_sw_3_2,compact,5,medium,6,1.7100687531801082,0.460610478,0.440316336,../../structural_assets/assets/A401,0.020294142000000015
A402,proto_sw_3_2,compact,5,rich,7,2.1715551403320235,0.651828445,0.650653813,../../structural_assets/assets/A402,0.0011746320000000088
A403,proto_sw_3_2,swept,5,simple,5,1.553179447691365,0.193287323,0.207618593,../../structural_assets/assets/A403,-0.01433126999999998
A404,proto_sw_3_2,swept,5,medium,6,1.5284178905126546,0.404512638,0.420315094,../../structural_assets/assets/A404,-0.01580245600000002
