case_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,l1_generation_success,unit_generation_applicable,unit_generation_success,error_type,error_message,ordinary_l1_count,selected_l2_count,branchunit_count,shared_stage3_plan_id,shared_stage4_inventory_id,shared_conflict_graph_id,method_plan_id,method_selection_id,runtime_seconds,method_dir,mechanical_evaluation_success,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,clearance_violation_count,flower_region_intrusion_curve_count,backbone_seam_position_gap,backbone_seam_tangent_dot,periodic_seam_violation_count,parallel_cotravel_total,parallel_cotravel_peak,l1_layout_crossing_count,l1_layout_periodic_crossing_count,l1_layout_minimum_clearance,l1_layout_parallel_cotravel_total,l1_layout_parallel_cotravel_peak,l1_count,l2_count,branchunit_count_evaluated,ordinary_total_length,ordinary_mean_length,mean_backbone_excursion,vertical_span,occupied_area_ratio,upper_allocation_ratio,lower_allocation_ratio,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio,density_resource_D,root_hist_0,root_hist_1,root_hist_2,root_hist_3,root_hist_4,root_hist_5,root_hist_6,root_hist_7,root_gap_q25,root_gap_q50,root_gap_q75,root_gap_max,root_coverage_qcov,root_concentration,mechanical_evaluation_error
C067,Ours,proto_sw_3_1,swept,simple,1,100021,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_686836685__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_686836685__global_l1_flow_v3__density_simple__unit_candidates_v2,c8b3544fcf828c6ae1d25aa5de63c122c7199084d9632dee3ad74db7a562aa7f,proto_sw_3_1__seed_686836685__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_686836685__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.03332429984584451,raw_cases/C067/methods/Ours,1,0,0,0,0,0,0.04426158010410501,0.020067678,0,0,0.0,1.0,0,0.0,0.0,0,0,0.044220083886450046,0.00016048143961513883,0.00014615323780795195,6,2,6,1.4056513381920015,0.1757064172740002,0.06347975461391384,0.5132969730000001,0.025030838815789474,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.334580365,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.090909091,0.106060606,0.21212121250000004,0.3636363629999999,0.6363636370000001,0.3333333333333333,
C068,IndependentCurve,proto_sw_3_1,swept,simple,2,100032,1,1,0,0,,,6,0,6,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple,,,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.0300051998347044,raw_cases/C068/methods/IndependentCurve,1,0,2,0,0,0,0.0,0.020067678,1,0,0.0,1.0000000000000002,0,0.0,0.0,2,0,0.0,0.3252455774898694,0.27517714984568387,6,0,6,1.479427632978587,0.24657127216309782,0.06890058743384563,0.49836539599999996,0.024636787280701754,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.408353138,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.037878787750000004,0.075757576,0.295454545,0.424242425,0.575757575,0.3333333333333333,
C068,FixedSlot,proto_sw_3_1,swept,simple,2,100032,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple,,,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,6.865768100135028,raw_cases/C068/methods/FixedSlot,1,0,0,0,0,0,0.03874584117172472,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.039002992106252354,0.0,0.0,6,2,6,2.8601129570411397,0.35751411963014246,0.18128341409906046,0.937074569,0.04465346308479532,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.408353138,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.07291666625000001,0.07630208349999999,0.24243604500000002,0.421713973,0.578286027,0.3333333333333333,
C068,LocalGreedy,proto_sw_3_1,swept,simple,2,100032,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple__unit_candidates_v2,9edc72af702b465f8627231ef3442c888de43a57128ce48ec29279d854406b1d,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.03418760001659393,raw_cases/C068/methods/LocalGreedy,1,0,0,0,0,0,0.08503576169969887,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.08503576169969887,0.0,0.0,6,2,6,1.4941027899171775,0.18676284873964716,0.08073818502464045,0.5098796600000001,0.026195860745614034,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.408353138,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.106060606,0.1515151515,0.21969697024999998,0.272727273,0.727272727,0.16666666666666666,
C068,Ours,proto_sw_3_1,swept,simple,2,100032,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple__unit_candidates_v2,9edc72af702b465f8627231ef3442c888de43a57128ce48ec29279d854406b1d,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_279600048__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.03213610011152923,raw_cases/C068/methods/Ours,1,0,0,0,0,0,0.08503576169969887,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.08503576169969887,0.0,0.0,6,2,6,1.435629472486582,0.17945368406082274,0.08661398552264128,0.5128502919999999,0.02405998720760234,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.408353138,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.106060606,0.1515151515,0.21969697024999998,0.272727273,0.727272727,0.16666666666666666,
C069,IndependentCurve,proto_sw_3_1,swept,medium,1,100008,1,1,0,0,,,5,0,5,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium,,,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.0270926000084728,raw_cases/C069/methods/IndependentCurve,1,0,0,0,0,0,0.0,0.020067678,1,0,0.0,1.0,0,0.0,0.0,0,0,0.0,1.6633498268387195,0.9321998437615121,5,0,5,1.306493621243563,0.2612987242487126,0.07326186822230893,0.5323934859999999,0.01963404605263158,0.0,1.0,1.0,0.0,0.0,0.353416796,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.03030303000000001,0.06060606099999999,0.18181818200000002,0.727272727,0.272727273,0.8,
C069,FixedSlot,proto_sw_3_1,swept,medium,1,100008,0,0,1,0,GlobalL1FlowError,global candidate pool has no complete compatible assignment,,,,,,,,,0.2921687001362443,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generation failed; no canonical geometry
C069,LocalGreedy,proto_sw_3_1,swept,medium,1,100008,1,1,1,1,,,5,4,5,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium__unit_candidates_v2,425bdf13747222067c80f5a554a5f9289e20ac8333f2d2ca4b6d9b6c2857e4f2,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.03473030007444322,raw_cases/C069/methods/LocalGreedy,1,0,0,0,0,0,0.07918038622294454,0.020067678,0,0,0.0,1.0,0,0.0,0.0,0,0,0.07913846479296222,0.0,0.0,5,4,5,1.9066422790810353,0.21184914212011505,0.15736898974700825,0.9072412919999999,0.03299182200292398,0.4,0.6,0.6,0.0,0.4,0.353416796,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.09090909100000001,0.212121212,0.272727273,0.333333333,0.666666667,0.4,
C069,Ours,proto_sw_3_1,swept,medium,1,100008,1,1,1,1,,,5,2,5,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium__unit_candidates_v2,425bdf13747222067c80f5a554a5f9289e20ac8333f2d2ca4b6d9b6c2857e4f2,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_399132903__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.030827799811959267,raw_cases/C069/methods/Ours,1,0,0,0,0,0,0.07918038622294454,0.020067678,0,0,0.0,1.0,0,0.0,0.0,0,0,0.07913846479296222,0.0,0.0,5,2,5,1.5970771804653667,0.22815388292362382,0.1306496991580338,0.95109274,0.02805190058479532,0.4,0.6,0.6,0.4,0.0,0.353416796,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.09090909100000001,0.212121212,0.272727273,0.333333333,0.666666667,0.4,
C070,IndependentCurve,proto_sw_3_1,swept,medium,2,100014,1,1,0,0,,,6,0,6,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium,,,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.02863660012371838,raw_cases/C070/methods/IndependentCurve,1,0,0,0,0,0,0.02334958201227445,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.02334958201227445,0.01612554915094627,0.01612554915094627,6,0,6,1.5047947641709702,0.25079912736182836,0.08987094510403996,0.7784329649999999,0.02628152412280702,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,0.456880186,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.05303030349999999,0.12121212100000002,0.28030303,0.363636364,0.636363636,0.3333333333333333,
C070,FixedSlot,proto_sw_3_1,swept,medium,2,100014,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium,,,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,10.689417999936268,raw_cases/C070/methods/FixedSlot,1,0,0,0,0,0,0.03461419631086177,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.03467863849469709,0.01859672850212264,0.01833477799627967,6,2,6,2.367950580354192,0.295993822544274,0.11258669714098726,0.5430761709999999,0.03837719298245614,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.456880186,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.08135049300000001,0.10842018599999999,0.21594735374999996,0.3861259570000001,0.6138740429999999,0.3333333333333333,
C070,LocalGreedy,proto_sw_3_1,swept,medium,2,100014,1,1,1,1,,,6,4,6,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium__unit_candidates_v2,314ca94e8a39675edd207fca6fca0597be43cefa9a1f6b717ed22c1e2eba1e49,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.036624599946662784,raw_cases/C070/methods/LocalGreedy,1,0,0,0,0,0,0.10282638254574303,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.10282638254574303,0.0,0.0,6,4,6,1.8549468448264608,0.18549468448264606,0.11033013212140134,0.8226882339999999,0.030182063230994153,0.5,0.5,0.6666666666666666,0.0,0.3333333333333333,0.456880186,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.090909091,0.106060606,0.2575757575,0.303030303,0.696969697,0.16666666666666666,
C070,Ours,proto_sw_3_1,swept,medium,2,100014,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium__unit_candidates_v2,314ca94e8a39675edd207fca6fca0597be43cefa9a1f6b717ed22c1e2eba1e49,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_3322687601__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.033012199914082885,raw_cases/C070/methods/Ours,1,0,0,0,0,0,0.10282638254574303,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.10282638254574303,0.0,0.0,6,2,6,1.576763784372011,0.19709547304650135,0.0945950275518761,0.7784329649999999,0.02674981725146199,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.456880186,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.090909091,0.106060606,0.2575757575,0.303030303,0.696969697,0.16666666666666666,
C071,IndependentCurve,proto_sw_3_1,swept,rich,1,100000,1,1,0,0,,,7,0,7,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich,,,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.027712499955669045,raw_cases/C071/methods/IndependentCurve,1,0,2,0,0,0,0.0,0.020067678,1,0,0.0,1.0000000000000002,0,0.0,0.0,2,0,0.0,0.626389382590071,0.27711407800765087,7,0,7,1.7746805122013645,0.2535257874573378,0.08244937872897318,0.478137762,0.030204906798245616,0.5714285714285714,0.42857142857142855,1.0,0.0,0.0,0.721260871,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.015151515000000004,0.06060606100000002,0.121212121,0.666666667,0.333333333,0.42857142857142855,
C071,FixedSlot,proto_sw_3_1,swept,rich,1,100000,0,0,1,0,GlobalL1FlowError,global candidate pool has no complete compatible assignment,,,,,,,,,3.630163599969819,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generation failed; no canonical geometry
C071,LocalGreedy,proto_sw_3_1,swept,rich,1,100000,1,1,1,1,,,7,6,7,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich__unit_candidates_v2,cebc635da9c146b0ab2cda3622b6058668f2b4b6cfe8ca28962401b10964c205,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.04210869991220534,raw_cases/C071/methods/LocalGreedy,1,0,0,0,0,0,0.02662125217875568,0.020067678,0,0,0.0,1.0000000000000002,0,0.1349855864771937,0.1349855864771937,0,0,0.04200152516102516,0.32975108388809254,0.25090999791113955,7,6,7,2.2614172331694147,0.17395517178226264,0.10753923641652323,0.5755809620000001,0.03625274122807018,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.0,0.42857142857142855,0.721260871,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.090909091,0.090909091,0.18181818150000004,0.27272727299999994,0.7272727270000001,0.2857142857142857,
C071,Ours,proto_sw_3_1,swept,rich,1,100000,1,1,1,1,,,7,4,7,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich__unit_candidates_v2,cebc635da9c146b0ab2cda3622b6058668f2b4b6cfe8ca28962401b10964c205,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_2781254137__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.12910489994101226,raw_cases/C071/methods/Ours,1,0,0,0,0,0,0.041968422139747656,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.04200152516102516,0.32975108388809254,0.25090999791113955,7,4,7,1.9212539435303855,0.1746594494118532,0.08584166958724765,0.57136897,0.032312225877192985,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.721260871,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.090909091,0.090909091,0.18181818150000004,0.27272727299999994,0.7272727270000001,0.2857142857142857,
C072,IndependentCurve,proto_sw_3_1,swept,rich,2,100002,1,1,0,0,,,7,0,7,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich,,,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.03041610005311668,raw_cases/C072/methods/IndependentCurve,1,0,3,0,0,0,0.0,0.020067678,1,0,0.0,1.0000000000000002,0,0.0,0.0,3,0,0.0,0.9176117021887648,0.6114443282820179,7,0,7,1.800873447943651,0.25726763542052156,0.0742293898565064,0.504226196,0.030873081140350877,0.5714285714285714,0.42857142857142855,1.0,0.0,0.0,0.715044819,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.03030303000000001,0.06060606099999999,0.2272727275,0.393939394,0.606060606,0.42857142857142855,
C072,FixedSlot,proto_sw_3_1,swept,rich,2,100002,1,1,1,1,,,7,2,7,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich,,,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,11.973036200040951,raw_cases/C072/methods/FixedSlot,1,0,0,0,0,0,0.035745434891472846,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.03584812577604057,0.041761826647634004,0.041761826647634004,7,2,7,3.1442658325120125,0.3493628702791125,0.17939486238354904,0.852452985,0.04287737573099415,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.715044819,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0804122625,0.098654295,0.1985195245,0.28763998999999996,0.71236001,0.2857142857142857,
C072,LocalGreedy,proto_sw_3_1,swept,rich,2,100002,1,1,1,1,,,7,3,7,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich__unit_candidates_v2,94d4eb2c4c4282304e689f08cb38b71b47f23088f8cd7a6420027065059a7ef0,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.03371069999411702,raw_cases/C072/methods/LocalGreedy,1,0,0,0,0,0,0.03210426361204998,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.03553437681059638,0.0,0.0,7,3,7,1.903406513694588,0.19034065136945882,0.0686664454765865,0.5216817209999999,0.03340300621345029,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.715044819,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.106060606,0.121212121,0.1666666665,0.24242424299999998,0.757575757,0.2857142857142857,
C072,Ours,proto_sw_3_1,swept,rich,2,100002,1,1,1,1,,,7,2,7,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich__unit_candidates_v2,94d4eb2c4c4282304e689f08cb38b71b47f23088f8cd7a6420027065059a7ef0,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_1978891010__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.0340525999199599,raw_cases/C072/methods/Ours,1,0,0,0,0,0,0.025670483653158063,0.020067678,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.03553437681059638,0.0,0.0,7,2,7,1.9065054322927084,0.21183393692141206,0.07557053799905729,0.5216817209999999,0.03383703399122807,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.0,0.715044819,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.106060606,0.121212121,0.1666666665,0.24242424299999998,0.757575757,0.2857142857142857,
C073,IndependentCurve,proto_sw_3_2,expanded,simple,1,100004,1,1,0,0,,,6,0,6,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple,,,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.038415800081565976,raw_cases/C073/methods/IndependentCurve,1,0,1,0,0,0,0.0,0.021319526,1,0,0.0,1.0,0,0.0,0.0,1,0,0.0,0.1183322558818631,0.11830789678873681,6,0,6,1.5413908954864264,0.256898482581071,0.06809607696357364,0.5587434090000001,0.026858324195906433,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.333645047,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666,0.0,0.03787878750000001,0.0606060605,0.19696969749999993,0.606060606,0.393939394,0.5,
C073,FixedSlot,proto_sw_3_2,expanded,simple,1,100004,1,1,1,1,,,6,2,6,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple,,,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,5.366025099996477,raw_cases/C073/methods/FixedSlot,1,0,0,0,0,0,0.05477557142078733,0.021319526,0,0,0.0,1.0,0,0.0,0.0,0,0,0.06723808972527576,0.0,0.0,6,2,6,2.5587032301629438,0.3198379037703679,0.12500158196543398,0.6389171570000001,0.04446500365497076,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.333645047,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.08550494099999997,0.08550494100000003,0.17153324324999997,0.485923631,0.514076369,0.3333333333333333,
C073,LocalGreedy,proto_sw_3_2,expanded,simple,1,100004,1,1,1,1,,,6,4,6,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple__unit_candidates_v2,f6d8dc37fc9db9495f9ef125af58793250f5e44ce0e534accbc63877df30a7b4,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.03569160006009042,raw_cases/C073/methods/LocalGreedy,1,0,0,0,0,0,0.045372309875014595,0.021319526,0,0,0.0,1.0,0,0.0,0.0,0,0,0.04549001214327828,0.5382781437811857,0.5382781437811857,6,4,6,1.7844071223090494,0.17844071223090494,0.0725218900601646,0.6417005,0.031078673245614034,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.333645047,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.10606060625,0.151515152,0.2196969695,0.272727272,0.727272728,0.16666666666666666,
C073,Ours,proto_sw_3_2,expanded,simple,1,100004,1,1,1,1,,,6,2,6,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple__unit_candidates_v2,f6d8dc37fc9db9495f9ef125af58793250f5e44ce0e534accbc63877df30a7b4,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple,proto_sw_3_2__seed_3906224916__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.03491290006786585,raw_cases/C073/methods/Ours,1,0,0,0,0,0,0.045372309875014595,0.021319526,0,0,0.0,1.0,0,0.0,0.0,0,0,0.04549001214327828,0.5382781437811857,0.5382781437811857,6,2,6,1.5299239490548668,0.19124049363185835,0.06432290384224497,0.559029255,0.02715529057017544,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.333645047,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.10606060625,0.151515152,0.2196969695,0.272727272,0.727272728,0.16666666666666666,
C074,IndependentCurve,proto_sw_3_2,expanded,simple,2,100036,1,1,0,0,,,6,0,6,proto_sw_3_2__seed_1462814306__global_l1_flow_v3__density_simple,,,proto_sw_3_2__seed_1462814306__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_3_2__seed_1462814306__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.03244900004938245,raw_cases/C074/methods/IndependentCurve,1,0,2,0,0,0,0.0,0.021319526,1,0,0.0,1.0000000000000002,0,0.0,0.0,2,0,0.0,0.37303427559194585,0.37302168231294214,6,0,6,1.5460644156653305,0.25767740261088845,0.08581508845385,0.56212926,0.025967425073099414,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.309181601,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.06060606025000001,0.075757576,0.27272727325,0.393939394,0.606060606,0.3333333333333333,
C074,FixedSlot,proto_sw_3_2,expanded,simple,2,100036,1,1,1,1,,,6,2,6,proto_sw_3_2__seed_1462814306__global_l1_flow_v3__density_simple,,,proto_sw_3_2__seed_1462814306__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_3_2__seed_1462814306__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,4.008650599978864,raw_cases/C074/methods/FixedSlot,1,0,0,0,0,0,0.0688699848411251,0.021319526,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.0689628074481763,0.0,0.0,6,2,6,2.4231191448139895,0.30288989310174874,0.12013530525275014,0.6463347210000001,0.04223204495614035,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.309181601,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.12575035675000001,0.1428571425,0.159963929,0.308523334,0.691476666,0.16666666666666666,
