case_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,l1_generation_success,unit_generation_applicable,unit_generation_success,error_type,error_message,ordinary_l1_count,selected_l2_count,branchunit_count,shared_stage3_plan_id,shared_stage4_inventory_id,shared_conflict_graph_id,method_plan_id,method_selection_id,runtime_seconds,method_dir,mechanical_evaluation_success,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,clearance_violation_count,flower_region_intrusion_curve_count,backbone_seam_position_gap,backbone_seam_tangent_dot,periodic_seam_violation_count,parallel_cotravel_total,parallel_cotravel_peak,l1_layout_crossing_count,l1_layout_periodic_crossing_count,l1_layout_minimum_clearance,l1_layout_parallel_cotravel_total,l1_layout_parallel_cotravel_peak,l1_count,l2_count,branchunit_count_evaluated,ordinary_total_length,ordinary_mean_length,mean_backbone_excursion,vertical_span,occupied_area_ratio,upper_allocation_ratio,lower_allocation_ratio,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio,density_resource_D,root_hist_0,root_hist_1,root_hist_2,root_hist_3,root_hist_4,root_hist_5,root_hist_6,root_hist_7,root_gap_q25,root_gap_q50,root_gap_q75,root_gap_max,root_coverage_qcov,root_concentration,mechanical_evaluation_error
C001,IndependentCurve,proto_sw_1_1,expanded,simple,1,100013,1,1,0,0,,,4,0,4,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple,,,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,,raw_cases/C001/methods/IndependentCurve,1,0,0,0,0,0,0.13104192039950888,0.027768053,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.13104192039950888,0.0,0.0,4,0,4,1.0477762046907548,0.26194405117268876,0.08586903078408882,0.8963041119999999,0.013591922514619883,0.0,1.0,1.0,0.0,0.0,0.213895815,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.13636363599999998,0.196969697,0.310606061,0.515151515,0.484848485,0.25,
C001,FixedSlot,proto_sw_1_1,expanded,simple,1,100013,1,1,1,1,,,4,1,4,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple,,,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C001/methods/FixedSlot,1,0,0,0,0,0,0.10077239594041364,0.027768053,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.10073584327623215,0.0,0.0,4,1,4,1.4172674958405453,0.28345349916810914,0.15075633717184028,0.981722295,0.013454861111111112,0.5,0.5,0.75,0.25,0.0,0.213895815,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.163314238,0.21795465000000003,0.304640412,0.46912883099999997,0.5308711690000001,0.25,
C001,LocalGreedy,proto_sw_1_1,expanded,simple,1,100013,1,1,1,1,,,4,2,4,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple__unit_candidates_v2,30b24d363cdf9b5b764266303fd00b9b37aa2e74673523b88dd749f74609cfc4,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,,raw_cases/C001/methods/LocalGreedy,1,0,0,0,0,0,0.13025855419383658,0.027768053,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.13025855419383658,0.0,0.0,4,2,4,1.1627037897188337,0.193783964953139,0.09714979338115522,0.762256334,0.011416072733918129,0.5,0.5,0.75,0.0,0.25,0.213895815,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.1439393935,0.1515151515,0.257575758,0.575757576,0.424242424,0.25,
C001,Ours,proto_sw_1_1,expanded,simple,1,100013,1,1,1,1,,,4,1,4,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple__unit_candidates_v2,30b24d363cdf9b5b764266303fd00b9b37aa2e74673523b88dd749f74609cfc4,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_1575422959__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C001/methods/Ours,1,0,0,0,0,0,0.13025855419383658,0.027768053,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.13025855419383658,0.0,0.0,4,1,4,1.0217698266580109,0.20435396533160216,0.08615774937126919,0.7570780500000001,0.01091922514619883,0.5,0.5,0.75,0.25,0.0,0.213895815,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.1439393935,0.1515151515,0.257575758,0.575757576,0.424242424,0.25,
C002,IndependentCurve,proto_sw_1_1,expanded,simple,2,100016,1,1,0,0,,,4,0,4,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple,,,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,,raw_cases/C002/methods/IndependentCurve,1,0,0,0,0,0,0.17528059255621956,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.17528059255621956,0.0,0.0,4,0,4,1.0434810107367802,0.26087025268419506,0.09286680620026559,0.82915432,0.012255573830409356,0.75,0.25,1.0,0.0,0.0,0.132176995,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.17424242375,0.1818181815,0.25757575774999997,0.484848485,0.515151515,0.25,
C002,FixedSlot,proto_sw_1_1,expanded,simple,2,100016,1,1,1,1,,,4,1,4,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple,,,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C002/methods/FixedSlot,1,0,0,0,0,0,0.10793721801970341,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.10791593094396063,0.0,0.0,4,1,4,1.36944496249257,0.27388899249851406,0.1394497858760237,1.0158980000000002,0.012706734283625731,0.5,0.5,0.75,0.25,0.0,0.132176995,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.17006449750000002,0.21230737900000002,0.2922428815,0.47743579300000005,0.522564207,0.25,
C002,LocalGreedy,proto_sw_1_1,expanded,simple,2,100016,1,1,1,1,,,4,2,4,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple__unit_candidates_v2,83d949537c94ca3b6a8e2a6554c8eaa3435813aefe5af389910aff8d89c543a6,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,,raw_cases/C002/methods/LocalGreedy,1,0,0,0,0,0,0.2299465213980741,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.2299465213980741,0.0,0.0,4,2,4,1.1552262281790424,0.1925377046965071,0.10859124043578079,0.83903273,0.011513157894736841,0.5,0.5,0.75,0.0,0.25,0.132176995,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.17424242375,0.1818181815,0.25757575774999997,0.484848485,0.515151515,0.25,
C002,Ours,proto_sw_1_1,expanded,simple,2,100016,1,1,1,1,,,4,1,4,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple__unit_candidates_v2,83d949537c94ca3b6a8e2a6554c8eaa3435813aefe5af389910aff8d89c543a6,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_1160898339__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C002/methods/Ours,1,0,0,0,0,0,0.2299465213980741,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.2299465213980741,0.0,0.0,4,1,4,1.0139738143327617,0.20279476286655235,0.09407666023376537,0.82915432,0.011279011330409356,0.5,0.5,0.75,0.25,0.0,0.132176995,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.17424242375,0.1818181815,0.25757575774999997,0.484848485,0.515151515,0.25,
C003,IndependentCurve,proto_sw_1_1,expanded,medium,1,100006,1,1,0,0,,,5,0,5,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium,,,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,,raw_cases/C003/methods/IndependentCurve,1,0,2,0,0,0,0.0,0.027768053,1,0,0.0,1.0,0,0.0,0.0,2,0,0.0,0.015549125360782842,0.015072313200619494,5,0,5,1.3075458516850977,0.26150917033701954,0.08632425041113873,0.839296753,0.020176580774853802,0.8,0.2,1.0,0.0,0.0,0.403261203,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.09090909100000005,0.181818181,0.333333334,0.363636363,0.636363637,0.4,
C003,FixedSlot,proto_sw_1_1,expanded,medium,1,100006,1,1,1,1,,,5,1,5,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium,,,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C003/methods/FixedSlot,1,0,0,0,0,0,0.05781130385504561,0.027768053,0,0,0.0,1.0,0,0.0,0.0,0,0,0.058039603999837396,0.18301869571878435,0.18301869571878435,5,1,5,1.9211859479622544,0.3201976579937091,0.15416617790840192,1.151810074,0.0193656341374269,0.6,0.4,0.8,0.2,0.0,0.403261203,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.06265954399999998,0.167450123,0.24158890900000007,0.466744424,0.533255576,0.4,
C003,LocalGreedy,proto_sw_1_1,expanded,medium,1,100006,1,1,1,1,,,5,2,5,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2,88404f13328ce4388c78985e525295a83173558252d2912eaf8dce40b5798905,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,,raw_cases/C003/methods/LocalGreedy,1,0,0,0,0,0,0.11987486165209461,0.027768053,0,0,0.0,1.0,0,0.0,0.0,0,0,0.12419051683163207,0.0,0.0,5,2,5,1.2952946706503008,0.18504209580718584,0.07161332461694403,0.871694409,0.01762952302631579,0.4,0.6,0.8,0.0,0.2,0.403261203,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.151515151,0.15151515100000001,0.15151515200000001,0.45454545500000004,0.5454545449999999,0.2,
C003,Ours,proto_sw_1_1,expanded,medium,1,100006,1,1,1,1,,,5,1,5,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2,88404f13328ce4388c78985e525295a83173558252d2912eaf8dce40b5798905,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_1_1__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C003/methods/Ours,1,0,0,0,0,0,0.09277060906697807,0.027768053,0,0,0.0,1.0,0,0.0,0.0,0,0,0.12419051683163207,0.0,0.0,5,1,5,1.1575692917669678,0.19292821529449464,0.06755597591520993,0.871694409,0.01760667945906433,0.4,0.6,0.8,0.2,0.0,0.403261203,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.151515151,0.15151515100000001,0.15151515200000001,0.45454545500000004,0.5454545449999999,0.2,
C004,IndependentCurve,proto_sw_1_1,expanded,medium,2,100010,1,1,0,0,,,6,0,6,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium,,,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,,raw_cases/C004/methods/IndependentCurve,1,0,3,0,0,0,0.0,0.027768053,1,0,0.0,1.0000000000000002,0,0.0,0.0,3,0,0.0,0.11611588079897163,0.06436267827262099,6,0,6,1.5780125942881156,0.26300209904801924,0.09595663184360709,1.102332116,0.022529468201754384,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.617548861,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.05303030349999999,0.121212121,0.21212121175,0.454545455,0.545454545,0.3333333333333333,
C004,FixedSlot,proto_sw_1_1,expanded,medium,2,100010,1,1,1,1,,,6,1,6,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium,,,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C004/methods/FixedSlot,1,0,0,0,0,0,0.08376880077190073,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.08378059250961968,0.0,0.0,6,1,6,2.205687661097868,0.31509823729969544,0.1334983328275328,1.03031865,0.027669270833333332,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.617548861,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.06718442899999999,0.09374999999999999,0.17869330000000005,0.492996362,0.507003638,0.3333333333333333,
C004,LocalGreedy,proto_sw_1_1,expanded,medium,2,100010,1,1,1,1,,,6,2,6,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium__unit_candidates_v2,cd46bd4aa57d0ed4879de9ffba6ab0c29596d69bdbb91b02b3cd4239d79fb463,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,,raw_cases/C004/methods/LocalGreedy,1,0,0,0,0,0,0.07474764332454327,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.07474764332454327,0.0,0.0,6,2,6,1.3038025684816328,0.1629753210602041,0.06551450075299173,0.939631818,0.0211702759502924,0.5,0.5,0.8333333333333334,0.0,0.16666666666666666,0.617548861,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0984848485,0.121212121,0.14393939425,0.424242424,0.575757576,0.3333333333333333,
C004,Ours,proto_sw_1_1,expanded,medium,2,100010,1,1,1,1,,,6,1,6,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium__unit_candidates_v2,cd46bd4aa57d0ed4879de9ffba6ab0c29596d69bdbb91b02b3cd4239d79fb463,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium,proto_sw_1_1__seed_1989963110__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C004/methods/Ours,1,0,0,0,0,0,0.07474764332454327,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.07474764332454327,0.0,0.0,6,1,6,1.3088769701946878,0.18698242431352682,0.0666212913183778,0.9159380249999999,0.021335891812865496,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.617548861,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0984848485,0.121212121,0.14393939425,0.424242424,0.575757576,0.3333333333333333,
C005,IndependentCurve,proto_sw_1_1,expanded,rich,1,100018,1,1,0,0,,,6,0,6,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich,,,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,,raw_cases/C005/methods/IndependentCurve,1,0,1,0,0,0,0.0,0.027768053,1,0,0.0,1.0000000000000002,0,0.0,0.0,1,0,0.0,0.016766963082317617,0.010667015741693162,6,0,6,1.5770657632666618,0.26284429387777697,0.08617397612872864,1.0191624989999999,0.023254751461988302,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.84124218,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.075757576,0.13636363599999998,0.21969696925,0.39393939400000005,0.606060606,0.3333333333333333,
C005,FixedSlot,proto_sw_1_1,expanded,rich,1,100018,1,1,1,1,,,6,1,6,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich,,,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C005/methods/FixedSlot,1,0,0,0,0,0,0.055780415106408514,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.055780415106408514,0.0,0.0,6,1,6,2.1977161990454013,0.313959457006486,0.13772643692415518,1.076750837,0.02355171783625731,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.84124218,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0770509395,0.09375,0.18590375474999996,0.461893741,0.538106259,0.3333333333333333,
C005,LocalGreedy,proto_sw_1_1,expanded,rich,1,100018,1,1,1,1,,,6,2,6,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich__unit_candidates_v2,5a802f8eff06807366533a570f1472584eaacd4df3ef054d9918d19c889e0083,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,,raw_cases/C005/methods/LocalGreedy,1,0,0,0,0,0,0.03107526214622732,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.05046528696336143,0.0,0.0,6,2,6,1.6322977755740922,0.20403722194676152,0.08019872048225955,0.91417416,0.021273072002923978,0.5,0.5,0.8333333333333334,0.0,0.16666666666666666,0.84124218,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.09848484874999999,0.1363636365,0.15151515175,0.39393939400000005,0.606060606,0.16666666666666666,
C005,Ours,proto_sw_1_1,expanded,rich,1,100018,1,1,1,1,,,6,1,6,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich__unit_candidates_v2,5a802f8eff06807366533a570f1472584eaacd4df3ef054d9918d19c889e0083,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich,proto_sw_1_1__seed_2661861881__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C005/methods/Ours,1,0,0,0,0,0,0.05046528696336143,0.027768053,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.05046528696336143,0.0,0.0,6,1,6,1.6897043679269388,0.24138633827527697,0.08805105525633775,0.91417416,0.02016515899122807,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.84124218,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.09848484874999999,0.1363636365,0.15151515175,0.39393939400000005,0.606060606,0.16666666666666666,
C006,IndependentCurve,proto_sw_1_1,expanded,rich,2,100019,1,1,0,0,,,6,0,6,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich,,,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,,raw_cases/C006/methods/IndependentCurve,1,0,4,0,0,0,0.0,0.027768053,1,0,0.0,1.0,0,0.0,0.0,4,0,0.0,1.2413337254129477,0.9452583788117008,6,0,6,1.5748847723246626,0.2624807953874438,0.08599813679219115,0.342281612,0.015567891081871345,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.662507641,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.03030303025000001,0.060606060999999996,0.1590909085,0.666666667,0.333333333,0.6666666666666666,
C006,FixedSlot,proto_sw_1_1,expanded,rich,2,100019,1,1,1,1,,,6,1,6,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich,,,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C006/methods/FixedSlot,1,0,0,0,0,0,0.07175892866207831,0.027768053,0,0,0.0,1.0,0,0.0,0.0,0,0,0.0717603412377016,0.0,0.0,6,1,6,2.1830297322815246,0.3118613903259321,0.13088030171459922,1.108958392,0.02549342105263158,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.662507641,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.08468869199999998,0.116923386,0.18470563425000003,0.430743051,0.569256949,0.16666666666666666,
C006,LocalGreedy,proto_sw_1_1,expanded,rich,2,100019,1,1,1,1,,,6,1,6,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich__unit_candidates_v2,eb436b4b43cda5ef0997caf0162d8bd23b7590ae00c125df09012bc0521fa6a3,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,,raw_cases/C006/methods/LocalGreedy,1,0,0,0,0,0,0.09408163920470253,0.027768053,0,0,0.0,1.0,0,0.0,0.0,0,0,0.09410517524096831,0.0,0.0,6,1,6,1.363753090697893,0.194821870099699,0.06120291600749794,0.749400053,0.0157906158625731,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.662507641,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0984848485,0.121212121,0.1439393935,0.42424242500000003,0.5757575749999999,0.16666666666666666,
C006,Ours,proto_sw_1_1,expanded,rich,2,100019,1,1,1,1,,,6,1,6,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich__unit_candidates_v2,eb436b4b43cda5ef0997caf0162d8bd23b7590ae00c125df09012bc0521fa6a3,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich,proto_sw_1_1__seed_898415462__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C006/methods/Ours,1,0,0,0,0,0,0.09408163920470253,0.027768053,0,0,0.0,1.0,0,0.0,0.0,0,0,0.09410517524096831,0.0,0.0,6,1,6,1.4248281549364057,0.20354687927662937,0.06818561163598875,0.756988446,0.017720897295321638,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.662507641,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0984848485,0.121212121,0.1439393935,0.42424242500000003,0.5757575749999999,0.16666666666666666,
C007,IndependentCurve,proto_sw_1_1,compact,simple,1,100000,1,1,0,0,,,4,0,4,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple,,,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,,raw_cases/C007/methods/IndependentCurve,1,0,2,0,0,0,0.0,0.027768053,1,0,0.0,1.0,0,0.0,0.0,2,0,0.0,0.2205879363657452,0.19076826001777197,4,0,4,1.051184755721891,0.26279618893047274,0.09019658323367542,0.30403125999999997,0.01523094846491228,0.5,0.5,1.0,0.0,0.0,0.191172421,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.05303030274999998,0.10606060599999999,0.30303030325,0.757575757,0.24242424299999998,0.5,
C007,FixedSlot,proto_sw_1_1,compact,simple,1,100000,0,0,1,0,RuntimeError,Recovered failed method export; original exception text unavailable after scheduler interruption,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generation failed; no canonical geometry
C007,LocalGreedy,proto_sw_1_1,compact,simple,1,100000,1,1,1,1,,,4,2,4,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple__unit_candidates_v2,e9620ceac97d1d87a061b046e8042a9f106cd8ae7179eefcb8398bfc58a2a821,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,,raw_cases/C007/methods/LocalGreedy,1,0,0,0,0,0,0.053385879024660396,0.027768053,0,0,0.0,1.0,0,0.0,0.0,0,0,0.053385879024660396,0.0,0.0,4,2,4,1.0421106907099156,0.17368511511831927,0.05829098339017738,1.068929631,0.015442251461988304,0.5,0.5,0.75,0.0,0.25,0.191172421,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.1439393935,0.24242424250000003,0.34848484900000004,0.393939394,0.606060606,0.25,
C007,Ours,proto_sw_1_1,compact,simple,1,100000,1,1,1,1,,,4,1,4,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple__unit_candidates_v2,e9620ceac97d1d87a061b046e8042a9f106cd8ae7179eefcb8398bfc58a2a821,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple,proto_sw_1_1__seed_2781254137__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,,raw_cases/C007/methods/Ours,1,0,0,0,0,0,0.053385879024660396,0.027768053,0,0,0.0,1.0,0,0.0,0.0,0,0,0.053385879024660396,0.0,0.0,4,1,4,1.0475950135334107,0.20951900270668214,0.06001699064092162,1.068929631,0.017201206140350877,0.5,0.5,0.75,0.25,0.0,0.191172421,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.1439393935,0.24242424250000003,0.34848484900000004,0.393939394,0.606060606,0.25,
